VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_SHAPE,SIM_AV,SIMNULL1,SIM_RV,SIM_x0,SIM_mB,SIMSED_TDE_INDEX,SIMSED_Rph0,SIMSED_Tvis,SIMSED_b,SIMSED_bhmass,SIMSED_eff,SIMSED_lphoto,SIMSED_starmass,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIMSED_IBC_INDEX,SIMSED_F_nickel,SIMSED_stretch,SIMSED_color,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_Cart_INDEX,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature
SN:,267624,12,102,-9.0,3,0.17237,0.001,0.17072,0.001,0.17072,0.00154,0,300,0.010537600000000001,-9,-9,-9,-9,59902.1,15.9194,13.8758,7.0800399999999994,59907.0,1.426,2.81786,1.28254,0.0060692,0.041414599999999996,24.628,0.0816465,2.5280599999999997e-06,1.90108e-07,0.0204532,-1.5449e-07,-1.7188800000000002e-09,11,19.51,0.052530600000000004,2,225,11,3,0.17072,0,240.274,39.5777,59909.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,176902,12,112,-9.0,3,0.5905100000000001,0.001,0.59077,0.001,0.59077,0.00188,0,300,0.018952,-9,-9,-9,-9,59826.3,12.482,8.32943,4.6904,59823.6,1.621,1.05108,0.82199,0.0230868,0.0764974,24.988,0.08502610000000001,1.8146099999999998e-06,1.42105e-07,0.00801342,-5.85168e-08,-3.54372e-09,36,44.9941,0.14461,12,105,21,3,0.59077,0,-476.619,42.6978,59808.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.13096,0.0502667,0.014306799999999998,125.462,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,185443,12,112,-9.0,3,0.88515,0.1752,0.8855799999999999,0.1752,0.8855799999999999,0.17521,0,300,0.0184642,-9,-9,-9,-9,60593.1,5.73579,5.2126,2.99611,60595.9,0.044,-0.697434,0.94714,-0.21626700000000001,0.06775189999999999,25.8629,0.10902,8.1068e-07,8.14049e-08,0.026960400000000006,-2.6168e-08,2.0669499999999998e-09,40,52.0072,0.0967044,12,90,32,4,0.8855799999999999,0,-374.134,43.7739,60585.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.13255999999999998,0.039819,0.029511700000000002,119.646,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,259470,12,112,-9.0,3,0.29780999999999996,0.001,0.2967,0.001,0.2967,0.00164,0,300,0.0167254,-9,-9,-9,-9,60647.1,36.0076,34.3376,22.5838,60657.8,1.172,-0.838616,0.7097100000000001,-0.146563,0.0320325,23.3745,0.0538114,8.02074e-06,3.9752499999999995e-07,0.0075564,1.46111e-07,-5.87687e-10,4,5.93316,0.2042,12,34,6,1,0.2967,0,7.88778,40.9296,60646.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.06706820000000001,0.0403182,0.0269375,77.872,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,331268,12,102,-9.0,3,0.40612,0.001,0.40662,0.001,0.40662,0.00173,0,300,0.0182855,-9,-9,-9,-9,59933.1,18.7488,14.1169,12.5167,59947.4,1.768,-0.746843,0.8372,-0.14845999999999998,0.07176439999999999,23.6272,0.20929,6.35486e-06,1.2249899999999999e-06,0.0319623,2.05205e-07,-1.2254899999999999e-08,11,16.9611,0.10903,2,201,120,2,0.40662,0,-507.43199999999996,41.7258,59945.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,220968,12,102,-9.0,3,0.8052,0.0167,0.8053899999999999,0.0167,0.8053899999999999,0.01679,0,300,0.0228397,-9,-9,-9,-9,59782.2,11.0665,7.8927,4.2133400000000005,59778.1,1.407,0.8880299999999999,1.20155,-0.23820100000000002,0.0585925,25.3927,0.0985222,1.2500700000000001e-06,1.1343400000000001e-07,0.027814299999999997,-8.238580000000001e-08,1.06052e-09,56,70.9111,0.0865838,2,213,51,1,0.8053899999999999,0,-268.72,43.5203,59767.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,34519,12,112,-9.0,3,0.61715,0.04,0.61766,0.04,0.61766,0.04003,0,300,0.016637700000000002,-9,-9,-9,-9,59779.3,10.6254,5.27829,3.90628,59789.3,1.289,0.0752211,1.16388,-0.176844,0.0789898,25.1112,0.1232,1.62007e-06,1.83838e-07,0.042256999999999996,-1.8640799999999998e-07,-4.8627700000000006e-09,48,72.9935,0.0115092,12,90,84,2,0.61766,0,-369.041,42.8148,59780.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.1271,0.0339433,0.0229652,110.79799999999999,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,13668,12,112,-9.0,3,0.6221899999999999,0.0081,0.62169,0.0081,0.62169,0.00826,0,300,0.00655708,-9,-9,-9,-9,60270.1,9.24393,7.72107,5.38898,60266.5,0.294,-0.0716891,0.78169,-0.00385103,0.0682848,25.0767,0.075533,1.67241e-06,1.16347e-07,0.0241824,-6.74975e-08,-3.65824e-09,28,46.7448,0.0145738,12,101,56,4,0.62169,0,-33.6555,42.8333,60249.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.14911,0.0406652,0.0505248,133.013,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,206351,12,112,-9.0,3,0.6007100000000001,0.001,0.6006100000000001,0.001,0.6006100000000001,0.00189,0,300,0.0112422,-9,-9,-9,-9,60164.2,10.1765,5.5022199999999994,2.91685,60172.8,1.153,-2.30157,0.7267399999999999,-0.130995,0.0912691,25.4248,0.0848289,1.21358e-06,9.481760000000001e-08,0.0117705,-3.5567599999999996e-08,2.1219799999999996e-10,52,62.6436,0.14817,12,24,66,1,0.6006100000000001,0,-326.096,42.7418,60163.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.06805239999999999,0.0340463,0.00674939,71.4655,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,310320,12,102,-9.0,3,0.90817,0.0623,0.90594,0.0623,0.90594,0.062329999999999997,0,300,0.0182855,-9,-9,-9,-9,60605.1,8.145489999999999,7.414619999999999,5.62838,60605.1,1.372,1.09594,1.06707,-0.114354,0.0522168,25.5026,0.0842372,1.1296600000000001e-06,8.764510000000001e-08,0.020249700000000002,-5.7402100000000006e-08,5.656749999999999e-10,44,44.2239,0.46218000000000004,2,201,120,3,0.90594,0,181.83599999999998,43.8378,60599.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,235934,12,102,-9.0,3,0.79176,0.2419,0.78918,0.2419,0.78918,0.24191,0,300,0.00643025,-9,-9,-9,-9,60596.1,13.4738,8.0971,6.77803,60605.6,0.044,2.52468,1.03283,-0.1818,0.0444921,25.525,0.0664801,1.1066599999999999e-06,6.77614e-08,0.00619659,-3.65906e-08,1.01202e-09,28,47.3854,0.012468799999999999,2,220,130,3,0.78918,0,382.87,43.4693,60591.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,213080,12,102,-9.0,3,0.75052,0.0464,0.74995,0.0464,0.74995,0.04643,0,300,0.0138733,-9,-9,-9,-9,60593.2,14.2618,9.86341,6.32865,60594.9,0.222,2.73263,0.7487,-0.210794,0.0460425,25.2403,0.060824800000000005,1.43845e-06,8.058460000000001e-08,0.0108987,-4.1473000000000004e-08,-7.30678e-11,68,96.2482,0.0137035,2,210,89,4,0.74995,0,-46.6779,43.331,60586.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
