,VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV
7520,SN:,254302,12,111,-9.0,3,0.52027,0.1013,0.52222,0.1013,0.52222,0.10131,0,300,0.020132,-9,-9,-9,-9,60077.0,76.0058,55.6071,40.185,60073.6,0.612,-0.1154,1.29769,0.042961599999999996,0.0289923,23.0789,0.0310719,1.0530699999999999e-05,3.0137e-07,0.019634,-2.3779800000000002e-07,-6.941149999999999e-09,6,3.71375,0.71535,11,0,126,1,0.52222,0,-53.1669,42.3719,60073.3,-1.0187899999999999,-0.00556407,0.14,3.1,1.00253e-05,23.1322,-9,-9
3838,SN:,341014,12,111,-9.0,3,0.9174700000000001,0.0238,0.9165700000000001,0.0238,0.9165700000000001,0.023880000000000002,0,300,0.015745099999999998,-9,-9,-9,-9,60535.3,13.3306,12.4362,9.74564,60536.5,1.81,-0.899956,0.7339100000000001,0.0169518,0.0419385,24.4703,0.0488683,2.9232599999999998e-06,1.31574e-07,-0.00133305,-3.99696e-08,1.6745099999999998e-09,40,35.8082,0.6593899999999999,11,0,67,1,0.9165700000000001,0,-213.683,43.8676,60536.3,0.052760800000000004,-0.00806651,0.14,3.1,2.92372e-06,24.4702,-9,-9
6060,SN:,32553,12,111,-9.0,3,0.91471,0.0122,0.91319,0.0122,0.91319,0.01235,0,300,0.0179976,-9,-9,-9,-9,59752.4,13.3608,8.104510000000001,4.39551,59752.8,2.65,-1.4646700000000001,1.22852,0.11767000000000001,0.0606428,24.7244,0.0698437,2.31345e-06,1.48821e-07,0.00301121,-2.7983599999999996e-08,2.1242600000000003e-09,43,65.0138,0.0166743,11,0,40,1,0.91319,0,207.908,43.8584,59747.1,-0.00642652,0.0470343,0.14,3.1,2.5002000000000002e-06,24.6401,-9,-9
4318,SN:,2182,12,111,-9.0,3,0.7859,0.032,0.78692,0.032,0.78692,0.03205,0,300,0.0192366,-9,-9,-9,-9,59694.0,34.4591,31.8102,19.1926,59697.5,1.184,0.6147199999999999,0.6935899999999999,-0.10382100000000001,0.030710400000000006,23.5968,0.029695,6.53568e-06,1.7875199999999998e-07,0.00381201,-1.30606e-08,1.17254e-10,12,15.5696,0.21175,11,0,125,1,0.78692,0,319.068,43.4573,59696.2,0.33573000000000003,-0.130177,0.14,3.1,6.2703e-06,23.6418,-9,-9
8680,SN:,199220,12,111,-9.0,3,0.74287,0.001,0.7450399999999999,0.001,0.7450399999999999,0.00201,0,300,0.0164778,-9,-9,-9,-9,60400.0,24.642,23.3882,12.5546,60396.1,0.338,-0.41663999999999995,0.25634,-0.102105,0.0342915,23.9244,0.0349148,4.8331599999999995e-06,1.55423e-07,0.000102975,-2.1326400000000004e-08,-3.89978e-10,36,32.6058,0.6308199999999999,11,0,5,1,0.7450399999999999,0,-43.0718,43.31,60395.8,-0.576971,-0.047906,0.14,3.1,5.04746e-06,23.8773,-9,-9
3422,SN:,43687,12,111,-9.0,3,0.75238,0.0404,0.7539399999999999,0.0404,0.7539399999999999,0.04043,0,300,0.0174666,-9,-9,-9,-9,59621.2,18.665,17.867,10.9958,59615.9,1.294,-1.51432,0.43955,-0.043,0.0459538,24.0782,0.05417140000000001,4.1948300000000005e-06,2.09296e-07,0.00362731,-4.6287e-08,-1.8091400000000002e-09,48,38.9702,0.82055,11,0,0,1,0.7539399999999999,0,140.922,43.3424,59617.1,-1.54135,-0.0404522,0.14,3.1,4.2351e-06,24.0678,-9,-9
9207,SN:,114761,12,111,-9.0,3,0.8807,0.1313,0.87916,0.1313,0.87916,0.13130999999999998,0,300,0.010212299999999999,-9,-9,-9,-9,60491.4,14.06,9.539530000000001,9.34636,60476.3,4.566,-0.243042,0.85829,-0.16050599999999998,0.054108,23.8273,0.17631,5.285639999999999e-06,8.58308e-07,0.00302417,1.1003399999999999e-07,-1.21518e-08,27,20.6206,0.80373,11,0,105,1,0.87916,0,44.9739,43.7567,60477.4,-0.21838200000000002,-0.10563399999999999,0.14,3.1,4.13125e-06,24.0948,-9,-9
6852,SN:,76184,12,111,-9.0,3,0.9385100000000001,0.038,0.93734,0.038,0.93734,0.03805,0,300,0.00655708,-9,-9,-9,-9,59857.2,19.4169,14.5427,14.2817,59854.3,0.416,-0.6019800000000001,0.323,-0.0945897,0.033717699999999996,24.4579,0.0414148,2.95697e-06,1.12792e-07,0.00220773,-1.84784e-08,4.90054e-10,72,70.3978,0.53141,11,0,56,1,0.93734,0,132.349,43.9279,59854.5,0.034638699999999994,-0.0629902,0.14,3.1,3.2276e-06,24.3628,-9,-9
5334,SN:,59370,12,111,-9.0,3,0.39366999999999996,0.001,0.39355,0.001,0.39355,0.00171,0,300,0.00811079,-9,-9,-9,-9,60606.1,152.167,110.33200000000001,109.208,60605.5,0.086,-0.29631199999999996,0.0888045,-0.0632829,0.0178548,22.1465,0.0210623,2.48544e-05,4.82153e-07,4.36471e-05,-2.59766e-09,-6.9345e-09,31,18.3497,0.9649,11,0,77,1,0.39355,0,-263.09,41.643,60605.5,-0.18060299999999999,-0.0502079,0.14,3.1,2.4827600000000003e-05,22.1477,-9,-9
388,SN:,67827,12,111,-9.0,3,0.8685799999999999,0.04,0.86666,0.04,0.86666,0.04004,0,300,0.0108504,-9,-9,-9,-9,60549.2,20.3407,19.0687,16.3612,60546.1,0.398,0.57644,0.31516,-0.0385365,0.032136,24.1643,0.0356941,3.8749e-06,1.27389e-07,0.00114891,-2.14827e-08,9.2691e-11,63,78.6878,0.0878262,11,0,119,1,0.86666,0,178.59,43.7188,60546.6,0.67935,-0.0499005,0.14,3.1,4.09644e-06,24.104,-9,-9
9490,SN:,158622,12,111,-9.0,3,0.9016299999999999,0.2524,0.9011299999999999,0.2524,0.9011299999999999,0.25240999999999997,0,300,0.017937400000000003,-9,-9,-9,-9,60508.3,12.9291,11.1045,10.0658,60505.8,0.602,-1.03263,0.4618,-0.046016800000000004,0.0444337,24.2306,0.0709048,3.6454199999999996e-06,2.3806699999999998e-07,-0.000129203,-7.55903e-08,2.05794e-09,44,60.0671,0.05380369999999999,11,0,100,1,0.9011299999999999,0,-90.4743,43.8216,60505.5,-0.199746,-0.06748960000000001,0.14,3.1,3.4984e-06,24.2753,-9,-9
9023,SN:,51121,12,111,-9.0,3,0.79075,0.0233,0.79159,0.0233,0.79159,0.02338,0,300,0.0236316,-9,-9,-9,-9,59947.3,15.6382,11.3916,8.55035,59933.6,0.039,-0.0410134,0.59328,-0.16680699999999998,0.0490102,23.8082,0.0866834,5.37948e-06,4.2948900000000004e-07,0.0102588,-2.22886e-07,-5.54107e-09,32,23.6406,0.85713,11,0,74,1,0.79159,0,368.199,43.4733,59935.2,-0.41123699999999996,-0.136764,0.14,3.1,5.71773e-06,23.7419,-9,-9
3105,SN:,294125,12,111,-9.0,3,0.9757600000000001,0.2107,0.97549,0.2107,0.97549,0.21070999999999998,0,300,0.00796668,-9,-9,-9,-9,60284.1,23.8244,22.45,19.3215,60289.3,0.594,0.52169,0.4243,-0.0927472,0.0305556,24.2997,0.0358321,3.42075e-06,1.12893e-07,0.00217195,-1.76217e-08,8.50073e-10,28,28.2893,0.4492,11,0,53,1,0.97549,0,-156.358,44.0339,60289.7,0.8378200000000001,-0.0916322,0.14,3.1,3.52346e-06,24.2676,-9,-9
4535,SN:,210147,12,111,-9.0,3,0.91806,0.0206,0.91445,0.0206,0.91445,0.02069,0,300,0.0102272,-9,-9,-9,-9,60603.1,17.2145,13.8948,12.598,60598.9,0.542,-1.36649,0.3318,-0.0974768,0.0357894,24.5812,0.040056699999999994,2.6394599999999996e-06,9.73794e-08,0.00182898,-1.21209e-08,6.2095e-10,36,25.1548,0.9121799999999999,11,0,13,1,0.91445,0,649.323,43.8644,60598.3,-1.18164,-0.018645500000000002,0.14,3.1,2.5773900000000002e-06,24.6071,-9,-9
4523,SN:,2860,12,111,-9.0,3,0.5885100000000001,0.2606,0.58801,0.2606,0.58801,0.2606,0,300,0.0156118,-9,-9,-9,-9,60124.3,23.3768,23.0655,20.0339,60123.5,1.765,-2.68383,0.40649,-0.0672398,0.0443731,23.3098,0.041624,8.5128e-06,3.2635599999999996e-07,-0.0022706,8.68174e-09,-7.442380000000001e-09,28,23.4666,0.70935,11,0,85,1,0.58801,0,-61.4326,42.6865,60120.2,-1.98242,-0.0508529,0.14,3.1,7.541189999999999e-06,23.4414,-9,-9
953,SN:,119827,12,111,-9.0,3,0.9133399999999999,0.2174,0.91081,0.2174,0.91081,0.21741,0,300,0.0184642,-9,-9,-9,-9,59800.3,11.3132,10.7174,9.528039999999999,59800.7,0.826,-0.64535,0.46798,-0.0576129,0.0410745,24.5782,0.052301099999999996,2.64688e-06,1.27503e-07,0.00406834,-2.85996e-08,8.64422e-10,64,47.4443,0.93973,11,0,32,1,0.91081,0,508.21,43.8525,59800.8,-0.38803499999999996,-0.037277199999999996,0.14,3.1,3.04428e-06,24.4263,-9,-9
7275,SN:,58383,12,111,-9.0,3,0.5956100000000001,0.017,0.5931,0.017,0.5931,0.01707,0,300,0.0171907,-9,-9,-9,-9,60532.3,35.5317,31.725,23.8294,60520.3,3.156,-1.64641,0.39016,-0.135985,0.0903175,23.1104,0.2217,1.02289e-05,2.0887e-06,0.00979729,-1.95662e-07,-1.75481e-07,16,8.34839,0.93781,11,0,31,1,0.5931,0,344.392,42.7119,60523.3,-1.17044,-0.0492296,0.14,3.1,8.14182e-06,23.3582,-9,-9
4776,SN:,166742,12,111,-9.0,3,0.84655,0.0366,0.84499,0.0366,0.84499,0.03664,0,300,0.0192377,-9,-9,-9,-9,59770.3,18.5641,12.2201,11.8521,59759.5,0.941,0.15248,0.66842,0.0341155,0.039177699999999996,24.2764,0.0448869,3.49485e-06,1.4448499999999999e-07,0.00788854,-5.4910800000000004e-08,-1.4505700000000001e-10,51,36.0429,0.94399,11,0,86,1,0.84499,0,231.892,43.6506,59758.4,0.83204,0.0581691,0.14,3.1,3.26747e-06,24.3495,-9,-9
4175,SN:,203214,12,111,-9.0,3,0.60921,0.001,0.6088100000000001,0.001,0.6088100000000001,0.0019,0,300,0.0185202,-9,-9,-9,-9,60490.3,29.7865,25.0862,21.0274,60472.7,1.981,-0.529875,0.7047800000000001,-0.159446,0.0920715,22.83,0.19135,1.3243699999999998e-05,2.3340700000000003e-06,0.049957800000000004,-1.26699e-06,-2.00682e-07,24,19.2117,0.74061,11,0,57,1,0.6088100000000001,0,-90.9141,42.778,60476.7,-0.452057,-0.07294260000000001,0.14,3.1,8.99393e-06,23.2501,-9,-9
7747,SN:,102686,12,111,-9.0,3,0.85544,0.0365,0.85424,0.0365,0.85424,0.03655,0,300,0.0210724,-9,-9,-9,-9,59752.4,16.1359,11.454,9.01865,59729.3,3.602,1.8051,1.26042,-0.13463,0.06564980000000001,23.905,0.22305,4.92017e-06,1.0107799999999998e-06,0.0299324,-8.08832e-07,-3.68621e-08,39,34.574,0.6719,11,0,93,1,0.85424,0,124.521,43.6793,59741.6,0.75258,-0.0492299,0.14,3.1,4.28017e-06,24.0563,-9,-9
3121,SN:,182483,12,111,-9.0,3,0.9967299999999999,0.2204,0.99646,0.2204,0.99646,0.22041,0,300,0.010537600000000001,-9,-9,-9,-9,59782.3,8.95425,7.8280199999999995,5.69551,59783.3,0.968,-0.896351,0.72095,0.10675,0.0563423,24.9509,0.083937,1.8777099999999999e-06,1.45163e-07,0.0069728,-6.73558e-08,1.7728199999999999e-09,64,47.2564,0.9421200000000001,11,0,11,1,0.99646,0,-355.29,44.091,59782.6,0.60969,0.15900999999999998,0.14,3.1,1.58696e-06,25.1336,-9,-9
9008,SN:,148312,12,111,-9.0,3,0.82319,0.0311,0.82221,0.0311,0.82221,0.03115,0,300,0.00643025,-9,-9,-9,-9,60249.1,28.2659,22.2499,16.2198,60258.3,0.119,-0.814573,0.30608,0.0386956,0.038123000000000004,24.0238,0.0490047,4.41028e-06,1.9905799999999998e-07,-0.000129579,-3.2092200000000005e-08,2.0955e-09,8,8.394110000000001,0.39595,11,0,130,1,0.82221,0,-100.89299999999999,43.5769,60258.9,-0.425199,0.0201451,0.14,3.1,3.3147900000000006e-06,24.3339,-9,-9
8496,SN:,200405,12,111,-9.0,3,0.8361,0.0424,0.83755,0.0424,0.83755,0.04244,0,300,0.015596299999999999,-9,-9,-9,-9,59621.2,20.1154,18.932,12.1615,59630.5,0.787,1.56654,0.8284100000000001,-0.0820294,0.0383983,23.9854,0.0790173,4.56943e-06,3.32552e-07,0.0125104,-2.47689e-07,-3.70608e-09,40,44.6213,0.28368000000000004,11,0,43,1,0.83755,0,206.201,43.6234,59630.8,0.75434,-0.0862291,0.14,3.1,5.0095300000000005e-06,23.8855,-9,-9
1248,SN:,4183,12,111,-9.0,3,0.92635,0.0209,0.92689,0.0209,0.92689,0.02099,0,300,0.00903317,-9,-9,-9,-9,59839.3,20.0997,18.2706,13.4227,59834.1,0.707,-0.329498,0.36678,-0.06403640000000001,0.033023699999999996,24.1231,0.04117,4.02511e-06,1.52628e-07,0.0009658210000000001,-2.3854799999999997e-08,8.41185e-10,56,45.7929,0.8330200000000001,11,0,27,1,0.92689,0,-394.98900000000003,43.8959,59833.1,0.0334712,-0.10399800000000001,0.14,3.1,3.7364099999999998e-06,24.2039,-9,-9
2021,SN:,120406,12,111,-9.0,3,0.5869300000000001,0.001,0.5868,0.001,0.5868,0.00188,0,300,0.00939609,-9,-9,-9,-9,59899.1,38.6942,24.4336,19.242,59901.4,0.198,0.10063,0.13894,0.0645939,0.030212299999999997,23.7056,0.0284418,5.91224e-06,1.5487600000000002e-07,0.00034791900000000003,-8.10832e-09,-3.25935e-09,48,43.3428,0.66383,11,0,121,1,0.5868,0,-136.49,42.6806,59901.6,-0.212177,0.07097719999999999,0.14,3.1,6.727869999999999e-06,23.5653,-9,-9
1066,SN:,45426,12,111,-9.0,3,0.68479,0.001,0.68303,0.001,0.68303,0.00196,0,300,0.012535,-9,-9,-9,-9,60300.1,29.1081,24.4359,17.8151,60308.5,0.034,-0.74832,0.26558000000000004,0.0133691,0.0375139,23.6976,0.040498900000000004,5.95587e-06,2.2215900000000002e-07,0.000698177,-3.89766e-08,-2.0025e-09,12,15.0395,0.23928000000000002,11,0,123,1,0.68303,0,318.23400000000004,43.084,60308.3,-0.543952,0.0125414,0.14,3.1,5.25268e-06,23.8341,-9,-9
4914,SN:,130978,12,111,-9.0,3,0.9470200000000001,0.1812,0.94706,0.1812,0.94706,0.18120999999999998,0,300,0.017937400000000003,-9,-9,-9,-9,59887.1,12.0993,10.2553,6.96435,59891.5,0.027,-2.3854900000000003,0.34808,-0.0211673,0.049529199999999995,24.5395,0.0624053,2.7428700000000005e-06,1.57653e-07,0.0005168109999999999,-1.1192200000000001e-08,3.15879e-09,20,24.0368,0.24079,11,0,100,1,0.94706,0,-260.525,43.9542,59899.2,1.04785,-0.029238999999999998,0.14,3.1,3.26022e-06,24.3519,-9,-9
7497,SN:,244715,12,111,-9.0,3,0.69952,0.001,0.6978,0.001,0.6978,0.00197,0,300,0.014437,-9,-9,-9,-9,60184.3,56.2882,45.8576,24.827,60190.0,0.226,1.29704,0.16907,-0.124301,0.027426,23.2899,0.024143,8.67066e-06,1.92805e-07,-0.00010242,-1.13026e-08,-2.59739e-09,48,38.0159,0.84857,11,0,22,1,0.6978,0,156.376,43.1407,60190.0,1.2998399999999999,-0.10407899999999999,0.14,3.1,8.82172e-06,23.2711,-9,-9
5534,SN:,30636,12,111,-9.0,3,0.8549899999999999,0.0247,0.8558600000000001,0.0247,0.8558600000000001,0.02477,0,300,0.03345580000000001,-9,-9,-9,-9,60045.1,28.4016,25.7215,17.9941,60036.6,0.403,-1.29911,0.25936,-0.137949,0.0323558,23.9875,0.0343819,4.56035e-06,1.44412e-07,0.000834529,-1.52115e-08,4.32934e-10,24,22.1452,0.5706,11,0,73,1,0.8558600000000001,0,379.87699999999995,43.682,60036.9,-0.80602,-0.121878,0.14,3.1,4.297340000000001e-06,24.052,-9,-9
7245,SN:,214868,12,111,-9.0,3,0.75362,0.0518,0.7544,0.0518,0.7544,0.051829999999999994,0,300,0.00542372,-9,-9,-9,-9,60535.2,39.1116,35.2918,18.7063,60533.9,0.34,-0.666978,0.23733,-0.06557180000000001,0.029930500000000002,23.8455,0.026123200000000003,5.19766e-06,1.25058e-07,-0.000220192,-8.308559999999999e-09,-7.71195e-10,59,70.6351,0.14269,11,0,101,1,0.7544,0,-618.033,43.3451,60533.6,-0.564408,-0.0663678,0.14,3.1,5.1602499999999994e-06,23.8533,-9,-9
9811,SN:,323838,12,111,-9.0,3,0.74332,0.001,0.74242,0.001,0.74242,0.00201,0,300,0.0185202,-9,-9,-9,-9,60168.1,34.3164,32.6485,17.9378,60173.6,0.266,-0.193342,0.20154,-0.025371900000000003,0.029705000000000002,23.6579,0.027810700000000004,6.17774e-06,1.5824e-07,-5.57417e-05,-1.46528e-08,-1.2294000000000001e-09,60,49.2338,0.8381200000000001,11,0,57,1,0.74242,0,45.7097,43.3045,60173.5,-0.346287,-0.024171500000000002,0.14,3.1,4.88408e-06,23.913,-9,-9
9734,SN:,249229,12,111,-9.0,3,0.58977,0.4382,0.58846,0.4382,0.58846,0.4382,0,300,0.00663395,-9,-9,-9,-9,60221.1,28.9146,27.133,19.3498,60217.3,0.339,-1.7395200000000002,0.26314,0.10132999999999999,0.0358343,23.922,0.033491,4.84393e-06,1.4941700000000002e-07,0.00172908,-1.68471e-08,-3.64946e-09,36,29.86,0.75476,11,0,38,1,0.58846,0,44.1082,42.6896,60218.0,-1.7317099999999999,0.08471419999999999,0.14,3.1,5.2739099999999995e-06,23.8297,-9,-9
4967,SN:,327506,12,111,-9.0,3,0.69176,0.0667,0.69212,0.0667,0.69212,0.06672,0,300,0.00939609,-9,-9,-9,-9,60287.1,39.354,36.6518,21.1896,60287.5,0.077,-0.424983,0.2458,0.043341000000000005,0.029453899999999998,23.803,0.0250579,5.4051e-06,1.24745e-07,0.0005222930000000001,-1.0135299999999997e-08,-1.87485e-09,28,20.6252,0.84062,11,0,121,1,0.69212,0,-291.39799999999997,43.1164,60287.8,0.0439972,0.0565335,0.14,3.1,4.850830000000001e-06,23.9205,-9,-9
6968,SN:,7990,12,111,-9.0,3,0.86061,0.0368,0.85805,0.0368,0.85805,0.03685,0,300,0.0104836,-9,-9,-9,-9,60491.4,19.9414,19.3835,15.527,60500.6,0.197,1.00266,0.397,-0.08076860000000001,0.03391980000000001,23.8731,0.0447157,5.0669099999999996e-06,2.0867899999999999e-07,0.00178956,-5.37221e-08,3.0014e-10,43,51.9902,0.16357,11,0,114,1,0.85805,0,365.105,43.6928,60501.3,0.8854200000000001,-0.08942699999999999,0.14,3.1,4.82331e-06,23.9266,-9,-9
8417,SN:,232202,12,111,-9.0,3,0.72488,0.0326,0.72591,0.0326,0.72591,0.03265,0,300,0.020624299999999998,-9,-9,-9,-9,59767.3,48.443,46.1961,25.2384,59763.8,0.242,0.69412,0.21331999999999998,-0.121778,0.028321699999999998,23.3305,0.0253679,8.352080000000001e-06,1.95144e-07,0.000142304,-1.75665e-08,-2.09083e-09,47,30.7534,0.9678,11,0,39,1,0.72591,0,-531.918,43.2422,59764.0,0.75937,-0.0691691,0.14,3.1,6.78283e-06,23.5565,-9,-9
9833,SN:,46407,12,111,-9.0,3,0.53768,0.001,0.53688,0.001,0.53688,0.00183,0,300,0.018712599999999996,-9,-9,-9,-9,60124.3,19.6849,17.831,12.2898,60100.6,1.554,-0.307863,0.42255,-0.013612,0.05983959999999999,22.6917,0.10976,1.50421e-05,1.5206799999999998e-06,0.00638766,-3.37705e-07,-6.81065e-08,21,25.7665,0.21549000000000001,11,0,20,1,0.53688,0,61.0252,42.4481,60099.2,0.27269,-0.034695300000000005,0.14,3.1,1.19959e-05,22.9374,-9,-9
10176,SN:,137990,12,111,-9.0,3,0.93095,0.0575,0.92935,0.0575,0.92935,0.05753,0,300,0.00904526,-9,-9,-9,-9,59869.0,33.8754,30.8744,20.7333,59873.1,0.397,1.0494700000000001,0.25081,-0.110518,0.0282459,24.0847,0.0300387,4.16967e-06,1.15361e-07,0.000570765,-1.0892e-08,4.0419e-10,32,28.2494,0.6569699999999999,11,0,129,1,0.92935,0,55.5489,43.9055,59872.9,1.2013,-0.0576851,0.14,3.1,3.7724300000000005e-06,24.1934,-9,-9
