VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_SHAPE,SIM_AV,SIMNULL1,SIM_RV,SIM_x0,SIM_mB,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIMSED_IBC_INDEX,SIMSED_F_nickel,SIMSED_stretch,SIMSED_color,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_Cart_INDEX,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature
SN:,56076,12,114,-9.0,3,0.47555,0.001,0.47526999999999997,0.001,0.47526999999999997,0.00178,0,300,0.0185352,-9,-9,-9,-9,60490.3,7.59135,7.469869999999999,4.42783,60432.6,6.14,0.99441,0.0744357,0.04794930000000001,0.051276699999999995,22.793,0.16851,1.37026e-05,2.12673e-06,0.0017091,-5.006510000000001e-09,-7.989539999999999e-10,11,15.8204,0.1996,14,979,17,2,0.47526999999999997,0,-99.1321,42.1297,60379.6,-9.0,0.08997469999999999,-9.0,3.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,979.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,123111,12,102,-9.0,3,0.31221,0.001,0.30985999999999997,0.001,0.30985999999999997,0.00165,0,300,0.021744,-9,-9,-9,-9,60281.1,6.63785,5.73533,5.15469,60272.0,3.169,2.05596,2.18051,-0.203835,0.0897887,25.4304,0.18469000000000002,1.20742e-06,2.0538799999999999e-07,0.11721,-3.3074599999999996e-07,-1.1233500000000001e-08,16,23.0688,0.11191,2,208,61,3,0.30985999999999997,0,387.165,41.0405,60272.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,82376,12,112,-9.0,3,0.65657,0.3589,0.65686,0.3589,0.65686,0.3589,0,300,0.015596299999999999,-9,-9,-9,-9,59660.0,18.2367,5.62943,5.52155,59667.3,0.849,-0.591305,0.57121,-0.24736599999999997,0.054384800000000004,24.843,0.065236,2.07403e-06,1.24617e-07,0.00346457,-3.64341e-08,1.63882e-09,32,42.3086,0.10511,12,97,43,3,0.65686,0,490.876,42.9778,59655.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.16992000000000002,0.045300400000000005,0.0155065,146.542,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,318101,12,102,-9.0,3,0.50932,0.0873,0.51022,0.0873,0.51022,0.08731,0,300,0.0180075,-9,-9,-9,-9,59679.0,13.5949,10.9003,7.66011,59680.6,0.549,-2.31854,0.39858000000000005,-0.193969,0.042411000000000004,24.3548,0.0509961,3.25144e-06,1.52717e-07,0.00482685,-3.3402099999999996e-08,-2.15894e-09,31,47.0799,0.0321741,2,215,55,3,0.51022,0,254.206,42.3126,59672.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,281715,12,112,-9.0,3,0.5786,0.1628,0.58107,0.1628,0.58107,0.1628,0,300,0.026657,-9,-9,-9,-9,59588.2,13.2336,7.040089999999999,5.211790000000001,59588.2,0.682,1.34744,1.53958,-0.0469267,0.0768589,24.9499,0.0678931,1.8794900000000001e-06,1.17528e-07,0.0314685,-8.60163e-08,-2.75538e-09,20,36.532,0.013308100000000002,12,28,107,4,0.58107,0,-193.58,42.6512,59575.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0978215,0.039582400000000004,0.0460897,98.8807,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,129557,12,112,-9.0,3,0.42498,0.9135,0.42496999999999996,0.9135,0.42496999999999996,0.9135,0,300,0.00846776,-9,-9,-9,-9,60195.3,8.12143,7.9792,6.5211,60159.6,0.132,2.24151,1.81181,-0.162142,0.0751798,23.5811,0.25283,6.6304399999999995e-06,1.5439700000000002e-06,0.0780841,-2.77811e-06,-7.98019e-08,26,32.2108,0.18624000000000002,12,34,35,1,0.42496999999999996,0,-169.998,41.84,60163.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.08031239999999999,0.0460375,0.024458,90.6757,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,288505,12,112,-9.0,3,0.6045,0.001,0.60624,0.001,0.60624,0.00189,0,300,0.0192221,-9,-9,-9,-9,60400.0,10.3777,5.57996,4.670719999999999,60408.0,0.322,0.16625,0.7379899999999999,-0.24072800000000003,0.07044,25.0751,0.0749756,1.67475e-06,1.1564999999999999e-07,0.0166927,-5.36454e-08,-3.60435e-10,24,36.0318,0.0544982,12,91,127,1,0.60624,0,44.3862,42.7639,60399.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.10268,0.0305582,0.03414419999999999,93.5744,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,189769,12,112,-9.0,3,0.9242100000000001,0.1912,0.9233,0.1912,0.9233,0.19121,0,300,0.0214592,-9,-9,-9,-9,59750.4,5.83853,5.0636,3.2250799999999997,59757.7,0.2,0.44253000000000003,2.23454,-0.276956,0.07078229999999999,26.0577,0.19280999999999998,6.77522e-07,1.2032e-07,0.0444691,-1.67936e-07,3.32922e-09,47,57.5281,0.13971,12,110,58,1,0.9233,0,31.2489,43.8872,59743.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.1223,0.050346800000000004,0.061640999999999994,124.71600000000001,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,268986,12,114,-9.0,3,0.73811,0.036,0.7361,0.036,0.7361,0.036039999999999996,0,300,0.0156118,-9,-9,-9,-9,59842.0,13.9618,9.95481,6.63515,59843.8,0.198,-2.6289700000000003,0.5163300000000001,-0.259706,0.04671380000000001,25.0467,0.0598187,1.7191900000000001e-06,9.47189e-08,-0.00113281,-2.0764e-08,1.54554e-09,40,49.2164,0.15062,14,433,85,1,0.7361,0,367.155,43.2831,59840.6,-9.0,0.0796074,-9.0,3.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,433.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,342384,12,112,-9.0,3,0.48218999999999995,0.001,0.48116000000000003,0.001,0.48116000000000003,0.00179,0,300,0.0184642,-9,-9,-9,-9,60532.4,6.30556,5.88013,4.98304,60519.0,0.991,-1.74842,1.0939299999999998,-0.26661799999999997,0.0791321,24.9663,0.16254000000000002,1.8513299999999997e-06,2.77158e-07,0.00478407,-2.45041e-07,-2.7082099999999997e-09,46,60.2348,0.07754950000000001,12,0,32,4,0.48116000000000003,0,113.944,42.1628,60509.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0718177,0.00914178,0.00866434,54.1432,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,127803,12,102,-9.0,3,0.90589,0.1011,0.9039200000000001,0.1011,0.9039200000000001,0.10112,0,300,0.0102272,-9,-9,-9,-9,60603.1,6.44072,5.56471,4.70034,60607.8,2.135,-0.609196,1.7646,-0.06452580000000001,0.07128739999999999,26.0656,0.12212,6.726130000000001e-07,7.56547e-08,0.039682800000000004,-6.755330000000001e-08,1.80647e-09,28,30.0352,0.36154000000000003,2,201,13,1,0.9039200000000001,0,158.079,43.8315,60607.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,207953,12,114,-9.0,3,0.88636,0.0496,0.88628,0.0496,0.88628,0.04963,0,300,0.0125155,-9,-9,-9,-9,60624.1,13.8641,10.6093,9.76839,60627.1,1.53,0.48572,0.83096,-0.172518,0.0431337,24.9726,0.06942419999999999,1.8405799999999999e-06,1.17691e-07,0.00980634,-1.6087499999999998e-08,2.27791e-09,16,16.2639,0.4347,14,986,41,2,0.88628,0,-389.85,43.7766,60650.5,-9.0,0.0615621,-9.0,3.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,986.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,332141,12,112,-9.0,3,0.61059,0.0429,0.61051,0.0429,0.61051,0.04293,0,300,0.00655708,-9,-9,-9,-9,60640.1,15.5612,9.4369,4.6662300000000005,60651.2,0.667,-1.76017,0.48857,-0.289393,0.060638199999999996,25.2088,0.060465599999999994,1.48075e-06,8.246449999999999e-08,0.00612456,-2.1586099999999998e-08,1.42516e-10,32,49.7783,0.023413999999999997,12,3,56,4,0.61051,0,-156.754,42.7849,60642.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0953108,0.0090711,0.0397235,72.2281,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,270264,12,102,-9.0,3,0.90725,0.0972,0.90609,0.0972,0.90609,0.09722,0,300,0.0200875,-9,-9,-9,-9,60240.0,14.362,11.5373,5.61064,60246.8,0.043,-1.1411200000000001,0.40944,-0.29127800000000004,0.043829,25.1191,0.080162,1.60835e-06,1.18748e-07,0.00260681,-1.17856e-08,2.89285e-09,20,16.3245,0.6963,2,201,50,1,0.90609,0,125.809,43.837,60242.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
