VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID
SN:,321132,12,111,-9.0,3,0.82705,0.0236,0.8272,0.0236,0.8272,0.02367,0,300,0.019191099999999996,-9,-9,-9,-9,60209.2,19.8628,15.6013,13.7524,60192.6,0.586,-0.255506,0.44698000000000004,0.014630100000000002,0.0370764,24.1459,0.0434473,3.94111e-06,1.57709e-07,0.00358363,-3.8899599999999996e-08,5.38544e-11,38,39.9643,0.38293,11,0,28,1,0.8272,0,-505.664,43.5917,60192.5,0.11547,0.021206,0.14,3.1,3.49528e-06,24.2763,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,250146,12,111,-9.0,3,0.52263,0.4831,0.5217,0.4831,0.5217,0.48311000000000004,0,300,0.0205358,-9,-9,-9,-9,60574.1,41.542,15.438,-99.0,60574.6,0.476,0.41391999999999995,0.34639000000000003,-0.06437290000000001,0.13952,22.589,0.16605,1.65351e-05,2.5288099999999997e-06,0.0141518,-3.06066e-07,-3.6499000000000004e-07,18,12.6657,0.81104,11,0,92,1,0.5217,0,87.1918,42.3734,60574.9,0.8966700000000001,-0.07872760000000001,0.14,3.1,1.5794e-05,22.6388,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,166742,12,111,-9.0,3,0.84655,0.0366,0.84499,0.0366,0.84499,0.03664,0,300,0.0192377,-9,-9,-9,-9,59770.3,18.5641,12.2201,11.8521,59759.5,0.941,0.15248,0.66842,0.0341155,0.039177699999999996,24.2764,0.0448869,3.49485e-06,1.4448499999999999e-07,0.00788854,-5.4910800000000004e-08,-1.4505700000000001e-10,51,36.0429,0.94399,11,0,86,1,0.84499,0,231.892,43.6506,59758.4,0.83204,0.0581691,0.14,3.1,3.26747e-06,24.3495,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,35209,12,111,-9.0,3,1.0695700000000001,0.0238,1.0706200000000001,0.0238,1.0706200000000001,0.02389,0,300,0.0073296,-9,-9,-9,-9,59902.1,10.7387,10.4137,4.38784,59905.4,0.635,0.49705,0.42433999999999994,-0.027854000000000004,0.060672699999999996,24.7975,0.06293240000000001,2.1626300000000002e-06,1.25352e-07,0.00348603,-2.95322e-08,2.9892399999999995e-09,35,32.7355,0.57789,11,0,76,1,1.0706200000000001,0,-559.8009999999999,44.2824,59905.3,0.60416,0.016104399999999998,0.14,3.1,1.99945e-06,24.8827,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,104931,12,111,-9.0,3,0.50079,0.0202,0.50297,0.0202,0.50297,0.02025,0,300,0.0157789,-9,-9,-9,-9,60330.2,10.5581,10.2934,7.787960000000001,60298.8,0.048,-0.349733,0.52288,0.15336,0.08061510000000001,23.2516,0.1357,8.981560000000001e-06,1.12259e-06,0.018035299999999997,-4.87897e-07,-7.207669999999999e-08,26,21.7816,0.7005899999999999,11,0,106,1,0.50297,0,-130.215,42.2735,60292.6,0.93816,0.075348,0.14,3.1,1.12128e-05,23.0107,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,130577,12,111,-9.0,3,1.1009799999999998,0.0132,1.10249,0.0132,1.10249,0.013369999999999998,0,300,0.00819286,-9,-9,-9,-9,60241.2,18.7469,18.742,7.4672600000000005,60249.0,0.509,0.5989800000000001,0.31354,0.0140685,0.051630499999999996,24.2203,0.0561936,3.68043e-06,1.90485e-07,0.000520565,-3.2199499999999997e-08,4.34845e-09,32,20.9898,0.93189,11,0,71,1,1.10249,0,-686.564,44.3607,60248.7,0.9517899999999999,-0.12484400000000001,0.14,3.1,2.90943e-06,24.4755,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,230170,12,111,-9.0,3,0.74544,0.0444,0.7449,0.0444,0.7449,0.04444,0,300,0.00643025,-9,-9,-9,-9,60164.2,32.1514,23.8967,16.4828,60158.6,0.622,-0.142675,0.43773,-0.033114099999999994,0.0330994,24.0207,0.0311936,4.42304e-06,1.27075e-07,0.000831528,-2.6322099999999998e-08,-7.727109999999999e-10,46,49.5463,0.33368000000000003,11,0,130,1,0.7449,0,-218.995,43.3129,60159.2,-0.676675,0.0113099,0.14,3.1,4.19673e-06,24.0777,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,37212,12,111,-9.0,3,0.6409699999999999,0.0107,0.64064,0.0107,0.64064,0.01082,0,300,0.022798099999999998,-9,-9,-9,-9,59873.1,27.644,22.9598,17.1266,59874.2,0.422,-1.97153,0.3605,0.10851,0.0367992,24.1446,0.0315308,3.94603e-06,1.14596e-07,0.0008752219999999999,-1.31775e-08,-2.0014e-09,28,21.8871,0.7864899999999999,11,0,112,1,0.64064,0,-99.5735,42.9125,59874.9,-1.79784,0.12268,0.14,3.1,3.82134e-06,24.1795,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,136806,12,111,-9.0,3,0.47085,0.0402,0.46948999999999996,0.0402,0.46948999999999996,0.04023,0,300,0.00916309,-9,-9,-9,-9,59867.2,129.982,92.1731,67.215,59866.2,0.08,0.14110999999999999,0.06657,-0.113822,0.0182362,22.3466,0.020863099999999996,2.06715e-05,3.97216e-07,4.88792e-05,-3.92218e-09,-5.76677e-09,71,54.6963,0.924,11,0,63,1,0.46948999999999996,0,240.611,42.0995,59866.2,0.0805851,-0.141826,0.14,3.1,2.1906e-05,22.2836,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,277892,12,111,-9.0,3,0.5894199999999999,0.001,0.58762,0.001,0.58762,0.00188,0,300,0.010212299999999999,-9,-9,-9,-9,60606.1,103.93299999999999,60.1299,41.7542,60604.2,0.165,0.28824,0.14687,-0.12947999999999998,0.0258678,23.0379,0.0241245,1.09357e-05,2.4298600000000003e-07,0.000334955,-7.71021e-09,-4.79187e-09,24,31.3646,0.14355,11,0,105,1,0.58762,0,186.56900000000002,42.6865,60604.1,0.22264,-0.08184780000000001,0.14,3.1,1.09481e-05,23.0367,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,22519,12,111,-9.0,3,0.8569,0.0473,0.85664,0.0473,0.85664,0.047330000000000004,0,300,0.0183372,-9,-9,-9,-9,59752.4,6.53631,6.11686,3.05175,59744.2,0.192,2.39715,1.6591200000000002,0.27492,0.11749000000000001,25.2788,0.13873,1.3882299999999999e-06,1.7737700000000001e-07,0.020142700000000003,-2.0987400000000002e-07,-2.41705e-10,39,33.4473,0.7206600000000001,11,0,132,1,0.85664,0,-142.756,43.6857,59716.8,0.69323,-0.016328299999999997,0.14,3.1,3.8439e-06,24.1731,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,336413,12,111,-9.0,3,1.20231,0.0375,1.19999,0.0375,1.19999,0.03756,0,300,0.00856182,-9,-9,-9,-9,59866.0,10.0489,8.425989999999999,3.8860300000000003,59873.0,0.003,-0.714575,0.0314382,-0.046988800000000004,0.1175,25.0698,0.12744,1.68293e-06,1.97541e-07,0.00781788,7.41787e-09,5.3057900000000006e-09,26,19.1396,0.8304799999999999,11,0,10,1,1.19999,0,232.018,44.5923,59873.8,0.4672,-0.029256400000000002,0.14,3.1,1.68082e-06,25.0712,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,191541,12,111,-9.0,3,0.67595,0.0128,0.67561,0.0128,0.67561,0.01291,0,300,0.0199624,-9,-9,-9,-9,60237.2,60.8683,42.7184,24.9773,60236.3,0.222,-0.240101,0.22075999999999998,-0.127746,0.028061700000000002,23.1995,0.025036199999999998,9.422819999999999e-06,2.17282e-07,0.000581102,-1.7687700000000003e-08,-3.29277e-09,20,16.193,0.70458,11,0,54,1,0.67561,0,-97.7499,43.0532,60236.2,-0.202879,-0.121576,0.14,3.1,8.28144e-06,23.3397,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,8388,12,111,-9.0,3,0.9619,0.0893,0.95825,0.0893,0.95825,0.08932000000000001,0,300,0.019191099999999996,-9,-9,-9,-9,59896.2,9.46367,7.0149,5.31384,59901.7,0.912,0.6340899999999999,0.6429699999999999,0.1088,0.0506557,25.0585,0.0744812,1.7006299999999998e-06,1.1666299999999999e-07,0.00331133,-4.70779e-08,1.5289900000000001e-09,40,45.5677,0.25156999999999996,11,0,28,1,0.95825,0,597.947,43.9898,59901.6,0.19325,0.11697,0.14,3.1,1.86141e-06,24.9604,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,206006,12,111,-9.0,3,0.90404,0.0372,0.9020100000000001,0.0372,0.9020100000000001,0.03725,0,300,0.0170245,-9,-9,-9,-9,59752.4,18.7631,14.2686,13.3225,59750.5,0.081,2.52166,0.5896899999999999,-0.0233252,0.0377775,24.2737,0.049888999999999996,3.50369e-06,1.60993e-07,0.000127806,-4.1822599999999995e-08,1.40598e-09,43,34.137,0.8308,11,0,69,1,0.9020100000000001,0,353.81,43.8259,59755.7,0.15943,-0.035311699999999994,0.14,3.1,3.32918e-06,24.3292,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,60868,12,111,-9.0,3,0.92176,0.0155,0.92211,0.0155,0.92211,0.015619999999999998,0,300,0.0210724,-9,-9,-9,-9,60124.3,7.635510000000001,5.89426,3.69047,60123.4,5.152,-1.6463299999999998,1.20513,-0.0111743,0.10634,24.7386,0.12696,2.28327e-06,2.6700099999999997e-07,0.00886008,2.20425e-08,1.95526e-09,36,31.852,0.6662399999999999,11,0,93,1,0.92211,0,-345.841,43.8823,60112.5,-0.0432105,-0.0322459,0.14,3.1,3.0524299999999998e-06,24.4234,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,27386,12,111,-9.0,3,1.21876,0.145,1.21746,0.145,1.21746,0.14502,0,300,0.00807619,-9,-9,-9,-9,60249.1,9.89435,7.363810000000001,2.3677599999999996,60257.4,0.104,0.73058,1.05611,-0.174924,0.08845089999999999,25.3647,0.1742,1.28273e-06,2.05809e-07,0.0116988,-7.74222e-08,1.33226e-08,11,7.989310000000001,0.71426,11,0,113,1,1.21746,0,-82.4282,44.6301,60254.5,0.52664,-0.013338299999999997,0.14,3.1,1.56309e-06,25.15,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,144274,12,111,-9.0,3,0.75871,0.0245,0.75754,0.0245,0.75754,0.02456,0,300,0.0210724,-9,-9,-9,-9,60593.1,29.7388,24.0517,17.211,60589.1,0.292,0.9815799999999999,0.26648,-0.06178580000000001,0.030802,23.8776,0.0306978,5.0460699999999994e-06,1.42671e-07,0.00108358,-2.18851e-08,-1.15613e-09,40,31.89,0.81607,11,0,93,1,0.75754,0,128.634,43.3585,60588.7,0.60733,-0.06327100000000001,0.14,3.1,5.87569e-06,23.7124,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,334755,12,111,-9.0,3,1.10345,0.0412,1.10087,0.0412,1.10087,0.041260000000000005,0,300,0.021935,-9,-9,-9,-9,60640.1,8.40329,5.94258,4.41498,60649.5,2.322,-0.151845,1.39635,0.093329,0.1035,25.0652,0.10244,1.6900799999999998e-06,1.59458e-07,0.0638372,-9.65963e-09,8.96372e-09,14,22.3259,0.072161,11,0,99,1,1.10087,0,246.757,44.361,60647.2,-0.23365,0.05890309999999999,0.14,3.1,1.4772999999999998e-06,25.2113,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,319760,12,111,-9.0,3,1.26491,0.1732,1.26145,0.1732,1.26145,0.17321,0,300,0.00907156,-9,-9,-9,-9,60665.1,7.31623,6.0128,4.04386,60667.3,2.163,-1.5842399999999999,1.3026200000000001,-0.019127900000000003,0.0920303,25.5373,0.15753,1.09416e-06,1.58753e-07,0.026243,-4.2044300000000005e-08,1.07284e-08,17,20.3493,0.25675,11,0,72,1,1.26145,0,792.727,44.7275,60668.5,-1.28166,0.0354914,0.14,3.1,9.84482e-07,25.652,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,178924,12,111,-9.0,3,0.90141,0.1961,0.90245,0.1961,0.90245,0.19610999999999998,0,300,0.016615099999999997,-9,-9,-9,-9,60341.2,15.6471,11.9504,8.024569999999999,60341.9,0.824,1.03093,0.52004,0.00500251,0.0377723,24.4463,0.046209,2.98874e-06,1.27201e-07,0.003056,-3.74073e-08,4.27174e-10,52,47.3044,0.65878,11,0,45,1,0.90245,0,353.077,43.8237,60341.9,0.6118600000000001,0.013058100000000001,0.14,3.1,3.0801699999999998e-06,24.4136,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,68538,12,111,-9.0,3,1.1123399999999999,0.0298,1.11196,0.0298,1.11196,0.02988,0,300,0.0110993,-9,-9,-9,-9,60574.2,7.767760000000001,7.34766,5.16744,60560.6,0.954,-0.8867229999999999,0.58487,0.00321178,0.0872284,24.9542,0.10580999999999999,1.8721e-06,1.82445e-07,0.00549514,-5.41322e-08,8.43476e-09,44,49.6393,0.25861,11,0,65,1,1.11196,0,-357.319,44.3857,60561.6,-0.718904,-0.039527,0.14,3.1,1.7967500000000002e-06,24.9988,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,121216,12,111,-9.0,3,0.97975,0.0142,0.9779100000000001,0.0142,0.9779100000000001,0.01434,0,300,0.019931099999999997,-9,-9,-9,-9,60237.2,13.8229,9.125960000000001,8.77177,60242.7,1.664,1.41727,1.04039,-0.022489,0.04261330000000001,24.7187,0.0638273,2.32549e-06,1.3670899999999998e-07,0.0187065,-7.31905e-08,1.0067299999999999e-09,20,17.5265,0.61857,11,0,131,1,0.9779100000000001,0,298.058,44.0423,60243.6,1.16196,-0.0131326,0.14,3.1,2.91362e-06,24.4739,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,153723,12,111,-9.0,3,1.19678,0.0694,1.19566,0.0694,1.19566,0.06944,0,300,0.016872,-9,-9,-9,-9,59752.4,8.40322,7.076510000000001,2.79996,59744.2,0.463,0.30817,1.00934,-0.0648053,0.0924528,24.7562,0.15800999999999998,2.2466599999999998e-06,3.26965e-07,0.00579411,-1.91176e-07,1.8029099999999998e-08,37,17.1509,0.99782,11,0,108,1,1.19566,0,40.599,44.5814,59747.3,0.8807200000000001,-0.057009699999999996,0.14,3.1,1.93843e-06,24.9164,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,158674,12,111,-9.0,3,1.08992,0.0934,1.08911,0.0934,1.08911,0.09343,0,300,0.0167254,-9,-9,-9,-9,59930.1,8.11895,7.336860000000001,3.2423599999999997,59942.9,1.263,-1.50699,0.42123999999999995,0.0178171,0.13124,24.9753,0.11382,1.83607e-06,1.9247599999999998e-07,-0.039013,-2.3329299999999996e-08,1.69215e-08,11,8.11708,0.7027800000000001,11,0,6,1,1.08911,0,-285.681,44.3303,59950.2,0.88995,-0.0707271,0.14,3.1,2.54335e-06,24.6215,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,154108,12,111,-9.0,3,0.48898,0.001,0.48808,0.001,0.48808,0.00179,0,300,0.0170245,-9,-9,-9,-9,59782.2,85.682,53.6894,39.7843,59778.6,0.138,1.1659,0.11569000000000002,0.023872099999999997,0.020650400000000003,22.5772,0.0233412,1.67153e-05,3.5934699999999997e-07,0.000233844,-1.3175299999999999e-08,-5.62808e-09,56,37.1336,0.97556,11,0,69,1,0.48808,0,69.1126,42.1997,59778.5,1.10804,0.025107400000000002,0.14,3.1,1.4159100000000001e-05,22.7574,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,17414,12,111,-9.0,3,1.13913,0.0376,1.13863,0.0376,1.13863,0.03766,0,300,0.0171907,-9,-9,-9,-9,60287.1,8.42645,5.92583,3.62016,60298.8,3.73,0.88154,1.78387,0.0887991,0.11947999999999999,25.0404,0.19549,1.7290999999999999e-06,3.11322e-07,0.12872999999999998,2.0672599999999997e-08,1.24449e-08,11,9.07542,0.61493,11,0,31,1,1.13863,0,-395.774,44.4495,60285.3,-1.06011,0.0291717,0.14,3.1,1.33251e-06,25.3233,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,313552,12,111,-9.0,3,0.9397399999999999,0.0486,0.93815,0.0486,0.93815,0.048639999999999996,0,300,0.0179976,-9,-9,-9,-9,59854.1,10.5085,9.672410000000001,6.35113,59854.6,0.732,0.63883,0.57085,0.0468481,0.0416588,24.8014,0.0567509,2.15488e-06,1.12634e-07,0.00472449,-4.13463e-08,5.93365e-10,40,44.9102,0.27363000000000004,11,0,40,1,0.93815,0,224.817,43.9307,59854.6,-0.09687310000000002,0.037163999999999996,0.14,3.1,2.37797e-06,24.6945,-9,-9,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
