,VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV
654,SN:,63191,12,111,-9.0,3,1.07625,0.1255,1.07536,0.1255,1.07536,0.12552,0,300,0.0170245,-9,-9,-9,-9,59854.1,7.65343,7.6002600000000005,3.78933,59853.3,0.951,-1.02373,0.78282,-0.0202769,0.081924,25.0898,0.0852215,1.65231e-06,1.29693e-07,0.0189318,-4.9190500000000006e-08,4.1046e-09,29,21.4443,0.84246,11,0,69,1,1.07536,0,-7.84232,44.2963,59852.6,0.21227,0.0644347,0.14,3.1,1.63483e-06,25.1013,-9,-9
758,SN:,109412,12,111,-9.0,3,0.70395,0.005,0.7066600000000001,0.005,0.7066600000000001,0.00529,0,300,0.020803400000000003,-9,-9,-9,-9,60031.0,33.3795,33.1748,18.033,60033.6,0.321,-1.5931600000000001,0.23693000000000003,-0.0671341,0.0333038,23.8133,0.029573500000000003,5.35396e-06,1.45832e-07,0.0005833980000000001,-1.35209e-08,-1.49041e-09,24,22.0247,0.5777899999999999,11,0,16,1,0.7066600000000001,0,-215.30700000000002,43.1686,60033.6,-1.70734,-0.0860168,0.14,3.1,5.54135e-06,23.776,-9,-9
875,SN:,98407,12,111,-9.0,3,0.4473,0.001,0.44948999999999995,0.001,0.44948999999999995,0.00176,0,300,0.0174666,-9,-9,-9,-9,60370.2,57.3299,38.9654,29.5777,60367.3,0.123,-1.86159,0.13794,-0.038857300000000004,0.0212871,22.6459,0.024285400000000002,1.5690399999999998e-05,3.50957e-07,0.000319912,-1.5439100000000002e-08,-5.4599e-09,51,31.0433,0.9876799999999999,11,0,0,1,0.44948999999999995,0,-152.131,41.9815,60367.4,-1.8155299999999999,-0.0227914,0.14,3.1,1.36145e-05,22.8,-9,-9
177,SN:,266961,12,111,-9.0,3,1.27834,0.2466,1.2787,0.2466,1.2787,0.24661,0,300,0.015596299999999999,-9,-9,-9,-9,59679.0,6.93315,5.31976,4.98645,59670.8,1.89,1.7332299999999998,1.16909,-0.037469,0.07552819999999999,25.0405,0.14992,1.7290400000000003e-06,2.38745e-07,0.00992694,-1.635e-07,1.0413099999999999e-08,23,21.3779,0.55802,11,0,43,1,1.2787,0,682.962,44.7604,59672.4,0.94675,-0.0628529,0.14,3.1,1.68583e-06,25.068,-9,-9
1371,SN:,67455,12,111,-9.0,3,0.87551,0.0518,0.8722700000000001,0.0518,0.8722700000000001,0.05184,0,300,0.0110556,-9,-9,-9,-9,59814.1,15.8079,13.5286,8.41075,59822.9,0.478,1.1953200000000002,0.42103,0.13003,0.013377000000000002,24.4368,0.044217,3.01486e-06,1.22781e-07,0.00018308599999999997,-3.6807e-08,-2.2484e-11,68,54.6129,0.88002,11,0,24,1,0.8722700000000001,0,565.92,43.7376,59822.6,1.1662299999999999,0.07895419999999999,0.14,3.1,2.96737e-06,24.4541,-9,-9
7159,SN:,295401,12,111,-9.0,3,0.9910100000000001,0.2585,0.9932200000000001,0.2585,0.9932200000000001,0.25851,0,300,0.024123,-9,-9,-9,-9,59621.2,8.9299,8.369810000000001,4.54265,59611.2,1.212,0.00010727200000000001,0.79656,-0.0133559,0.057161199999999995,24.5375,0.0924275,2.74793e-06,2.33928e-07,0.016083100000000003,-1.30979e-07,8.57534e-10,52,39.182,0.90512,11,0,29,1,0.9932200000000001,0,37.0225,44.0796,59611.5,-0.192151,-0.0452188,0.14,3.1,2.5911e-06,24.6013,-9,-9
3135,SN:,315195,12,111,-9.0,3,1.24455,0.1042,1.2448,0.1042,1.2448,0.10422000000000001,0,300,0.00907156,-9,-9,-9,-9,60226.3,9.120330000000001,9.06521,4.14735,60221.9,1.309,0.29736999999999997,0.8368,-0.10293,0.06646460000000001,25.1092,0.11335,1.62304e-06,1.6944400000000002e-07,0.00883682,-5.76689e-08,7.186600000000001e-09,44,29.1844,0.9581,11,0,72,1,1.2448,0,-318.812,44.6883,60219.1,0.79287,-0.0204234,0.14,3.1,1.56464e-06,25.149,-9,-9
6624,SN:,204332,12,111,-9.0,3,0.94405,0.3256,0.94224,0.3256,0.94224,0.32561,0,300,0.0089613,-9,-9,-9,-9,60508.3,13.4627,9.75948,7.7839100000000006,60508.1,0.722,0.78755,0.48927,-0.109481,0.0410833,24.4735,0.0680755,2.9147700000000005e-06,1.82756e-07,0.00348517,-5.47918e-08,1.7579500000000001e-09,47,49.4589,0.3753,11,0,3,1,0.94224,0,106.565,43.9426,60507.1,0.46861,-0.0520225,0.14,3.1,3.26363e-06,24.3508,-9,-9
8380,SN:,119097,12,111,-9.0,3,0.86505,0.045,0.86785,0.045,0.86785,0.04503,0,300,0.0160155,-9,-9,-9,-9,60403.0,12.1557,9.75707,8.39306,60398.5,0.148,-1.6944700000000001,0.0209915,-0.0365973,0.1377,24.4602,0.0435792,2.9507799999999996e-06,1.18438e-07,0.000592276,-1.4416199999999998e-09,1.24127e-09,32,29.0671,0.6157600000000001,11,0,25,1,0.86785,0,-186.805,43.717,60398.7,-1.4724899999999999,-0.00860861,0.14,3.1,2.76329e-06,24.5314,-9,-9
8224,SN:,154971,12,111,-9.0,3,1.1085399999999999,0.0564,1.10781,0.0564,1.10781,0.05644,0,300,0.0135942,-9,-9,-9,-9,60621.2,13.0878,13.0407,4.80356,60622.0,0.67,0.598,0.47934,-0.160386,0.0542129,24.9949,0.0626881,1.8032e-06,1.04113e-07,0.00253794,-1.892e-08,3.19056e-09,44,45.7507,0.39932,11,0,83,1,1.10781,0,-38.0944,44.376,60622.1,0.22018000000000001,-0.0736125,0.14,3.1,2.2553599999999998e-06,24.752,-9,-9
10245,SN:,28671,12,111,-9.0,3,0.97134,0.0293,0.9693700000000001,0.0293,0.9693700000000001,0.02937,0,300,0.020178,-9,-9,-9,-9,59801.4,16.8916,15.1913,13.3124,59809.6,0.892,0.54311,0.72037,-0.122137,0.0350904,24.159,0.0778784,3.89402e-06,2.79313e-07,0.00354726,-1.6612600000000001e-07,1.1494700000000002e-09,44,31.7661,0.9156700000000001,11,0,90,1,0.9693700000000001,0,99.9185,44.0189,59808.9,0.64167,-0.09598839999999999,0.14,3.1,3.5268800000000004e-06,24.2665,-9,-9
4618,SN:,18772,12,111,-9.0,3,0.88279,0.0414,0.8815200000000001,0.0414,0.8815200000000001,0.04144,0,300,0.0200597,-9,-9,-9,-9,59887.1,13.6266,12.158,11.7046,59889.4,1.582,-2.69592,0.82534,-0.0919725,0.0480039,24.4609,0.0600332,2.94887e-06,1.63051e-07,0.016846299999999998,5.07254e-08,3.5700300000000003e-09,20,12.9542,0.87934,11,0,104,1,0.8815200000000001,0,133.98,43.7636,59890.8,-1.68295,-0.0120197,0.14,3.1,2.60161e-06,24.5969,-9,-9
10018,SN:,299910,12,111,-9.0,3,0.49818,0.04,0.4964,0.04,0.4964,0.04003,0,300,0.0192377,-9,-9,-9,-9,60181.3,85.6406,58.8023,52.9884,60181.3,0.128,1.41499,0.0984073,-0.11383900000000001,0.0198112,22.4734,0.0221703,1.8391700000000002e-05,3.75551e-07,-1.02265e-05,-1.0872899999999999e-08,-5.232020000000001e-09,66,45.6618,0.97346,11,0,86,1,0.4964,0,343.26199999999994,42.2449,60181.2,1.40636,-0.0691479,0.14,3.1,1.84726e-05,22.4687,-9,-9
2827,SN:,287879,12,111,-9.0,3,0.93609,0.016,0.93368,0.016,0.93368,0.01612,0,300,0.019691099999999996,-9,-9,-9,-9,60593.1,15.0207,11.2755,6.06795,60588.2,0.593,-0.424537,0.4577,0.017780200000000003,0.0404848,24.5866,0.05393380000000001,2.6264e-06,1.30466e-07,0.00315664,-3.69589e-08,6.93001e-10,40,31.3755,0.83342,11,0,14,1,0.93368,0,476.42699999999996,43.9188,60588.1,-0.418151,-0.026164099999999996,0.14,3.1,2.76374e-06,24.5313,-9,-9
1689,SN:,252764,12,111,-9.0,3,0.9075700000000001,0.001,0.9066200000000001,0.001,0.9066200000000001,0.00215,0,300,0.0185259,-9,-9,-9,-9,60532.4,18.1379,12.6453,10.6947,60527.3,0.985,0.52259,0.49393000000000004,-0.0249292,0.0410634,24.2773,0.0552933,3.49217e-06,1.7784600000000002e-07,0.00448139,-5.24469e-08,-3.67897e-10,56,48.5054,0.75134,11,0,116,1,0.9066200000000001,0,53.4357,43.8384,60526.9,0.21502,-0.0410369,0.14,3.1,3.3696e-06,24.3161,-9,-9
3438,SN:,177903,12,111,-9.0,3,0.61573,0.0067,0.61652,0.0067,0.61652,0.00689,0,300,0.0204305,-9,-9,-9,-9,59588.2,22.4042,20.7568,18.1871,59560.9,2.869,-0.0900414,0.92164,-0.169507,0.10246,22.7667,0.19401,1.4038800000000002e-05,2.50859e-06,0.0613365,-1.28266e-06,-2.38358e-07,16,3.3321400000000003,0.99966,11,0,88,1,0.61652,0,323.092,42.8096,59560.0,0.51552,-0.131708,0.14,3.1,1.17047e-05,22.9641,-9,-9
2044,SN:,75236,12,111,-9.0,3,0.8455600000000001,0.2691,0.8421299999999999,0.2691,0.8421299999999999,0.26911,0,300,0.021935,-9,-9,-9,-9,60538.3,13.4227,10.762,10.1957,60537.8,0.014,-0.750323,0.68763,0.0468249,0.0440721,24.5242,0.0480239,2.7818599999999997e-06,1.23046e-07,0.00500092,-3.61701e-08,6.374330000000001e-10,36,35.8621,0.47511000000000003,11,0,99,1,0.8421299999999999,0,569.513,43.6438,60538.4,-0.445647,0.11700999999999999,0.14,3.1,2.3574400000000003e-06,24.7039,-9,-9
7771,SN:,18701,12,111,-9.0,3,0.89495,0.017,0.8933,0.017,0.8933,0.0171,0,300,0.0110993,-9,-9,-9,-9,60249.1,27.8366,24.2849,20.7571,60253.4,0.135,0.23704,0.35291999999999996,0.028239099999999996,0.0347408,24.0525,0.041086199999999996,4.29535e-06,1.62544e-07,0.00122285,-2.60833e-08,1.17408e-09,12,21.1487,0.048244199999999994,11,0,65,1,0.8933,0,69.3233,43.7995,60255.2,1.33873,0.0173595,0.14,3.1,3.4168900000000004e-06,24.3009,-9,-9
895,SN:,33849,12,111,-9.0,3,1.01814,0.0676,1.02098,0.0676,1.02098,0.06763,0,300,0.016039400000000002,-9,-9,-9,-9,60400.0,10.4337,8.801910000000001,3.7259599999999997,60395.0,0.913,-0.952692,0.53246,-0.11891600000000001,0.0894651,24.8231,0.0830908,2.11225e-06,1.6165e-07,0.0108302,-3.8092e-08,6.201790000000001e-09,26,23.0099,0.63239,11,0,59,1,1.02098,0,-147.306,44.1529,60395.5,-0.327445,0.057213599999999996,0.14,3.1,1.77643e-06,25.0111,-9,-9
8547,SN:,12612,12,111,-9.0,3,0.6961,0.0759,0.69576,0.0759,0.69576,0.07592,0,300,0.00542372,-9,-9,-9,-9,60184.3,47.4664,37.063,22.5428,60180.0,0.267,1.37585,0.1963,-0.016228799999999998,0.029003300000000003,23.4806,0.0264108,7.273480000000001e-06,1.7693e-07,9.843989999999999e-05,-1.5430999999999998e-08,-2.58621e-09,52,46.0967,0.70412,11,0,101,1,0.69576,0,-267.222,43.1312,60179.8,1.14826,-0.059986000000000005,0.14,3.1,7.69496e-06,23.4195,-9,-9
2592,SN:,171104,12,111,-9.0,3,0.7914800000000001,0.001,0.7896,0.001,0.7896,0.00205,0,300,0.020178,-9,-9,-9,-9,60209.2,22.2792,14.6165,12.9175,60213.9,0.452,-0.591919,0.29409,-0.06777760000000001,0.034846300000000004,23.9758,0.034283,4.609869999999999e-06,1.4556e-07,0.00196795,-1.98068e-08,-3.88458e-10,48,44.0272,0.63632,11,0,90,1,0.7896,0,117.557,43.4699,60214.8,-0.463079,-0.0182394,0.14,3.1,4.0618199999999995e-06,24.1132,-9,-9
2900,SN:,68060,12,111,-9.0,3,0.75818,0.0177,0.75742,0.0177,0.75742,0.01778,0,300,0.01807,-9,-9,-9,-9,60538.2,34.0541,29.9485,15.5836,60539.9,0.408,-0.901645,0.35917,-0.13153399999999998,0.0298649,23.7778,0.029234500000000004,5.53201e-06,1.48955e-07,0.000778301,-2.4615400000000004e-08,-6.61429e-10,52,38.963,0.9094399999999999,11,0,81,1,0.75742,0,11.9078,43.3576,60539.8,0.0779183,-0.07519479999999999,0.14,3.1,5.682899999999999e-06,23.7486,-9,-9
10188,SN:,21267,12,111,-9.0,3,0.80107,0.001,0.80275,0.001,0.80275,0.00206,0,300,0.0236316,-9,-9,-9,-9,60045.1,27.5068,23.1097,16.4334,60038.9,0.376,-1.45676,0.26259,-0.0905581,0.0325445,23.9998,0.032511700000000004,4.50878e-06,1.35013e-07,0.0011601,-1.42482e-08,-5.74412e-11,24,23.7471,0.47613,11,0,74,1,0.80275,0,120.81200000000001,43.5097,60039.9,-0.9867530000000001,-0.0709612,0.14,3.1,4.25456e-06,24.0629,-9,-9
5056,SN:,181940,12,111,-9.0,3,0.83815,0.0192,0.8374299999999999,0.0192,0.8374299999999999,0.01929,0,300,0.022516099999999997,-9,-9,-9,-9,60249.1,27.9013,21.0914,16.1287,60250.1,0.064,-0.735883,0.28208,-0.0797443,0.035427600000000004,24.0547,0.0388564,4.2864999999999995e-06,1.53406e-07,0.0008091169999999999,-1.4174200000000001e-08,1.2793e-09,16,8.78203,0.92212,11,0,68,1,0.8374299999999999,0,-2.3995,43.6256,60249.9,-0.410054,-0.048450599999999996,0.14,3.1,3.86255e-06,24.1678,-9,-9
8169,SN:,322551,12,111,-9.0,3,0.9027,0.0095,0.9022700000000001,0.0095,0.9022700000000001,0.00969,0,300,0.0098513,-9,-9,-9,-9,60578.3,17.4127,15.3415,13.7814,60579.4,0.639,1.58701,0.37335,-0.0150215,0.0322947,24.2134,0.0384918,3.7038699999999994e-06,1.3131e-07,0.000448092,-2.8563999999999997e-08,1.8157800000000002e-10,68,54.2164,0.88774,11,0,78,1,0.9022700000000001,0,-100.492,43.8249,60579.8,1.11961,-0.00236103,0.14,3.1,3.4329599999999997e-06,24.2958,-9,-9
1149,SN:,212388,12,111,-9.0,3,0.61724,0.001,0.6187,0.001,0.6187,0.0019,0,300,0.0192366,-9,-9,-9,-9,59694.0,53.035,30.6285,19.6831,59700.5,0.016,-1.2100600000000001,0.27505,-0.161241,0.0331235,23.1124,0.036021,1.02107e-05,3.38755e-07,0.0008395,-6.08331e-08,-4.57038e-09,12,8.967,0.70575,11,0,125,1,0.6187,0,129.365,42.818,59703.4,0.5728300000000001,-0.09872339999999999,0.14,3.1,1.0649000000000001e-05,23.0667,-9,-9
6171,SN:,105284,12,111,-9.0,3,0.81226,0.0337,0.81072,0.0337,0.81072,0.03375,0,300,0.021228,-9,-9,-9,-9,59752.4,7.7199800000000005,7.5464899999999995,7.034680000000001,59717.4,3.592,-0.875403,0.57329,-0.253012,0.0645238,23.2397,0.24628000000000003,9.08068e-06,2.0597900000000003e-06,0.00198653,-8.04071e-07,-3.1259e-08,27,29.1331,0.35448,11,0,80,1,0.81072,0,238.93400000000003,43.54,59719.4,1.01251,-0.095325,0.14,3.1,5.740080000000001e-06,23.7377,-9,-9
4543,SN:,140650,12,111,-9.0,3,1.09437,0.0904,1.09271,0.0904,1.09271,0.09043,0,300,0.0202193,-9,-9,-9,-9,60652.2,10.9365,9.52325,3.2410200000000002,60654.8,0.036,-0.49334300000000003,0.579,-0.161214,0.0809151,24.9472,0.10300999999999999,1.8841099999999997e-06,1.78755e-07,0.00965771,-2.90535e-08,9.3083e-09,11,9.33592,0.59092,11,0,47,1,1.09271,0,-8.56536,44.3401,60658.7,0.373,-0.033895,0.14,3.1,2.12267e-06,24.8178,-9,-9
7835,SN:,50612,12,111,-9.0,3,0.84116,0.2676,0.8395100000000001,0.2676,0.8395100000000001,0.26761,0,300,0.013002799999999998,-9,-9,-9,-9,60184.3,18.898,15.391,12.8763,60188.3,0.475,-0.99129,0.26895,-0.09020139999999999,0.03464280000000001,24.3341,0.039147900000000006,3.31393e-06,1.19489e-07,0.000884916,-1.36391e-08,6.26067e-10,52,44.2012,0.77048,11,0,82,1,0.8395100000000001,0,74.5411,43.6334,60188.3,-0.8762059999999999,-0.0433088,0.14,3.1,3.5587199999999996e-06,24.2568,-9,-9
2423,SN:,154573,12,111,-9.0,3,0.58545,0.0141,0.58622,0.0141,0.58622,0.014180000000000002,0,300,0.0203787,-9,-9,-9,-9,60208.0,65.5936,51.4701,30.6398,60204.6,0.144,0.41403,0.12933,-0.11692999999999999,0.0270209,22.9001,0.0256402,1.24156e-05,2.93201e-07,0.000229333,-1.22909e-08,-5.774130000000001e-09,44,32.747,0.8939299999999999,11,0,75,1,0.58622,0,-438.98900000000003,42.6768,60204.6,0.6532600000000001,-0.0669584,0.14,3.1,1.1192e-05,23.0127,-9,-9
6656,SN:,61480,12,111,-9.0,3,1.20599,0.0532,1.2035200000000001,0.0532,1.2035200000000001,0.05325,0,300,0.00903317,-9,-9,-9,-9,59930.1,12.1152,7.970089999999999,5.1691,59922.2,0.965,-0.134711,0.62471,-0.011196,0.058563,24.9497,0.0735833,1.87981e-06,1.274e-07,0.00990084,-2.32349e-08,4.18793e-09,29,18.1384,0.9414,11,0,27,1,1.2035200000000001,0,475.277,44.6003,59921.2,-0.808139,-0.0947857,0.14,3.1,1.7066400000000001e-06,25.0546,-9,-9
3466,SN:,82072,12,111,-9.0,3,0.42818999999999996,0.001,0.42588000000000004,0.001,0.42588000000000004,0.00174,0,300,0.00916309,-9,-9,-9,-9,60192.3,133.005,93.2858,87.8506,60191.7,0.482,1.16333,0.15608,-0.110827,0.018862599999999997,21.9272,0.0223594,3.04165e-05,6.26392e-07,-0.000616671,2.47507e-08,-9.20775e-09,36,33.8779,0.5699,11,0,63,1,0.42588000000000004,0,532.058,41.849,60191.8,1.1139700000000001,-0.0964034,0.14,3.1,2.76889e-05,22.0292,-9,-9
