VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_stretch,SIMSED_color
SN:,29238,12,111,-9.0,3,0.6531399999999999,0.001,0.6517,0.001,0.6517,0.00193,0,300,0.0171907,-9,-9,-9,-9,60580.2,46.7312,43.1457,28.2929,60573.3,0.471,0.34621,0.29833000000000004,-0.0130107,0.0299947,23.4078,0.0298612,7.77842e-06,2.13931e-07,0.00034459800000000005,-3.43032e-08,-3.3888299999999998e-09,44,44.4228,0.45382,11,0,31,1,0.6517,0,8.31822,42.9592,60572.6,0.8655799999999999,0.017424400000000003,0.14,3.1,6.969160000000001e-06,23.527,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,143320,12,111,-9.0,3,1.00021,0.0175,1.00106,0.0175,1.00106,0.01761,0,300,0.0156118,-9,-9,-9,-9,60153.3,9.11009,8.40977,4.3276699999999995,60154.0,0.502,-1.60719,0.18231,0.0458159,0.15930999999999998,24.9166,0.07688439999999999,1.93808e-06,1.37242e-07,0.0152809,-3.89432e-08,7.993160000000001e-10,60,61.1451,0.43459,11,0,85,1,1.00106,0,-523.481,44.1022,60153.1,-0.848242,0.000248922,0.14,3.1,2.048e-06,24.8567,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,34885,12,111,-9.0,3,0.5471,0.0109,0.54584,0.0109,0.54584,0.011009999999999999,0,300,0.00655708,-9,-9,-9,-9,59884.2,85.7982,61.7892,43.7901,59878.9,0.117,0.00222331,0.10765,0.0236473,0.020407599999999998,23.0808,0.0219158,1.05119e-05,2.12184e-07,0.00010703600000000001,-6.28301e-09,-3.16618e-09,81,58.1164,0.97431,11,0,56,1,0.54584,0,203.489,42.4922,59879.0,-0.0486881,0.00608541,0.14,3.1,9.83711e-06,23.1528,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,267207,12,111,-9.0,3,0.7497699999999999,0.001,0.7493,0.001,0.7493,0.00202,0,300,0.0183372,-9,-9,-9,-9,60124.3,23.1457,16.1483,14.3848,60122.0,4.295,-0.189496,0.92422,-0.0557291,0.0572345,23.5282,0.074135,6.961489999999999e-06,4.75336e-07,-0.0347728,3.06993e-07,-1.7150299999999998e-08,32,27.4588,0.69585,11,0,132,1,0.7493,0,-61.9431,43.3285,60122.1,-0.261235,-0.0863801,0.14,3.1,5.76864e-06,23.7323,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,21763,12,111,-9.0,3,0.9089200000000001,0.0834,0.9059299999999999,0.0834,0.9059299999999999,0.08342000000000001,0,300,0.0184642,-9,-9,-9,-9,60249.1,20.9018,18.4241,13.9806,60243.3,0.405,0.35964,0.35218,-0.05350509999999999,0.034755699999999994,24.2722,0.041965499999999996,3.50858e-06,1.3561199999999998e-07,0.00127561,-1.8368e-08,1.23553e-09,20,16.0008,0.71658,11,0,32,1,0.9059299999999999,0,647.74,43.8386,60242.8,0.10525999999999999,-0.0383399,0.14,3.1,3.29594e-06,24.3401,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,6164,12,111,-9.0,3,1.01004,0.326,1.00777,0.326,1.00777,0.32600999999999997,0,300,0.023375299999999998,-9,-9,-9,-9,59801.4,14.485,10.6912,4.6804,59807.2,1.953,1.29083,1.1131799999999998,-0.135663,0.0750118,24.4934,0.08441839999999999,2.86182e-06,2.22513e-07,0.0311882,-1.77683e-07,1.5918299999999999e-09,32,30.1207,0.56191,11,0,79,1,1.00777,0,189.37400000000002,44.1235,59809.4,0.85259,-0.08143539999999999,0.14,3.1,3.15746e-06,24.3867,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,210350,12,111,-9.0,3,0.78647,0.0551,0.7883,0.0551,0.7883,0.05513,0,300,0.026040800000000003,-9,-9,-9,-9,59649.1,15.0871,13.7347,8.67227,59657.2,0.643,-0.112996,0.52176,-0.0158451,0.0389589,24.2267,0.0454183,3.65852e-06,1.53042e-07,0.00253112,-4.7118199999999996e-08,1.40717e-10,32,26.1308,0.75779,11,0,48,1,0.7883,0,78.6718,43.461,59658.3,-0.6180479999999999,0.0121696,0.14,3.1,3.6803500000000003e-06,24.2203,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,47508,12,111,-9.0,3,0.46384,0.0205,0.46285,0.0205,0.46285,0.02055,0,300,0.00870234,-9,-9,-9,-9,59825.3,111.04700000000001,53.9863,47.101,59826.8,0.385,1.06748,0.15768,0.00844854,0.0200038,22.4854,0.0224482,1.819e-05,3.76088e-07,-0.000291246,-5.5906400000000005e-09,-5.50501e-09,46,48.9162,0.35679,11,0,7,1,0.46285,0,128.24,42.0621,59826.4,1.0833899999999999,0.012040100000000001,0.14,3.1,1.66308e-05,22.5827,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,235781,12,111,-9.0,3,1.04292,0.092,1.0422,0.092,1.0422,0.09203,0,300,0.00643025,-9,-9,-9,-9,60624.1,8.47842,7.58685,2.86618,60636.7,2.505,2.7482,2.77673,0.049099800000000006,0.12857000000000002,25.1896,0.20523000000000002,1.5071200000000003e-06,2.8488700000000003e-07,0.17675,-6.55214e-07,-7.256610000000001e-10,8,11.53,0.17344,11,0,130,1,1.0422,0,-226.237,44.212,60633.0,-0.568249,0.0846188,0.14,3.1,1.50819e-06,25.1889,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,241432,12,111,-9.0,3,0.65657,0.0067,0.6554,0.0067,0.6554,0.0069,0,300,0.01807,-9,-9,-9,-9,59870.1,41.613,32.6131,24.4448,59867.8,0.296,0.4241,0.27016999999999997,0.03746819999999999,0.0296931,23.6659,0.025965300000000004,6.13256e-06,1.4666e-07,0.000440539,-1.4e-08,-2.5427e-09,28,33.6426,0.21289,11,0,81,1,0.6554,0,146.776,42.9738,59868.3,0.65353,0.10282999999999999,0.14,3.1,5.242859999999999e-06,23.8361,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,238067,12,111,-9.0,3,0.9434,0.1964,0.94278,0.1964,0.94278,0.19641,0,300,0.00819286,-9,-9,-9,-9,59899.1,7.99887,5.97396,4.3734,59902.6,0.874,-0.0716909,0.5783699999999999,0.15018,0.0565077,25.1734,0.0741508,1.52982e-06,1.0448e-07,0.00380163,-4.0860199999999994e-08,8.63807e-10,48,33.0806,0.95024,11,0,71,1,0.94278,0,-31.3796,43.9428,59903.0,-0.192803,0.13039,0.14,3.1,1.7798599999999998e-06,25.009,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,24744,12,111,-9.0,3,1.0207600000000001,0.232,1.01921,0.232,1.01921,0.23201,0,300,0.00663395,-9,-9,-9,-9,59842.1,7.49927,7.4547300000000005,2.15547,59830.9,1.033,-1.09609,0.60117,-0.109979,0.0615953,25.3311,0.08670689999999999,1.32305e-06,1.05659e-07,0.00568445,-3.3605699999999994e-08,1.86248e-09,44,39.9227,0.6469699999999999,11,0,38,1,1.01921,0,19.9964,44.153,59829.3,-1.60762,0.10055,0.14,3.1,1.3307299999999998e-06,25.3248,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,110118,12,111,-9.0,3,0.46125,0.1982,0.46393999999999996,0.1982,0.46393999999999996,0.1982,0,300,0.0157789,-9,-9,-9,-9,59688.0,85.9847,58.5791,45.0321,59687.9,0.284,0.51607,0.40360999999999997,0.0587506,0.022193599999999997,22.6313,0.025764699999999998,1.5903399999999998e-05,3.77389e-07,0.00350824,-7.700330000000001e-08,-6.801649999999999e-09,16,17.1811,0.37396999999999997,11,0,106,1,0.46393999999999996,0,-296.95599999999996,42.0627,59688.2,1.0533299999999999,0.0644059,0.14,3.1,1.42579e-05,22.7499,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,123199,12,111,-9.0,3,0.66604,0.0109,0.66777,0.0109,0.66777,0.01103,0,300,0.018938,-9,-9,-9,-9,60356.2,21.1482,20.0423,15.4679,60359.4,0.387,-0.291745,0.28499,0.152,0.036575,24.0435,0.033242900000000006,4.33122e-06,1.32613e-07,0.0009005339999999999,-1.75682e-08,-2.36553e-09,52,50.8664,0.51851,11,0,94,1,0.66777,0,66.6099,43.0196,60359.8,-0.16156900000000002,0.14494,0.14,3.1,4.01227e-06,24.1265,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,256183,12,111,-9.0,3,0.46398,0.1422,0.46428,0.1422,0.46428,0.14221,0,300,0.0205358,-9,-9,-9,-9,60532.3,89.4586,57.6425,38.3288,60522.2,0.18,-0.0507601,0.14507,-0.0602928,0.0222545,22.4717,0.028770099999999996,1.84216e-05,4.8814e-07,0.0007216480000000001,-3.9540300000000005e-08,-7.86438e-09,46,36.877,0.82937,11,0,92,1,0.46428,0,-272.637,42.0681,60522.4,-0.09565180000000001,-0.0639656,0.14,3.1,1.76487e-05,22.5182,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,300866,12,111,-9.0,3,1.17031,0.1353,1.1695,0.1353,1.1695,0.13532,0,300,0.021228,-9,-9,-9,-9,59752.4,8.87066,7.43582,3.02601,59750.7,3.639,-1.50022,1.1921899999999999,-0.0774611,0.0884506,24.8466,0.14868,2.06715e-06,2.83072e-07,-0.00493122,3.07561e-08,1.45134e-08,37,30.195,0.77837,11,0,80,1,1.1695,0,-25.5045,44.5217,59744.5,1.05344,-0.0453082,0.14,3.1,2.0253900000000003e-06,24.8687,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,165504,12,111,-9.0,3,0.75943,0.018,0.75944,0.018,0.75944,0.018090000000000002,0,300,0.0201718,-9,-9,-9,-9,59588.2,9.5294,8.98263,7.04255,59554.3,0.096,2.9275900000000004,2.20153,0.0640681,0.11632,23.8357,0.30475,5.24473e-06,1.4721e-06,0.15425,-3.3404400000000005e-06,-1.1116699999999999e-07,16,13.4753,0.63774,11,0,60,1,0.75944,0,613.913,43.3637,59563.5,-0.915694,-0.0974346,0.14,3.1,5.297180000000001e-06,23.8249,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,54522,12,111,-9.0,3,1.2695,0.1479,1.2694,0.1479,1.2694,0.14790999999999999,0,300,0.0203787,-9,-9,-9,-9,60224.0,6.5629100000000005,5.55056,4.078,60224.9,1.543,-1.03321,0.8526600000000001,-0.078927,0.0793296,25.2539,0.1399,1.42047e-06,1.8302600000000001e-07,0.0102738,-4.8441000000000003e-08,1.0251600000000001e-08,26,17.6503,0.88812,11,0,75,1,1.2694,0,-266.342,44.7412,60227.5,1.1385399999999999,0.0236071,0.14,3.1,1.3740799999999998e-06,25.29,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,11215,12,111,-9.0,3,1.13724,0.0829,1.13805,0.0829,1.13805,0.08292999999999999,0,300,0.0098513,-9,-9,-9,-9,60567.2,13.8447,11.1814,4.984380000000001,60562.4,1.806,0.94063,0.69643,-0.20859899999999998,0.0705773,24.7135,0.09274589999999999,2.33666e-06,1.9960200000000002e-07,-0.00358208,-4.26484e-08,7.406560000000001e-09,44,44.0818,0.46818000000000004,11,0,78,1,1.13805,0,-503.291,44.4468,60567.9,-0.12306099999999999,-0.0733152,0.14,3.1,2.0197999999999997e-06,24.8717,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,332826,12,111,-9.0,3,1.10897,0.0587,1.1087,0.0587,1.1087,0.05874,0,300,0.00939609,-9,-9,-9,-9,59945.1,14.226,11.5757,6.797,59945.8,1.336,-2.73212,0.9366200000000001,0.0107018,0.0700703,24.7685,0.0710309,2.22121e-06,1.45316e-07,0.0326574,4.52354e-08,6.52524e-09,17,19.7614,0.28662,11,0,121,1,1.1087,0,-149.68200000000002,44.3777,59947.2,-0.924061,-0.06556089999999999,0.14,3.1,1.8988099999999998e-06,24.9388,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,238929,12,111,-9.0,3,1.27562,0.1069,1.27312,0.1069,1.27312,0.10692,0,300,0.013002799999999998,-9,-9,-9,-9,59854.1,6.61694,5.54213,3.88231,59850.5,1.277,-1.5397399999999999,0.80402,0.0331279,0.0766087,25.1804,0.13254000000000002,1.52006e-06,1.85565e-07,0.00673918,-6.95453e-08,8.88432e-09,35,38.8169,0.30164,11,0,82,1,1.27312,0,230.666,44.7513,59852.3,-0.0283745,-0.0130752,0.14,3.1,1.30043e-06,25.3498,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,255025,12,111,-9.0,3,0.6290100000000001,0.0393,0.62655,0.0393,0.62655,0.039330000000000004,0,300,0.00811079,-9,-9,-9,-9,59779.4,58.1173,39.5274,23.6231,59772.4,0.743,-0.24567199999999997,0.38274,-0.00189564,0.0316758,23.6662,0.027683600000000003,6.13069e-06,1.56318e-07,-7.30145e-05,-1.80627e-08,-2.63653e-09,44,50.7299,0.2254,11,0,77,1,0.62655,0,385.779,42.8565,59772.5,-0.26005700000000004,0.0454447,0.14,3.1,6.1161e-06,23.6688,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,133377,12,111,-9.0,3,0.78696,0.0444,0.78569,0.0444,0.78569,0.04444,0,300,0.00720823,-9,-9,-9,-9,60567.2,21.9381,15.6042,11.0853,60568.9,2.348,1.3226200000000001,0.8423299999999999,0.020802,0.038481,24.1865,0.040638099999999996,3.7968199999999995e-06,1.42111e-07,-0.00800185,1.52021e-08,-1.4621800000000002e-09,52,31.167,0.99029,11,0,52,1,0.78569,0,170.192,43.4559,60570.6,0.9802200000000001,0.0896167,0.14,3.1,3.6424699999999994e-06,24.2315,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,27353,12,111,-9.0,3,1.4186299999999998,0.0754,1.41659,0.0754,1.41659,0.07544,0,300,0.010212299999999999,-9,-9,-9,-9,60168.2,6.70553,6.51331,5.5987599999999995,60187.4,1.408,1.59535,0.92127,-0.0890584,0.0587568,25.0535,0.14999,1.70851e-06,2.3603e-07,0.00869992,-1.0579000000000001e-07,8.910759999999999e-09,41,42.7574,0.39558000000000004,11,0,105,1,1.41659,0,75.1958,45.0375,60188.3,1.06656,-0.110305,0.14,3.1,1.51886e-06,25.1812,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,17344,12,111,-9.0,3,1.25435,0.2701,1.25245,0.2701,1.25245,0.27011999999999997,0,300,0.010212299999999999,-9,-9,-9,-9,59814.2,10.3323,9.269110000000001,5.59846,59811.4,1.096,0.41386999999999996,0.6249899999999999,-0.20139100000000001,0.0567693,25.1161,0.10299000000000001,1.61279e-06,1.52991e-07,-0.0006599,-4.0261500000000006e-08,6.16205e-09,56,77.1349,0.0320781,11,0,105,1,1.25245,0,70.0441,44.7068,59811.2,0.57367,-0.0801562,0.14,3.1,1.7733700000000003e-06,25.013,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,29674,12,111,-9.0,3,0.5081399999999999,0.001,0.5088699999999999,0.001,0.5088699999999999,0.00181,0,300,0.016497400000000002,-9,-9,-9,-9,60077.0,69.9669,51.4021,37.6552,60074.3,0.891,-0.0932075,1.0386600000000001,0.0922953,0.029491000000000003,23.2125,0.030389599999999996,9.31091e-06,2.60611e-07,0.013228299999999998,-1.4871100000000001e-07,-5.96654e-09,6,6.0922,0.41294,11,0,64,1,0.5088699999999999,0,307.844,42.306,60074.2,-0.9535819999999999,0.0801688,0.14,3.1,8.41008e-06,23.323,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,19412,12,111,-9.0,3,0.84398,0.0329,0.84172,0.0329,0.84172,0.03295,0,300,0.01807,-9,-9,-9,-9,59810.1,23.9106,21.0264,16.8136,59807.5,0.412,-0.34480900000000003,0.27802,-0.115916,0.0301207,23.9265,0.0299429,4.82388e-06,1.33035e-07,0.000906415,-1.3634e-08,4.91867e-11,64,55.7428,0.75935,11,0,81,1,0.84172,0,452.06800000000004,43.6411,59807.9,-0.429084,-0.090529,0.14,3.1,4.28341e-06,24.0555,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,255443,12,111,-9.0,3,1.0298,0.2186,1.03071,0.2186,1.03071,0.21861,0,300,0.018938,-9,-9,-9,-9,60050.0,15.8683,15.5462,5.69779,60045.9,0.763,-0.73958,0.49038999999999994,-0.0941132,0.0654425,24.4692,0.05249259999999999,2.92638e-06,1.41483e-07,0.00918118,-1.93547e-08,3.8227e-09,17,22.4722,0.16723,11,0,94,1,1.03071,0,440.634,44.1805,60045.7,-0.957359,-0.122899,0.14,3.1,2.67051e-06,24.5685,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,24503,12,111,-9.0,3,0.50146,0.0127,0.50363,0.0127,0.50363,0.012790000000000001,0,300,0.020803400000000003,-9,-9,-9,-9,59947.4,54.1133,37.9562,25.3792,59937.5,1.159,0.87592,0.3009,-0.0179543,0.029500799999999997,22.7156,0.0471829,1.47152e-05,6.3948e-07,-0.00211102,4.58938e-08,-1.4538200000000002e-08,36,26.8579,0.86534,11,0,16,1,0.50363,0,-125.788,42.2769,59935.8,1.12079,0.00116954,0.14,3.1,1.4143199999999999e-05,22.7586,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,8201,12,111,-9.0,3,1.03616,0.045,1.03708,0.045,1.03708,0.04505,0,300,0.00595685,-9,-9,-9,-9,60209.3,7.7489300000000005,6.19201,4.93938,60207.8,0.985,-1.31291,0.7378399999999999,0.13675,0.09642010000000001,24.9428,0.08545139999999998,1.89183e-06,1.48894e-07,0.0148124,-6.16116e-08,4.05559e-09,41,45.5279,0.28918,11,0,42,1,1.03708,0,-510.792,44.197,60209.1,-1.46525,0.044688599999999995,0.14,3.1,1.5265899999999999e-06,25.1757,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,308568,12,111,-9.0,3,1.13596,0.0496,1.13493,0.0496,1.13493,0.04965,0,300,0.0102272,-9,-9,-9,-9,59872.0,12.6848,9.237969999999999,5.08065,59883.5,1.003,0.47626,0.81697,-0.0144717,0.06557660000000001,24.9304,0.07072780000000001,1.91364e-06,1.2466e-07,0.018956,-3.61293e-08,3.73211e-09,23,24.719,0.36494,11,0,13,1,1.13493,0,-175.743,44.4413,59884.1,0.34822,-0.022313299999999998,0.14,3.1,1.8649099999999998e-06,24.9583,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,22243,12,111,-9.0,3,1.04627,0.1247,1.04305,0.1247,1.04305,0.12472000000000001,0,300,0.0171907,-9,-9,-9,-9,59867.1,15.1869,12.154,5.14901,59863.6,0.685,0.89275,0.40191,-0.155919,0.0549481,24.5228,0.05209780000000001,2.7853e-06,1.33649e-07,0.00301699,-2.3841200000000002e-08,3.03192e-09,44,37.7659,0.73461,11,0,31,1,1.04305,0,443.001,44.2168,59864.7,0.8292200000000001,-0.0534567,0.14,3.1,2.66679e-06,24.57,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,212794,12,111,-9.0,3,0.75715,0.025,0.75583,0.025,0.75583,0.02506,0,300,0.013327799999999999,-9,-9,-9,-9,59899.1,36.9589,33.6112,22.6168,59884.2,0.224,0.26761999999999997,0.19063,0.00857664,0.028158999999999997,23.8534,0.0257877,5.159680000000001e-06,1.22549e-07,0.000111938,-1.01709e-08,-1.23027e-09,60,70.3396,0.16989,11,0,122,1,0.75583,0,175.632,43.3527,59884.5,0.37139,0.0311233,0.14,3.1,4.37651e-06,24.0322,-9,-9,-99.0,-99.0,-99.0,-99.0
SN:,230060,12,111,-9.0,3,1.08037,0.119,1.0795,0.119,1.0795,0.11902,0,300,0.013002799999999998,-9,-9,-9,-9,60567.4,12.252,11.7589,5.01219,60575.6,0.891,0.0873832,0.3889,0.0309005,0.0609806,24.5351,0.0603038,2.75397e-06,1.52961e-07,0.0014391,-2.3825699999999998e-08,4.43662e-09,35,29.3608,0.73668,11,0,82,1,1.0795,0,-213.543,44.3066,60575.3,0.6996600000000001,-0.0467993,0.14,3.1,2.36907e-06,24.6986,-9,-9,-99.0,-99.0,-99.0,-99.0
