VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho
SN:,177113,12,111,-9.0,3,0.61726,0.001,0.61752,0.001,0.61752,0.0019,0,300,0.0182855,-9,-9,-9,-9,60532.3,28.6781,24.4052,21.3181,60514.0,0.197,2.16045,0.87044,0.0357009,0.05556269999999999,23.3754,0.09902439999999998,8.013939999999999e-06,7.309099999999999e-07,0.030524400000000004,-5.89871e-07,-3.1489e-08,16,7.04822,0.9723200000000001,11,0,120,1,0.61752,0,-491.869,42.8146,60511.7,1.22481,-0.05391990000000001,0.14,3.1,1.02241e-05,23.1109,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,150166,12,111,-9.0,3,0.41565,0.0215,0.41381999999999997,0.0215,0.41381999999999997,0.02155,0,300,0.018615700000000002,-9,-9,-9,-9,60278.1,135.346,99.8233,75.8654,60276.7,0.109,-0.255782,0.18531,-0.0980752,0.018638400000000003,22.0532,0.022036700000000003,2.70837e-05,5.49706e-07,0.000571289,-2.6134499999999998e-08,-8.22814e-09,21,17.9518,0.65205,11,0,44,1,0.41381999999999997,0,191.05700000000002,41.7744,60276.6,-0.32762399999999997,-0.08951519999999999,0.14,3.1,2.41479e-05,22.1778,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,222601,12,111,-9.0,3,0.99426,0.2091,0.99377,0.2091,0.99377,0.20911,0,300,0.00670728,-9,-9,-9,-9,60223.2,18.994,12.9875,12.1741,60220.6,0.727,1.2420799999999999,0.53504,-0.016096799999999998,0.035917000000000004,24.4887,0.0486259,2.8741200000000003e-06,1.28721e-07,0.00548912,-3.79866e-08,7.901289999999999e-10,60,71.3353,0.15011,11,0,30,1,0.99377,0,-85.779,44.084,60220.0,0.9874200000000001,-0.0374388,0.14,3.1,2.93846e-06,24.4647,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,8420,12,111,-9.0,3,1.29961,0.0367,1.2990899999999999,0.0367,1.2990899999999999,0.03677,0,300,0.010212299999999999,-9,-9,-9,-9,60624.1,10.1868,9.315669999999999,5.28161,60624.3,2.072,0.76056,1.09457,-0.053114999999999996,0.05944209999999999,24.8966,0.12270999999999999,1.97413e-06,2.23121e-07,0.00428593,-1.0540300000000001e-07,8.95517e-09,17,14.7987,0.60998,11,0,105,1,1.2990899999999999,0,-354.07199999999995,44.8037,60624.4,1.19725,-0.051046,0.14,3.1,1.61761e-06,25.1128,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,279401,12,111,-9.0,3,1.0603,0.047,1.06108,0.047,1.06108,0.04705,0,300,0.015596299999999999,-9,-9,-9,-9,60045.0,6.968489999999999,6.8353600000000005,4.96088,60059.1,1.307,-0.491384,1.17556,0.21563000000000002,0.11667000000000001,25.0528,0.11875,1.7096099999999998e-06,1.8698899999999998e-07,0.0396808,-1.45001e-07,4.4024e-09,11,10.9921,0.44392,11,0,43,1,1.06108,0,483.608,44.2586,60059.4,-1.2196799999999999,0.00021667099999999999,0.14,3.1,1.6903400000000002e-06,25.0651,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,115227,12,111,-9.0,3,1.0962,0.1361,1.09469,0.1361,1.09469,0.13612,0,300,0.00916309,-9,-9,-9,-9,60668.1,13.4093,12.804,4.13715,60668.6,2.628,0.47897,1.7063,-0.0830453,0.0831076,25.0032,0.07167269999999999,1.7893900000000001e-06,1.18123e-07,0.0944332,3.25797e-08,6.001350000000001e-09,14,10.8691,0.69629,11,0,63,1,1.09469,0,217.146,44.3448,60668.4,-0.288862,-0.0599371,0.14,3.1,2.09039e-06,24.8344,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,317225,12,111,-9.0,3,0.2846,0.001,0.28379,0.001,0.28379,0.00163,0,300,0.0214592,-9,-9,-9,-9,60603.0,153.344,132.1,124.99600000000001,60601.4,0.084,-0.393333,0.10300999999999999,-0.00580984,0.0207537,21.5435,0.024543099999999998,4.33097e-05,9.79014e-07,0.000193629,-1.39406e-08,-1.71542e-08,24,7.38583,0.99954,11,0,58,1,0.28379,0,80.7865,40.818,60601.4,-0.34501,0.019980099999999997,0.14,3.1,4.25296e-05,21.5633,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,100808,12,111,-9.0,3,1.17276,0.0889,1.17172,0.0889,1.17172,0.08893,0,300,0.00848908,-9,-9,-9,-9,60651.2,22.166,17.5927,8.34981,60659.5,1.447,1.47281,1.03621,-0.0873613,0.0580321,24.4053,0.0528826,3.1036000000000002e-06,1.51166e-07,0.03436,-3.9397000000000005e-08,3.3135900000000003e-09,20,22.5881,0.30946999999999997,11,0,103,1,1.17172,0,50.6087,44.527,60659.0,0.93826,-0.154198,0.14,3.1,2.70988e-06,24.5526,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,161587,12,111,-9.0,3,0.5607,0.0404,0.5593100000000001,0.0404,0.5593100000000001,0.04043,0,300,0.021516900000000002,-9,-9,-9,-9,60223.3,53.4672,38.7798,25.8225,60217.9,0.205,-0.26479400000000003,0.19118,-0.0602168,0.0297776,23.0767,0.028272000000000002,1.05521e-05,2.74772e-07,0.0008749610000000001,-1.97207e-08,-6.037520000000001e-09,48,45.3036,0.58398,11,0,62,1,0.5593100000000001,0,19.9316,42.5562,60217.9,-0.152999,-0.0395779,0.14,3.1,1.04235e-05,23.09,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,86732,12,111,-9.0,3,0.91156,0.0226,0.91091,0.0226,0.91091,0.022680000000000002,0,300,0.020178,-9,-9,-9,-9,59798.3,13.0221,12.9947,8.5514,59802.2,0.013,-2.64874,0.56334,0.0212185,0.049039,24.2803,0.0495888,3.4822399999999997e-06,1.59044e-07,0.0037864,-3.06238e-08,1.3906300000000002e-09,40,28.411,0.91479,11,0,90,1,0.91091,0,-282.242,43.8507,59798.5,-1.11394,-0.043079,0.14,3.1,2.82336e-06,24.5081,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,328613,12,111,-9.0,3,0.66104,0.372,0.66196,0.372,0.66196,0.372,0,300,0.0152341,-9,-9,-9,-9,60045.0,75.2971,56.2707,37.1109,60040.1,0.234,1.17581,0.20722,-0.09715750000000001,0.0272363,22.9989,0.0252894,1.1335799999999999e-05,2.64038e-07,0.0006210230000000001,-2.19595e-08,-4.68534e-09,24,23.4547,0.49311000000000005,11,0,12,1,0.66196,0,303.027,42.9975,60039.8,1.0530700000000002,-0.0596385,0.14,3.1,8.5888e-06,23.3002,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,138404,12,111,-9.0,3,0.617,0.001,0.61626,0.001,0.61626,0.0019,0,300,0.021744,-9,-9,-9,-9,60195.3,57.8107,35.9513,25.5126,60195.3,0.258,0.97935,0.19089,-0.05055,0.030226599999999996,23.2684,0.0276899,8.84375e-06,2.25545e-07,0.00021041200000000002,-1.6953900000000002e-08,-3.9403e-09,34,24.1938,0.89336,11,0,61,1,0.61626,0,-171.5,42.8105,60195.1,0.58153,-0.0495608,0.14,3.1,9.328560000000001e-06,23.2105,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,311750,12,111,-9.0,3,0.18033,0.001,0.17902,0.001,0.17902,0.00155,0,300,0.013787299999999999,-9,-9,-9,-9,60238.3,190.655,176.477,171.577,60214.0,0.448,-0.787608,0.12585,-0.09681849999999999,0.021893400000000004,20.0873,0.042219099999999996,0.00016560599999999997,6.43964e-06,0.000393568,-4.80597e-07,-8.8779e-08,21,15.5345,0.8383,11,0,110,1,0.17902,0,245.03599999999997,39.6911,60213.9,-0.838501,-0.128028,0.14,3.1,0.00017193700000000002,20.0466,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,168894,12,111,-9.0,3,0.9026,0.0105,0.9018299999999999,0.0105,0.9018299999999999,0.01067,0,300,0.0110993,-9,-9,-9,-9,60221.1,15.8235,13.4662,8.5435,60222.7,0.694,0.32192,0.45941000000000004,0.07000980000000001,0.0089354,24.6252,0.0422074,2.53469e-06,9.853489999999998e-08,0.000150817,-2.2031700000000002e-08,2.65309e-11,32,31.5988,0.48676,11,0,65,1,0.9018299999999999,0,-194.55599999999998,43.824,60223.4,0.4918,0.09332560000000001,0.14,3.1,2.4111799999999998e-06,24.6794,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,52894,12,111,-9.0,3,1.18666,0.0809,1.18534,0.0809,1.18534,0.08093,0,300,0.00674056,-9,-9,-9,-9,60668.1,12.0981,11.5451,4.4206900000000005,60668.1,0.034,-1.04041,0.72435,-0.07786080000000001,0.0621419,25.0539,0.08258439999999999,1.7078200000000001e-06,1.29902e-07,0.0221606,-1.76399e-09,5.72426e-09,14,10.0808,0.75625,11,0,2,1,1.18534,0,145.233,44.5583,60671.9,1.08012,-0.0337119,0.14,3.1,1.9009200000000002e-06,24.9376,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,103577,12,111,-9.0,3,0.8981100000000001,0.0564,0.89723,0.0564,0.89723,0.056429999999999994,0,300,0.0223315,-9,-9,-9,-9,60165.3,23.6956,16.5448,13.4334,60166.8,0.242,1.33283,0.51541,0.0159719,0.035038400000000004,24.1684,0.0371628,3.8603300000000005e-06,1.32132e-07,0.00139638,-2.55307e-08,7.1188e-10,42,39.8335,0.5664899999999999,11,0,8,1,0.89723,0,-198.97099999999998,43.8104,60166.4,0.97077,-0.00552126,0.14,3.1,3.4438800000000005e-06,24.2924,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,237159,12,111,-9.0,3,1.14965,0.2512,1.1490200000000002,0.2512,1.1490200000000002,0.25121,0,300,0.017937400000000003,-9,-9,-9,-9,60624.2,7.6330800000000005,7.50065,2.7317400000000003,60634.4,3.69,-1.1510799999999999,1.35664,-0.177452,0.10715,24.9232,0.22580999999999998,1.92625e-06,4.0062399999999995e-07,0.0739142,3.5113e-07,3.2713e-08,11,5.958080000000001,0.87615,11,0,100,1,1.1490200000000002,0,-86.9482,44.474,60635.1,0.10038,-0.106028,0.14,3.1,2.2258099999999998e-06,24.7663,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,342449,12,111,-9.0,3,0.47398,0.7049,0.47096000000000005,0.7049,0.47096000000000005,0.70491,0,300,0.00939609,-9,-9,-9,-9,59913.2,96.1654,70.0718,25.9154,59915.9,0.149,0.7551800000000001,0.13086,-0.010525299999999998,0.012309,22.3021,0.00889995,2.15355e-05,1.7652999999999998e-07,-0.000523936,7.529319999999999e-16,1.0540100000000001e-15,29,25.6765,0.64272,11,0,121,1,0.47096000000000005,0,743.3739999999999,42.1101,59915.8,0.7338399999999999,-0.11825899999999999,0.14,3.1,2.2065100000000003e-05,22.2757,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,196739,12,111,-9.0,3,0.99566,0.0227,0.9958100000000001,0.0227,0.9958100000000001,0.02279,0,300,0.010212299999999999,-9,-9,-9,-9,59770.4,23.4126,16.1789,15.7188,59779.0,1.03,0.65764,0.57706,-0.0380977,0.0357655,24.411,0.0514236,3.08751e-06,1.46233e-07,0.00388773,-4.6480699999999995e-08,1.3378900000000002e-09,56,47.712,0.77686,11,0,105,1,0.9958100000000001,0,-487.48900000000003,44.0888,59778.7,1.06311,-0.025134599999999997,0.14,3.1,2.8522199999999997e-06,24.497,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,324582,12,111,-9.0,3,1.1315600000000001,0.0519,1.13142,0.0519,1.13142,0.05195,0,300,0.00796668,-9,-9,-9,-9,60192.3,11.2097,6.666360000000001,4.24568,60186.7,6.483,-0.39864099999999997,1.06891,-0.0245677,0.0925928,24.56,0.17367,2.6915300000000004e-06,4.30528e-07,-0.026849900000000003,2.7768e-07,-6.48748e-09,35,26.7004,0.8418200000000001,11,0,53,1,1.13142,0,-212.89700000000002,44.432,60183.1,-0.050931,-0.113291,0.14,3.1,2.3164e-06,24.723,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,308367,12,111,-9.0,3,1.00121,0.03,0.9998299999999999,0.03,0.9998299999999999,0.030060000000000003,0,300,0.00796668,-9,-9,-9,-9,60297.1,13.4824,13.1921,12.0682,60306.1,0.019,-1.9037099999999998,0.27715,-0.13339,0.0428069,24.6684,0.0646311,2.43571e-06,1.44992e-07,0.000425062,-1.3222200000000002e-08,3.09162e-09,20,15.6267,0.7395,11,0,53,1,0.9998299999999999,0,174.208,44.1013,60312.2,-0.379173,-0.0643049,0.14,3.1,2.6181400000000002e-06,24.59,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,204332,12,111,-9.0,3,0.94405,0.3256,0.94224,0.3256,0.94224,0.32561,0,300,0.0089613,-9,-9,-9,-9,60508.3,13.4627,9.75948,7.7839100000000006,60508.1,0.722,0.78755,0.48927,-0.109481,0.0410833,24.4735,0.0680755,2.9147700000000005e-06,1.82756e-07,0.00348517,-5.47918e-08,1.7579500000000001e-09,47,49.4589,0.3753,11,0,3,1,0.94224,0,106.565,43.9426,60507.1,0.46861,-0.0520225,0.14,3.1,3.26363e-06,24.3508,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,277522,12,111,-9.0,3,0.9703299999999999,0.2464,0.97335,0.2464,0.97335,0.24641,0,300,0.0152341,-9,-9,-9,-9,60373.1,14.1335,12.5442,10.4764,60375.0,0.526,-0.49186599999999997,0.34786999999999996,-0.09980189999999999,0.0360616,24.323,0.046940499999999996,3.3479699999999996e-06,1.4474500000000002e-07,0.00143007,-2.29683e-08,1.57996e-09,44,51.6752,0.19902999999999998,11,0,12,1,0.97335,0,-217.5,44.0244,60375.2,-0.203265,-0.110849,0.14,3.1,3.28324e-06,24.3442,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,239494,12,111,-9.0,3,0.6505,0.1156,0.6483300000000001,0.1156,0.6483300000000001,0.11560999999999999,0,300,0.010212299999999999,-9,-9,-9,-9,60491.4,12.1208,10.9217,9.90253,60477.0,0.105,-1.6798099999999998,0.65759,0.11175999999999998,0.086358,23.7943,0.10965,5.44834e-06,5.5022e-07,0.0246546,-3.05407e-07,-3.81509e-08,27,24.6455,0.59432,11,0,105,1,0.6483300000000001,0,286.048,42.9464,60478.0,-1.4643899999999999,-0.00857569,0.14,3.1,5.62404e-06,23.7599,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,142454,12,111,-9.0,3,0.36068,0.001,0.35944,0.001,0.35944,0.00169,0,300,0.0110993,-9,-9,-9,-9,59770.4,154.234,118.63,117.13,59773.6,0.158,-0.09673419999999999,0.09123300000000001,-0.0155613,0.0199894,21.9693,0.022540400000000002,2.92598e-05,6.07447e-07,1.32151e-05,-6.1406499999999995e-09,-9.74306e-09,32,11.2666,0.99974,11,0,65,1,0.35944,0,66.4735,41.4136,59773.4,-0.104999,-0.0033611,0.14,3.1,2.70936e-05,22.0528,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,232707,12,111,-9.0,3,0.32487,0.001,0.32402,0.001,0.32402,0.00166,0,300,0.00846776,-9,-9,-9,-9,60226.3,143.009,114.10600000000001,94.3075,60218.5,0.114,-1.44946,0.12445,-0.0222393,0.0224114,21.9249,0.025798500000000002,3.04814e-05,7.24277e-07,0.00045547599999999996,-2.6559499999999997e-08,-1.33259e-08,32,16.4797,0.9893700000000001,11,0,35,1,0.32402,0,93.358,41.1504,60218.4,-1.68525,-0.0143393,0.14,3.1,2.90579e-05,21.9768,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,84673,12,111,-9.0,3,0.39784,0.0131,0.39760999999999996,0.0131,0.39760999999999996,0.01317,0,300,0.013787299999999999,-9,-9,-9,-9,60605.1,115.344,87.8543,65.1607,60601.4,0.095,-0.7792789999999999,0.08491889999999999,-0.045484699999999996,0.018525599999999996,22.3686,0.0218283,2.0256e-05,4.0724e-07,2.76575e-05,-4.39895e-09,-6.066709999999999e-09,71,49.002,0.9784799999999999,11,0,110,1,0.39760999999999996,0,-105.501,41.6695,60601.4,-0.739908,-0.031725,0.14,3.1,2.13854e-05,22.3097,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,108243,12,111,-9.0,3,0.9767600000000001,0.241,0.97709,0.241,0.97709,0.24101,0,300,0.0226438,-9,-9,-9,-9,59914.1,12.315,10.6483,9.01576,59909.0,0.546,-0.204306,0.37825,0.028025099999999997,0.038272,24.5095,0.053137199999999996,2.81961e-06,1.37995e-07,0.00114191,-3.01513e-08,1.4258800000000003e-09,36,29.2705,0.77898,11,0,97,1,0.97709,0,-585.935,44.0377,59909.2,0.25244,0.0151861,0.14,3.1,2.40015e-06,24.6844,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
