VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej
SN:,227476,12,111,-9.0,3,0.74195,0.075,0.74046,0.075,0.74046,0.07502,0,300,0.017937400000000003,-9,-9,-9,-9,59854.1,44.9374,38.5866,22.1453,59854.4,0.161,-0.0312509,0.14255,-0.169999,0.00392207,23.4262,0.0217926,7.647430000000001e-06,1.5349700000000001e-07,-2.2080200000000004e-06,-7.98174e-09,-3.58238e-11,40,25.8219,0.9597,11,0,100,1,0.74046,0,223.74599999999998,43.2982,59854.5,-0.0223656,-0.142652,0.14,3.1,7.183789999999999e-06,23.4941,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,299151,12,111,-9.0,3,1.04283,0.0643,1.04264,0.0643,1.04264,0.06433,0,300,0.00655708,-9,-9,-9,-9,60195.3,13.0075,12.7723,4.52073,60189.1,0.047,0.33649,0.54077,-0.0901358,0.07029439999999999,24.4815,0.0661879,2.89334e-06,1.7638200000000002e-07,0.00460143,-4.266719999999999e-08,5.50832e-09,32,19.0982,0.96521,11,0,56,1,1.04264,0,-173.18900000000002,44.2126,60183.2,1.01644,-0.0934813,0.14,3.1,3.07476e-06,24.4155,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,153778,12,111,-9.0,3,1.08447,0.2327,1.0836700000000001,0.2327,1.0836700000000001,0.23271,0,300,0.0214592,-9,-9,-9,-9,60240.0,9.35752,8.412469999999999,3.5324400000000002,60242.4,1.242,-2.51766,0.93322,-0.136977,0.0826919,24.875,0.0849206,2.0136799999999998e-06,1.57499e-07,0.029885200000000004,-1.75983e-08,7.543529999999999e-09,17,24.515,0.1061,11,0,58,1,1.0836700000000001,0,-19.1044,44.3169,60242.8,-1.93835,-0.07324560000000001,0.14,3.1,1.8010499999999999e-06,24.9962,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,193710,12,111,-9.0,3,0.9412299999999999,0.0384,0.9390299999999999,0.0384,0.9390299999999999,0.03845,0,300,0.014437,-9,-9,-9,-9,60535.2,23.4857,17.0133,14.9881,60525.2,0.561,0.62441,0.38676,-0.0483364,0.0334622,24.1436,0.0438778,3.94963e-06,1.5961600000000002e-07,0.00191009,-3.51601e-08,6.71205e-10,59,39.5924,0.9754799999999999,11,0,22,1,0.9390299999999999,0,246.071,43.9339,60525.9,0.77865,-0.07348400000000001,0.14,3.1,3.6404900000000003e-06,24.2321,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,334944,12,111,-9.0,3,0.9500799999999999,0.0162,0.9526,0.0162,0.9526,0.016319999999999998,0,300,0.0174666,-9,-9,-9,-9,60403.0,10.6464,10.0021,4.69107,60405.9,0.858,-0.127023,0.50336,0.0995962,0.0505795,24.6545,0.0642423,2.46709e-06,1.45976e-07,0.00356084,-4.326259999999999e-08,1.37213e-09,24,14.3568,0.9381799999999999,11,0,0,1,0.9526,0,-78.8226,43.9671,60406.8,-0.305745,0.0344078,0.14,3.1,2.2561099999999997e-06,24.7516,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,228525,12,111,-9.0,3,1.17676,0.2464,1.1736,0.2464,1.1736,0.24641999999999997,0,300,0.0189989,-9,-9,-9,-9,59933.2,11.8435,10.4316,4.6432199999999995,59937.5,0.201,-1.91008,0.80377,-0.057542899999999994,0.0649443,24.8048,0.0836982,2.14812e-06,1.65596e-07,0.019473400000000002,-7.86359e-09,7.05924e-09,11,11.2088,0.42594,11,0,23,1,1.1736,0,405.195,44.5334,59944.0,0.64583,-0.0746984,0.14,3.1,2.0674e-06,24.8464,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,281847,12,111,-9.0,3,1.3007600000000001,0.1067,1.29851,0.1067,1.29851,0.10672000000000001,0,300,0.00856182,-9,-9,-9,-9,60624.1,8.60561,6.06525,3.77967,60630.7,0.04,-0.9363530000000001,0.48171,-0.056421500000000006,0.0802696,25.0438,0.16774,1.7237900000000003e-06,2.66311e-07,-0.00357131,-5.2715500000000006e-08,1.663e-08,11,7.966889999999999,0.71627,11,0,10,1,1.29851,0,188.935,44.8041,60629.2,-1.08206,-0.0698327,0.14,3.1,1.27159e-06,25.3741,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,308710,12,111,-9.0,3,0.9503799999999999,0.0228,0.9527200000000001,0.0228,0.9527200000000001,0.02288,0,300,0.0174666,-9,-9,-9,-9,60016.1,10.5811,9.03495,4.6108199999999995,60011.4,0.922,-0.377235,0.5199,0.10027,0.0534809,24.7587,0.06932089999999999,2.24141e-06,1.43107e-07,0.00118393,-4.36484e-08,2.06183e-09,36,39.5306,0.31516,11,0,0,1,0.9527200000000001,0,-22.6772,43.9677,60011.2,-0.0717083,0.0765872,0.14,3.1,2.0603900000000004e-06,24.8501,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,23703,12,111,-9.0,3,1.1932,0.055,1.1944299999999999,0.055,1.1944299999999999,0.05504,0,300,0.010212299999999999,-9,-9,-9,-9,59836.2,10.7905,8.66358,4.14222,59824.9,0.774,0.49336,0.60255,-0.134261,0.058476099999999996,24.9377,0.0838566,1.9007699999999999e-06,1.46805e-07,0.00619688,-3.88452e-08,4.873189999999999e-09,50,63.1906,0.09964719999999999,11,0,105,1,1.1944299999999999,0,-856.742,44.5763,59824.1,1.24224,-0.040676,0.14,3.1,1.9475e-06,24.9113,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,168460,12,111,-9.0,3,0.76063,0.0367,0.7588699999999999,0.0367,0.7588699999999999,0.036739999999999995,0,300,0.018952,-9,-9,-9,-9,60268.1,32.0858,27.5349,20.1808,60270.9,0.464,-0.0228353,0.31176,-0.139356,0.0310237,23.682,0.0310246,6.04231e-06,1.7265699999999998e-07,0.00136324,-2.26779e-08,-1.33192e-09,20,16.3648,0.69375,11,0,21,1,0.7588699999999999,0,86.4823,43.3639,60271.1,0.47003,-0.05906709999999999,0.14,3.1,5.67534e-06,23.75,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,319760,12,111,-9.0,3,1.26491,0.1732,1.26145,0.1732,1.26145,0.17321,0,300,0.00907156,-9,-9,-9,-9,60665.1,7.31623,6.0128,4.04386,60667.3,2.163,-1.5842399999999999,1.3026200000000001,-0.019127900000000003,0.0920303,25.5373,0.15753,1.09416e-06,1.58753e-07,0.026243,-4.2044300000000005e-08,1.07284e-08,17,20.3493,0.25675,11,0,72,1,1.26145,0,792.727,44.7275,60668.5,-1.28166,0.0354914,0.14,3.1,9.84482e-07,25.652,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,291098,12,111,-9.0,3,1.14296,0.3897,1.1402,0.3897,1.1402,0.38971,0,300,0.019191099999999996,-9,-9,-9,-9,60209.2,11.3161,10.6267,3.85911,60203.0,1.041,-0.286122,0.63126,-0.14146199999999998,0.0670796,24.68,0.083814,2.40984e-06,1.8602900000000003e-07,0.0102329,-3.71579e-08,7.24194e-09,39,31.383,0.8021,11,0,28,1,1.1402,0,286.97700000000003,44.4555,60202.7,0.40893,-0.08596319999999999,0.14,3.1,2.2248900000000002e-06,24.7667,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,324426,12,111,-9.0,3,1.16896,0.3153,1.16703,0.3153,1.16703,0.31531,0,300,0.0203787,-9,-9,-9,-9,60538.3,7.778339999999999,5.96258,3.5419699999999996,60524.4,1.565,0.2499,0.98283,-0.00524405,0.0975717,24.884,0.1235,1.99704e-06,2.2716699999999999e-07,0.02588,-1.0642699999999999e-07,9.898919999999999e-09,47,34.4728,0.9128299999999999,11,0,75,1,1.16703,0,294.676,44.5171,60526.5,0.7531899999999999,-0.0137029,0.14,3.1,1.78785e-06,25.0042,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,171112,12,111,-9.0,3,0.78056,0.0276,0.78061,0.0276,0.78061,0.02766,0,300,0.00643025,-9,-9,-9,-9,60546.2,18.1134,12.5921,10.7825,60544.2,0.46,-0.536929,0.3692,0.12038,0.036962800000000004,24.3257,0.036864999999999995,3.3397000000000004e-06,1.13396e-07,0.00212807,-2.2649900000000002e-08,-7.241510000000001e-10,63,71.5299,0.21568,11,0,130,1,0.78061,0,-401.652,43.437,60544.2,-0.5110979999999999,0.0737284,0.14,3.1,3.2e-06,24.3721,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,335922,12,111,-9.0,3,1.26232,0.1029,1.26566,0.1029,1.26566,0.10293,0,300,0.026657,-9,-9,-9,-9,59988.2,11.3296,8.69358,4.89784,59986.6,0.51,0.17703,0.49995,-0.11411199999999999,0.058840699999999996,24.7289,0.10003,2.30372e-06,2.1225e-07,0.00257327,-3.9851699999999995e-08,8.53469e-09,38,31.768,0.7519100000000001,11,0,107,1,1.26566,0,-219.83,44.73,59986.2,-0.382615,-0.146672,0.14,3.1,1.85551e-06,24.9638,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,143527,12,111,-9.0,3,1.35927,0.0786,1.36216,0.0786,1.36216,0.07864,0,300,0.0164778,-9,-9,-9,-9,60077.0,8.27225,6.578310000000001,5.95571,60063.7,1.196,0.8318,0.79765,-0.0475622,0.0638514,24.8232,0.15105,2.11215e-06,2.93852e-07,0.00036191099999999997,-1.2628e-07,1.2906899999999999e-08,11,12.7638,0.30904,11,0,5,1,1.36216,0,-43.3698,44.9278,60063.6,1.38537,-0.0724188,0.14,3.1,1.5712700000000001e-06,25.1444,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,246135,12,111,-9.0,3,0.98603,0.019,0.98514,0.019,0.98514,0.0191,0,300,0.0125155,-9,-9,-9,-9,59826.4,19.3372,13.4114,13.3179,59821.9,0.45,0.0745626,0.3222,-0.08454539999999999,0.032471,24.3997,0.0453566,3.11983e-06,1.30331e-07,0.000831922,-2.3450700000000003e-08,1.12326e-09,68,62.4612,0.66673,11,0,41,1,0.98514,0,-168.433,44.061,59822.1,0.30308,-0.055730499999999995,0.14,3.1,2.8951599999999996e-06,24.4808,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,258560,12,111,-9.0,3,0.99766,0.2325,0.9993200000000001,0.2325,0.9993200000000001,0.23251,0,300,0.0201718,-9,-9,-9,-9,60434.0,18.4161,15.3864,15.029,60443.0,0.009,-0.450722,0.54796,-0.0684858,0.0376856,24.314,0.0676721,3.3761e-06,2.10426e-07,0.00127144,-7.638619999999999e-08,2.7427899999999998e-09,12,17.2281,0.14122,11,0,60,1,0.9993200000000001,0,204.503,44.0966,60443.7,0.26465,-0.034862300000000006,0.14,3.1,2.6266700000000002e-06,24.5865,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,670,12,111,-9.0,3,1.02509,0.1915,1.02131,0.1915,1.02131,0.19150999999999999,0,300,0.00903317,-9,-9,-9,-9,59825.3,10.7283,9.376669999999999,4.38366,59809.3,3.855,0.86595,1.12283,-0.10958599999999999,0.0889869,24.1805,0.20326,3.81765e-06,7.14714e-07,0.0212845,-4.05227e-07,1.42136e-09,35,28.1339,0.78822,11,0,27,1,1.02131,0,889.096,44.1609,59815.2,0.73895,-0.0788849,0.14,3.1,2.9842500000000003e-06,24.4479,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,303451,12,111,-9.0,3,0.84086,0.0554,0.8398700000000001,0.0554,0.8398700000000001,0.05542999999999999,0,300,0.00902038,-9,-9,-9,-9,60249.1,24.1489,23.4842,13.8649,60255.9,1.662,2.5032799999999997,1.15305,0.00286101,0.0412936,24.3685,0.0595857,3.21071e-06,1.76205e-07,0.014753899999999999,-1.26192e-07,4.90905e-10,11,4.30785,0.9600299999999999,11,0,37,1,0.8398700000000001,0,-117.177,43.6337,60252.9,0.6425,-0.00984394,0.14,3.1,3.9327699999999994e-06,24.1483,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,232364,12,111,-9.0,3,0.44178,0.0141,0.44285,0.0141,0.44285,0.014169999999999999,0,300,0.0214592,-9,-9,-9,-9,59839.0,93.3182,64.9372,50.4606,59840.8,0.216,0.0573113,0.11116,0.0674071,0.019287400000000003,22.5101,0.0220959,1.77805e-05,3.6185200000000003e-07,-2.8245300000000002e-05,-3.75077e-09,-5.571420000000001e-09,51,32.2114,0.98156,11,0,58,1,0.44285,0,-499.519,41.9447,59840.6,0.0542026,0.065553,0.14,3.1,1.39274e-05,22.7753,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,115158,12,111,-9.0,3,0.6019100000000001,0.001,0.60193,0.001,0.60193,0.00189,0,300,0.0171907,-9,-9,-9,-9,59870.1,73.7501,55.703,42.7526,59874.9,0.154,0.45083999999999996,0.11193,-0.07888830000000001,0.025770599999999998,22.9768,0.0239851,1.15684e-05,2.5556e-07,-6.43536e-05,-5.41215e-09,-4.90185e-09,56,48.2073,0.76107,11,0,31,1,0.60193,0,-415.10699999999997,42.7474,59874.9,0.37455,-0.086663,0.14,3.1,1.0702e-05,23.0613,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,170037,12,111,-9.0,3,0.9600700000000001,0.1546,0.96209,0.1546,0.96209,0.15461,0,300,0.015596299999999999,-9,-9,-9,-9,59663.0,16.4399,13.8029,13.5546,59670.9,0.191,0.45581000000000005,0.37851999999999997,-0.114941,0.03402380000000001,24.3081,0.0505354,3.3943699999999997e-06,1.5799e-07,0.0008653119999999999,-3.2469799999999995e-08,1.6128800000000001e-09,32,24.143,0.83919,11,0,43,1,0.96209,0,78.7246,43.9943,59670.6,0.33127,-0.0998699,0.14,3.1,3.50492e-06,24.2733,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,314193,12,111,-9.0,3,0.64404,0.2571,0.6421399999999999,0.2571,0.6421399999999999,0.2571,0,300,0.0210724,-9,-9,-9,-9,60508.3,29.5251,24.9632,16.3753,60516.4,0.37,0.29431,0.32711,-0.091034,0.0366711,23.4379,0.0453122,7.56552e-06,3.1574e-07,0.00338688,-7.631689999999999e-08,-6.05863e-09,40,41.0581,0.42396999999999996,11,0,93,1,0.6421399999999999,0,361.759,42.9207,60515.9,0.23704,-0.05266509999999999,0.14,3.1,8.13366e-06,23.3593,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,194289,12,111,-9.0,3,1.0478100000000001,0.1108,1.04577,0.1108,1.04577,0.11082,0,300,0.00643025,-9,-9,-9,-9,60609.1,12.9236,12.7679,5.33713,60613.3,0.012,2.57113,0.82157,0.0844939,0.062391199999999994,24.904,0.061239999999999996,1.9607e-06,1.10592e-07,0.00916441,-5.009530000000001e-08,2.35665e-09,17,13.4543,0.70529,11,0,130,1,1.04577,0,169.273,44.2226,60611.4,-0.10778,0.027177,0.14,3.1,1.8674000000000001e-06,24.9569,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
