VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIMSED_Cart_INDEX,SIMSED_Mejecta,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature,SIMSED_TDE_INDEX,SIMSED_Rph0,SIMSED_Tvis,SIMSED_b,SIMSED_bhmass,SIMSED_eff,SIMSED_lphoto,SIMSED_starmass,SIMSED_stretch,SIMSED_color,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_IBC_INDEX,SIMSED_Kinetic_energy,SIMSED_F_nickel,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho
SN:,151913,12,111,-9.0,3,0.95775,0.0306,0.9577899999999999,0.0306,0.9577899999999999,0.030660000000000003,0,300,0.021228,-9,-9,-9,-9,60490.3,14.1513,10.3459,9.09227,60484.3,3.67,0.59463,0.9030799999999999,-0.128959,0.0517774,24.319,0.10783,3.3603899999999998e-06,3.3372500000000003e-07,0.00703505,-2.47851e-08,-4.86148e-09,32,27.7091,0.68367,11,0,80,1,0.9577899999999999,0,-252.25799999999998,43.9845,60490.5,0.14902,-0.0688253,0.14,3.1,3.16159e-06,24.3852,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,277161,12,111,-9.0,3,0.42699,0.001,0.42818,0.001,0.42818,0.00174,0,300,0.0180075,-9,-9,-9,-9,60327.3,31.3267,26.1478,18.4033,60309.2,0.23,-0.298559,0.27338,0.0654771,0.0374094,22.7201,0.059204599999999996,1.46547e-05,7.991129999999999e-07,0.00403275,-1.63715e-07,-2.35848e-08,36,23.9583,0.9378299999999999,11,0,55,1,0.42818,0,140.49200000000002,41.8576,60308.7,-0.337721,0.0377904,0.14,3.1,1.55306e-05,22.657,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,313039,12,111,-9.0,3,0.37839,0.001,0.37753000000000003,0.001,0.37753000000000003,0.0017,0,300,0.0170245,-9,-9,-9,-9,60237.2,94.8718,72.4287,46.4462,60233.2,0.108,-0.471261,0.14842,0.0906885,0.0213886,22.49,0.0241355,1.81142e-05,4.0267200000000005e-07,0.000385031,-1.48221e-08,-6.9039799999999996e-09,20,17.3793,0.6282300000000001,11,0,69,1,0.37753000000000003,0,73.801,41.538,60233.2,-0.3092,0.0927613,0.14,3.1,1.78846e-05,22.5038,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,246619,12,111,-9.0,3,0.5634600000000001,0.1941,0.56395,0.1941,0.56395,0.1941,0,300,0.0152341,-9,-9,-9,-9,60415.0,45.4087,39.4216,30.2207,60413.1,0.243,0.79433,0.21236999999999998,0.0756947,0.0319474,23.4478,0.030763799999999997,7.4968899999999995e-06,2.12421e-07,0.00147511,-2.0397599999999997e-08,-4.97625e-09,20,24.155,0.23569,11,0,12,1,0.56395,0,397.68300000000005,42.5753,60413.1,0.64423,0.10271,0.14,3.1,7.561130000000001e-06,23.4385,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,308038,12,111,-9.0,3,0.9925200000000001,0.2584,0.9924700000000001,0.2584,0.9924700000000001,0.25841,0,300,0.010212299999999999,-9,-9,-9,-9,60567.4,16.2377,10.6636,8.39065,60563.2,0.127,0.7295,0.40153,-0.0414897,0.0359175,24.4646,0.0575436,2.93872e-06,1.55751e-07,0.00130784,-3.89238e-08,1.62391e-09,56,47.5507,0.7819,11,0,105,1,0.9924700000000001,0,-426.871,44.08,60562.9,0.71896,-0.055726599999999994,0.14,3.1,3.00168e-06,24.4416,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,74993,12,111,-9.0,3,0.74173,0.0265,0.74059,0.0265,0.74059,0.026560000000000004,0,300,0.021516900000000002,-9,-9,-9,-9,60287.1,39.0233,37.125,23.6169,60296.3,0.019,1.60356,0.42008,-0.0309041,0.032565,23.5464,0.0482241,6.846210000000001e-06,3.04082e-07,-0.000260784,-1.0731299999999999e-07,-9.236710000000001e-10,12,5.69529,0.93066,11,0,62,1,0.74059,0,-102.14399999999999,43.2982,60294.4,0.45009,-0.035842,0.14,3.1,5.62807e-06,23.7591,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,304962,12,111,-9.0,3,1.12668,0.1704,1.1254,0.1704,1.1254,0.17042000000000002,0,300,0.0089613,-9,-9,-9,-9,59770.4,10.2527,8.38977,4.32909,59771.5,3.411,-1.93585,1.00189,0.055425999999999996,0.0922225,24.9947,0.10794000000000001,1.8035400000000002e-06,1.79308e-07,0.00358331,1.26641e-08,8.78561e-09,41,37.7985,0.6137100000000001,11,0,3,1,1.1254,0,-94.1352,44.4189,59771.3,-0.9578190000000001,0.0132608,0.14,3.1,1.45334e-06,25.2291,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,244892,12,111,-9.0,3,0.8103100000000001,0.0333,0.80924,0.0333,0.80924,0.03335,0,300,0.00734744,-9,-9,-9,-9,60567.3,17.2715,12.5494,10.9331,60571.4,0.703,-1.59666,0.318,-0.049356699999999996,0.0406274,24.3415,0.04008780000000001,3.29156e-06,1.21532e-07,0.000191748,-1.33175e-08,-1.61559e-12,56,55.5609,0.49143000000000003,11,0,34,1,0.80924,0,111.15700000000001,43.5345,60571.1,-1.5056100000000001,-0.0578251,0.14,3.1,3.7461199999999997e-06,24.201,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,199989,12,111,-9.0,3,0.52057,0.0094,0.5185,0.0094,0.5185,0.00952,0,300,0.00807619,-9,-9,-9,-9,60240.1,61.9431,40.1953,26.0209,60236.9,0.179,-0.755432,0.17572000000000002,0.00148856,0.0229985,23.2551,0.024297700000000002,8.952910000000001e-06,2.0035699999999997e-07,0.000462584,-1.2485899999999998e-08,-2.9878000000000004e-09,26,14.3194,0.96855,11,0,113,1,0.5185,0,296.777,42.3589,60237.0,-0.7921090000000001,-0.0124946,0.14,3.1,1.06555e-05,23.0661,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,310269,12,111,-9.0,3,1.001,0.013,1.00179,0.013,1.00179,0.01316,0,300,0.0183372,-9,-9,-9,-9,60153.3,12.5792,10.8678,5.084919999999999,60158.6,1.682,-0.662935,0.83073,0.08206139999999999,0.053451,24.6343,0.0566643,2.51355e-06,1.31182e-07,0.00944362,-2.7024200000000002e-08,1.3816800000000001e-09,56,53.3068,0.57745,11,0,132,1,1.00179,0,-472.718,44.1042,60157.1,-0.00329161,0.0243097,0.14,3.1,2.12812e-06,24.815,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,51683,12,111,-9.0,3,0.59996,0.0212,0.598,0.0212,0.598,0.02126,0,300,0.013787299999999999,-9,-9,-9,-9,59854.2,66.5301,48.9472,36.4345,59850.4,0.177,0.9485600000000001,0.14862999999999998,-0.0330929,0.026356,23.1151,0.025601299999999997,1.01851e-05,2.4016e-07,0.00018105,-1.17475e-08,-4.6625e-09,52,46.7001,0.68171,11,0,110,1,0.598,0,386.13699999999994,42.7329,59850.3,0.9230799999999999,-0.018873400000000002,0.14,3.1,9.592869999999999e-06,23.1801,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,33405,12,111,-9.0,3,0.7385,0.02,0.73612,0.02,0.73612,0.02008,0,300,0.00856182,-9,-9,-9,-9,60237.3,32.4971,30.1476,18.0825,60234.4,0.276,0.3823,0.30823,-1.8925e-06,0.00876701,23.7423,0.0267468,5.7157e-06,1.40804e-07,4.3445299999999996e-05,-2.2651599999999998e-08,-1.19185e-10,24,20.8732,0.6462,11,0,10,1,0.73612,0,345.68,43.2837,60234.3,0.65176,0.0208665,0.14,3.1,4.97925e-06,23.8921,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
