VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV,SIM_SHAPE,SIMNULL1,SIMSED_Cart_INDEX,SIMSED_Mejecta,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature
SN:,138564,12,111,-9.0,3,0.70318,0.0345,0.70548,0.0345,0.70548,0.034539999999999994,0,300,0.0164778,-9,-9,-9,-9,60003.2,34.8382,31.1137,17.7394,60003.1,0.258,1.0362200000000001,0.23319,-0.043077300000000006,0.0307807,23.5485,0.0295279,6.83299e-06,1.8583100000000002e-07,0.000312579,-2.35525e-08,-2.17169e-09,36,22.219,0.9651299999999999,11,0,5,1,0.70548,0,-92.854,43.1647,60003.2,1.35551,0.000282722,0.14,3.1,6.4518700000000005e-06,23.6108,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,156835,12,111,-9.0,3,0.96675,0.2827,0.96705,0.2827,0.96705,0.28271,0,300,0.00734744,-9,-9,-9,-9,60596.2,19.1741,17.5158,11.4285,60602.8,0.494,-0.7981729999999999,0.28375,-0.04938069999999999,0.0337655,24.5013,0.0372905,2.8409899999999997e-06,9.757610000000002e-08,0.00152668,-1.0022200000000001e-08,6.64998e-10,68,64.3062,0.6045699999999999,11,0,34,1,0.96705,0,-318.22900000000004,44.01,60602.1,-0.6698430000000001,-0.0731211,0.14,3.1,2.81298e-06,24.5121,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,96434,12,111,-9.0,3,0.6268,0.118,0.62676,0.118,0.62676,0.11800999999999999,0,300,0.00885044,-9,-9,-9,-9,60249.1,51.5819,32.2251,19.6426,60254.8,0.027,-2.63422,0.25505,-0.0501376,0.0439255,23.6457,0.0382009,6.2476300000000005e-06,2.19819e-07,1.06532e-05,-2.35427e-08,-2.65675e-09,8,8.45164,0.39064,11,0,36,1,0.62676,0,-335.061,42.8542,60256.9,-1.58839,0.000578955,0.14,3.1,5.87033e-06,23.7133,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,288900,12,111,-9.0,3,0.87831,0.0151,0.87859,0.0151,0.87859,0.01522,0,300,0.016637700000000002,-9,-9,-9,-9,60549.1,12.2949,9.714310000000001,8.95712,60556.6,0.149,-0.896553,0.35731999999999997,0.0046001,0.0430065,24.4899,0.05657040000000001,2.87116e-06,1.4959699999999999e-07,0.00103267,-3.13669e-08,1.0793900000000001e-09,60,41.0341,0.9709200000000001,11,0,84,1,0.87859,0,-335.44599999999997,43.7528,60557.7,-1.1452200000000001,0.0138428,0.14,3.1,2.61558e-06,24.5911,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,48583,12,111,-9.0,3,1.00627,0.0212,1.00736,0.0212,1.00736,0.02129,0,300,0.0160155,-9,-9,-9,-9,60345.2,8.171660000000001,8.05805,3.4927699999999997,60349.3,1.144,-1.4214,0.70982,0.07812519999999999,0.061010800000000004,25.0467,0.07595360000000001,1.7191e-06,1.20261e-07,0.00463471,-3.91024e-08,2.5883099999999997e-09,60,58.3932,0.53465,11,0,25,1,1.00736,0,373.379,44.1187,60348.3,-0.80847,0.053062,0.14,3.1,1.7435400000000002e-06,25.0314,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,59621,12,111,-9.0,3,0.93274,0.0629,0.92966,0.0629,0.92966,0.06293,0,300,0.0105296,-9,-9,-9,-9,60609.1,14.9482,13.6202,9.63541,60610.7,0.856,-1.17805,0.65982,0.07962799999999999,0.040037800000000005,24.7948,0.047236099999999996,2.1680599999999998e-06,9.43239e-08,0.00518294,-2.7363599999999998e-08,7.81463e-10,24,18.7053,0.76752,11,0,46,1,0.92966,0,501.89300000000003,43.908,60609.7,-1.5528899999999999,0.0361222,0.14,3.1,2.01855e-06,24.8724,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,325096,12,111,-9.0,3,0.9820200000000001,0.0259,0.97972,0.0259,0.97972,0.02598,0,300,0.00542372,-9,-9,-9,-9,60153.3,14.4952,12.2146,5.8116,60151.1,1.259,0.32403000000000004,0.5948100000000001,-0.013862000000000001,0.051006,24.7906,0.07282260000000002,2.17658e-06,1.45988e-07,0.00898604,-4.3865099999999995e-08,1.04042e-09,56,56.6899,0.44911,11,0,101,1,0.97972,0,257.96299999999997,44.0478,60151.2,-0.386644,-0.0321777,0.14,3.1,2.5069299999999996e-06,24.6371,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,9170,12,111,-9.0,3,0.58397,0.013,0.5833,0.013,0.5833,0.0131,0,300,0.0203787,-9,-9,-9,-9,59750.4,31.1128,30.9762,22.9297,59737.7,2.847,-0.311935,0.39418000000000003,-0.0185144,0.0609129,23.137,0.14331,9.981389999999998e-06,1.31748e-06,-0.00461261,1.4979e-07,-6.90279e-08,31,16.8696,0.98155,11,0,75,1,0.5833,0,-8.48585,42.6656,59737.1,-0.026619900000000002,-0.03715569999999999,0.14,3.1,9.51368e-06,23.1891,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,244539,12,111,-9.0,3,1.2182,0.0556,1.21835,0.0556,1.21835,0.05565,0,300,0.016615099999999997,-9,-9,-9,-9,60050.0,14.2238,13.9568,7.19872,60054.6,1.005,0.77579,0.5593,-0.11245899999999999,0.0559063,24.6048,0.0851307,2.5826599999999996e-06,2.02502e-07,-0.00039338,-4.583930000000001e-08,7.79551e-09,11,7.66075,0.74333,11,0,45,1,1.21835,0,730.799,44.6307,60053.2,0.5513600000000001,-0.139688,0.14,3.1,2.2481200000000003e-06,24.7554,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,206089,12,111,-9.0,3,0.9848399999999999,0.019,0.9815,0.019,0.9815,0.01911,0,300,0.0202193,-9,-9,-9,-9,60538.3,18.0737,15.0334,13.9229,60539.6,1.334,-0.615653,0.58854,-0.12536,0.0352268,24.3137,0.054713599999999994,3.37679e-06,1.70167e-07,0.00018988799999999998,-5.5660300000000006e-08,2.2481500000000003e-09,44,52.6497,0.17417,11,0,47,1,0.9815,0,521.4780000000001,44.0538,60539.7,-0.0747477,-0.147597,0.14,3.1,3.60849e-06,24.2417,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,185089,12,111,-9.0,3,0.69675,0.001,0.69455,0.001,0.69455,0.00197,0,300,0.0187179,-9,-9,-9,-9,59939.1,10.1006,8.7085,6.4652400000000005,59953.5,3.438,-0.867231,1.68495,0.0252836,0.1585,23.3908,0.3372,7.90071e-06,2.45374e-06,0.12935,-1.59156e-06,-1.73629e-07,8,7.839760000000001,0.44928,11,0,124,1,0.69455,0,239.02599999999998,43.129,59956.1,0.63131,-0.0834806,0.14,3.1,7.71405e-06,23.4168,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,104340,12,111,-9.0,3,1.24747,0.1056,1.24479,0.1056,1.24479,0.10562,0,300,0.0202193,-9,-9,-9,-9,60621.3,9.07894,6.76072,2.8542799999999997,60615.8,1.494,0.000950349,0.88746,-0.068036,0.0676597,25.2861,0.11945,1.37894e-06,1.51702e-07,0.00241399,-6.24626e-08,6.92645e-09,29,34.7663,0.21231999999999998,11,0,47,1,1.24479,0,257.79400000000004,44.6911,60614.1,-0.000182807,0.00663556,0.14,3.1,1.30414e-06,25.3467,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,121381,12,111,-9.0,3,0.6608,0.0405,0.6591100000000001,0.0405,0.6591100000000001,0.040530000000000004,0,300,0.0110993,-9,-9,-9,-9,60624.1,10.1397,8.57886,6.712389999999999,60641.1,0.026,-0.374891,1.04987,-0.0185702,0.1067,23.8447,0.34526,5.201519999999999e-06,1.6540700000000002e-06,0.0777901,-1.7159e-06,-1.17343e-07,4,12.9595,0.011475200000000001,11,0,65,1,0.6591100000000001,0,136.51,42.9894,60643.9,0.70911,0.0704809,0.14,3.1,5.70865e-06,23.7437,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,183153,12,111,-9.0,3,0.8531200000000001,0.1223,0.85436,0.1223,0.85436,0.12230999999999999,0,300,0.00848908,-9,-9,-9,-9,60662.2,26.5828,20.409,19.4996,60655.1,0.393,-0.37860900000000003,0.31454,0.00102993,0.032512,24.1546,0.0300995,3.90977e-06,1.08389e-07,0.00293136,-1.5463499999999998e-08,-4.807900000000001e-10,28,22.7709,0.74442,11,0,103,1,0.85436,0,-595.154,43.6769,60654.9,-0.528213,-0.0414563,0.14,3.1,3.55702e-06,24.2573,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,18593,12,111,-9.0,3,0.80083,0.0316,0.79725,0.0316,0.79725,0.03165,0,300,0.0089613,-9,-9,-9,-9,59770.4,23.6639,15.4007,13.7083,59758.9,2.256,0.3157,0.65376,-0.019524,0.04877619999999999,24.1853,0.0986388,3.80084e-06,3.4530500000000003e-07,0.00652694,-5.66784e-08,-6.656989999999999e-09,40,45.7962,0.24418,11,0,3,1,0.79725,0,670.9939999999999,43.4977,59760.1,-0.644009,-0.0108408,0.14,3.1,3.7870099999999998e-06,24.1893,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,257090,12,111,-9.0,3,0.8597899999999999,0.0159,0.8582299999999999,0.0159,0.8582299999999999,0.01601,0,300,0.00902038,-9,-9,-9,-9,60535.2,16.5132,14.2821,9.210230000000001,60534.1,0.094,1.16551,0.5623600000000001,0.18628,0.04140680000000001,24.5662,0.0397415,2.6763e-06,9.79612e-08,0.00464237,-2.5779200000000003e-08,-1.50385e-10,59,62.0644,0.36748000000000003,11,0,37,1,0.8582299999999999,0,51.2316,43.6922,60534.6,1.22261,0.16592,0.14,3.1,2.43125e-06,24.6704,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,332927,12,111,-9.0,3,0.46776,0.001,0.46526000000000006,0.001,0.46526000000000006,0.00178,0,300,0.019191099999999996,-9,-9,-9,-9,59801.4,43.2396,34.5754,27.7092,59805.8,0.021,0.27175,0.20074,0.12437999999999999,0.0239957,23.0668,0.0294074,1.06485e-05,2.88417e-07,0.000712755,-2.9677500000000002e-08,-4.745390000000001e-09,36,28.3816,0.81333,11,0,28,1,0.46526000000000006,0,380.65,42.0778,59805.8,-0.0577759,0.13673,0.14,3.1,9.911e-06,23.1447,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,146565,12,111,-9.0,3,0.58405,0.001,0.58502,0.001,0.58502,0.00187,0,300,0.0183372,-9,-9,-9,-9,59752.4,8.020489999999999,6.25225,3.62129,59711.5,4.066,-1.47688,1.6530799999999999,-0.152274,0.16985999999999998,23.1451,0.39699,9.907289999999998e-06,3.62249e-06,0.21561,-5.57645e-06,-4.8395e-07,19,13.1498,0.8708600000000001,11,0,132,1,0.58502,0,-476.06300000000005,42.6711,59701.3,0.24206999999999998,-0.015070600000000002,0.14,3.1,9.200570000000001e-06,23.2255,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,172473,12,111,-9.0,3,0.76344,0.0185,0.76252,0.0185,0.76252,0.018580000000000003,0,300,0.00904526,-9,-9,-9,-9,60574.2,15.4331,13.5231,12.7817,60576.4,0.756,0.36426,0.45073,0.13764,0.0386103,24.4009,0.037168400000000004,3.1163299999999997e-06,1.06682e-07,0.00386396,-2.62791e-08,-9.552009999999999e-10,40,38.8976,0.51978,11,0,129,1,0.76252,0,-112.62200000000001,43.3757,60576.5,0.36782,0.12414000000000001,0.14,3.1,3.2838599999999998e-06,24.344,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,250153,12,111,-9.0,3,0.57697,0.001,0.58054,0.001,0.58054,0.00187,0,300,0.018938,-9,-9,-9,-9,60327.4,11.079,8.77408,7.948980000000001,60295.8,0.073,-0.8626299999999999,0.57371,-0.15804,0.0818324,22.8456,0.14995999999999998,1.30546e-05,1.80312e-06,0.0289168,-9.481610000000001e-07,-1.1893100000000001e-07,20,22.7808,0.29969,11,0,94,1,0.58054,0,-517.131,42.6473,60295.0,-0.06781849999999999,-0.0769585,0.14,3.1,1.07826e-05,23.0532,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,32416,12,111,-9.0,3,1.0566,0.1799,1.0539399999999999,0.1799,1.0539399999999999,0.17991,0,300,0.020178,-9,-9,-9,-9,59933.2,8.00818,6.75035,4.67495,59947.5,0.039,1.48793,1.5505,0.18600999999999998,0.11900999999999999,24.9794,0.20489000000000002,1.82905e-06,3.4516100000000003e-07,0.0746576,-4.72513e-07,-1.98876e-09,8,11.6299,0.1685,11,0,90,1,1.0539399999999999,0,287.68,44.2441,59947.8,1.04767,0.03106,0.14,3.1,2.10138e-06,24.8287,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,137435,12,111,-9.0,3,0.75574,0.001,0.75458,0.001,0.75458,0.00202,0,300,0.0200875,-9,-9,-9,-9,60153.2,35.4134,25.8772,23.5509,60149.6,0.903,1.13532,0.26796,-0.10321500000000002,0.03075,23.4749,0.0356073,7.311820000000001e-06,2.3979500000000004e-07,0.00054689,-1.41215e-08,-2.44512e-09,52,50.444,0.53527,11,0,50,1,0.75458,0,143.882,43.3481,60149.3,0.9367200000000001,-0.0679336,0.14,3.1,6.2728599999999994e-06,23.6413,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,38948,12,111,-9.0,3,0.9734200000000001,0.2509,0.97526,0.2509,0.97526,0.25090999999999997,0,300,0.015596299999999999,-9,-9,-9,-9,60019.1,8.98983,7.436039999999999,6.59473,59999.8,0.903,0.88469,0.6683600000000001,0.00672054,0.044587699999999994,24.8759,0.0824559,2.01198e-06,1.52799e-07,-0.00202278,-6.96455e-08,2.7849200000000003e-09,44,42.8191,0.52222,11,0,43,1,0.97526,0,134.909,44.031,59999.1,0.17840999999999999,-0.00733013,0.14,3.1,2.55089e-06,24.6183,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,315848,12,111,-9.0,3,0.93447,0.1122,0.9329700000000001,0.1122,0.9329700000000001,0.11222,0,300,0.022516099999999997,-9,-9,-9,-9,60197.2,23.6534,16.7304,13.9788,60193.7,0.478,1.20597,0.33371,-0.0736963,0.0323904,24.1776,0.0404404,3.82771e-06,1.4257099999999999e-07,0.000485254,-2.37023e-08,1.05731e-09,52,39.6517,0.89541,11,0,68,1,0.9329700000000001,0,219.66,43.9158,60193.8,0.69135,-0.060243,0.14,3.1,3.52459e-06,24.2672,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,209848,12,111,-9.0,3,0.91763,0.0435,0.9135200000000001,0.0435,0.9135200000000001,0.043539999999999995,0,300,0.0167254,-9,-9,-9,-9,60209.2,14.1257,8.77019,7.71387,60208.0,0.647,-1.37592,0.46366,-0.079983,0.010064299999999998,24.5143,0.055593100000000006,2.80738e-06,1.43747e-07,0.000281748,-3.72765e-08,6.41893e-11,54,66.6122,0.11638,11,0,6,1,0.9135200000000001,0,747.346,43.8623,60207.6,-0.662297,-0.029152800000000003,0.14,3.1,2.84548e-06,24.4996,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,100991,12,111,-9.0,3,1.27372,0.0944,1.27283,0.0944,1.27283,0.09443,0,300,0.00904526,-9,-9,-9,-9,59797.4,5.61386,5.2489099999999995,4.19303,59791.8,1.404,0.6554800000000001,0.9419200000000001,0.049687699999999994,0.0767752,25.0005,0.13552,1.79393e-06,2.23917e-07,0.0120603,-1.23046e-07,9.000719999999999e-09,50,34.7542,0.9501299999999999,11,0,129,1,1.27283,0,-231.41400000000002,44.7492,59793.3,0.9068200000000001,-0.00149422,0.14,3.1,1.4221899999999998e-06,25.2526,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,208280,12,111,-9.0,3,1.3297299999999999,0.0909,1.3296299999999999,0.0909,1.3296299999999999,0.09093,0,300,0.00670728,-9,-9,-9,-9,60621.2,7.40373,5.459630000000001,4.44455,60626.1,0.436,1.50542,0.825,-0.05422130000000001,0.0623138,25.4829,0.14087,1.1504e-06,1.49256e-07,0.000181376,-6.60395e-08,6.39151e-09,44,30.6605,0.93637,11,0,30,1,1.3296299999999999,0,-245.644,44.8657,60624.6,0.94984,-0.0631071,0.14,3.1,1.5316899999999998e-06,25.1721,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,122791,12,111,-9.0,3,1.04974,0.2445,1.0503799999999999,0.2445,1.0503799999999999,0.24450999999999998,0,300,0.00870258,-9,-9,-9,-9,60168.2,11.9156,9.11417,3.4482199999999996,60172.1,1.115,0.23651,0.6902,0.0501531,0.0668831,24.9574,0.0765432,1.8665900000000002e-06,1.31592e-07,0.00949217,-4.95751e-08,2.73443e-09,41,49.6033,0.16771,11,0,117,1,1.0503799999999999,0,-638.7330000000001,44.2315,60171.2,0.59385,0.045025199999999994,0.14,3.1,1.92666e-06,24.923,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,92169,12,111,-9.0,3,0.73302,0.001,0.73229,0.001,0.73229,0.002,0,300,0.00811079,-9,-9,-9,-9,60532.3,46.0849,44.0056,26.9318,60530.1,0.321,0.9117799999999999,0.20759,-0.037775300000000005,0.0287904,23.5697,0.0251947,6.7006100000000005e-06,1.55489e-07,0.000332775,-1.1292599999999999e-08,-1.79084e-09,55,40.3028,0.9312299999999999,11,0,77,1,0.73229,0,-153.847,43.2677,60530.0,0.53955,-0.0510028,0.14,3.1,6.11457e-06,23.6691,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,53489,12,111,-9.0,3,0.9350799999999999,0.033,0.93427,0.033,0.93427,0.03306,0,300,0.00611278,-9,-9,-9,-9,60627.3,30.0211,27.3447,20.9187,60621.3,0.342,1.0679100000000001,0.26888,-0.0725616,0.0288475,24.2127,0.0316701,3.7061300000000004e-06,1.0810499999999999e-07,0.0009971239999999998,-1.41465e-08,1.98882e-10,60,64.7785,0.3136,11,0,115,1,0.93427,0,26.3983,43.9187,60622.0,1.07722,-0.07151669999999999,0.14,3.1,3.8151999999999995e-06,24.1812,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
