,VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIM_x0,SIM_mB,SIM_AV,SIM_RV
2336,SN:,149982,12,111,-9.0,3,0.81771,0.0105,0.8205100000000001,0.0105,0.8205100000000001,0.01066,0,300,0.015596299999999999,-9,-9,-9,-9,60031.0,28.3416,22.2721,17.7191,60035.0,0.422,0.18946,0.30625,-0.0359701,0.032705,24.0827,0.033438800000000005,4.17738e-06,1.28656e-07,0.00140133,-1.95241e-08,-1.79204e-10,24,13.0533,0.9652299999999999,11,0,43,1,0.8205100000000001,0,-207.49200000000002,43.5669,60035.1,0.52852,-0.04446169999999999,0.14,3.1,4.54975e-06,23.99,-9,-9
4402,SN:,290843,12,111,-9.0,3,0.6333,0.0374,0.63089,0.0374,0.63089,0.03743,0,300,0.018615700000000002,-9,-9,-9,-9,59826.3,41.2759,28.4968,21.7344,59824.6,0.888,-1.1335600000000001,0.2616,-0.026312099999999998,0.0363202,23.5996,0.036631300000000006,6.5187e-06,2.1993200000000001e-07,-0.00122281,-1.19094e-09,-3.74134e-09,40,43.9892,0.30641999999999997,11,0,44,1,0.63089,0,309.063,42.8747,59823.5,-1.15422,-0.010548,0.14,3.1,6.28894e-06,23.6386,-9,-9
8492,SN:,192661,12,111,-9.0,3,1.169,0.0905,1.16861,0.0905,1.16861,0.09052,0,300,0.0189989,-9,-9,-9,-9,59924.1,10.3867,9.22831,3.98067,59933.1,2.422,2.1946,1.66845,-0.119072,0.080185,25.1585,0.0949645,1.55101e-06,1.3566e-07,0.0640171,-6.28888e-09,7.32085e-09,17,18.7345,0.34398,11,0,23,1,1.16861,0,-425.381,44.5192,59928.1,0.0555294,-0.0326846,0.14,3.1,1.7217099999999998e-06,25.0451,-9,-9
4408,SN:,9408,12,111,-9.0,3,0.97849,0.0147,0.97783,0.0147,0.97783,0.014830000000000001,0,300,0.0203787,-9,-9,-9,-9,60168.2,15.6854,11.662,11.5744,60172.8,0.683,0.24349,0.4309,-0.013561400000000001,0.0362529,24.4935,0.05248440000000001,2.8615199999999998e-06,1.38326e-07,0.0014719,-3.211e-08,1.51798e-09,60,65.8353,0.28205,11,0,75,1,0.97783,0,-62.1361,44.0408,60172.0,-0.0699193,-0.012947700000000001,0.14,3.1,2.48785e-06,24.6454,-9,-9
9418,SN:,52659,12,111,-9.0,3,0.9030799999999999,0.1521,0.90138,0.1521,0.90138,0.15211,0,300,0.0192377,-9,-9,-9,-9,59870.1,22.7949,17.6087,16.4119,59856.2,0.396,1.11984,0.29585,-0.09152869999999999,0.0299825,24.1187,0.0340066,4.04136e-06,1.2657999999999999e-07,0.0008069619999999999,-2.0085900000000003e-08,2.55549e-10,40,40.8283,0.43388999999999994,11,0,86,1,0.90138,0,267.28,43.8237,59856.2,1.12629,-0.0493857,0.14,3.1,3.93398e-06,24.1479,-9,-9
9089,SN:,127774,12,111,-9.0,3,0.77336,0.0328,0.7747,0.0328,0.7747,0.03285,0,300,0.0180075,-9,-9,-9,-9,60434.0,30.8529,30.0375,16.2072,60434.0,0.153,-0.7582439999999999,0.31039,-0.123998,0.0324412,24.0486,0.030416000000000002,4.311e-06,1.2076900000000001e-07,-5.96443e-05,-8.247010000000001e-09,3.57551e-10,12,11.106,0.51986,11,0,55,1,0.7747,0,214.416,43.4152,60433.9,-0.675342,-0.0348278,0.14,3.1,4.3581199999999995e-06,24.0368,-9,-9
9525,SN:,30533,12,111,-9.0,3,1.00901,0.0387,1.00724,0.0387,1.00724,0.03875,0,300,0.010212299999999999,-9,-9,-9,-9,59866.0,11.4197,10.637,4.18621,59861.3,0.889,0.40158,0.53546,0.0843793,0.0673694,24.803,0.0562207,2.15182e-06,1.11424e-07,0.00832202,-3.4068099999999997e-08,1.49569e-09,32,21.805,0.91251,11,0,105,1,1.00724,0,83.7969,44.1215,59862.6,0.36048,0.0953031,0.14,3.1,1.79227e-06,25.0015,-9,-9
3852,SN:,31985,12,111,-9.0,3,0.80011,0.0775,0.79992,0.0775,0.79992,0.07752,0,300,0.012535,-9,-9,-9,-9,60209.3,22.1321,14.7604,10.0698,60215.1,0.512,0.63261,0.35184,0.13749,0.0372284,24.2793,0.037260800000000004,3.48577e-06,1.19626e-07,0.00266174,-2.47767e-08,-8.947510000000001e-10,52,62.6894,0.14725,11,0,123,1,0.79992,0,-166.19799999999998,43.5025,60215.6,0.57548,0.12047999999999999,0.14,3.1,3.03262e-06,24.4305,-9,-9
7015,SN:,121549,12,111,-9.0,3,0.8997700000000001,0.1568,0.9012700000000001,0.1568,0.9012700000000001,0.15680999999999998,0,300,0.0201718,-9,-9,-9,-9,59621.1,14.8967,12.8434,9.56744,59626.9,0.14,-2.14719,0.60625,-0.14901099999999998,0.0429687,24.3427,0.0727705,3.2879900000000003e-06,2.20375e-07,0.0023039,-8.137760000000001e-08,2.57208e-09,40,36.9646,0.6076699999999999,11,0,60,1,0.9012700000000001,0,213.86900000000003,43.8197,59623.2,-1.93723,-0.046613699999999994,0.14,3.1,2.63894e-06,24.5814,-9,-9
4520,SN:,163071,12,111,-9.0,3,0.49073,1.1965,0.49186,1.1965,0.49186,1.19651,0,300,0.0203787,-9,-9,-9,-9,60549.1,48.9267,35.3307,14.9855,60554.3,0.191,1.08209,0.16343,0.0329664,0.0594514,22.6763,0.06677539999999998,1.52571e-05,9.38351e-07,0.000647751,-3.91088e-08,-5.32634e-08,41,41.6423,0.44268,11,0,75,1,0.49186,0,-535.9540000000001,42.2168,60554.5,0.8758299999999999,-0.054142499999999996,0.14,3.1,1.69613e-05,22.5614,-9,-9
2415,SN:,229481,12,111,-9.0,3,0.9069799999999999,0.0373,0.9093100000000001,0.0373,0.9093100000000001,0.03735,0,300,0.015596299999999999,-9,-9,-9,-9,60031.0,13.0576,10.2155,8.47676,60025.2,0.845,-0.74595,0.54635,0.00716148,0.04462530000000001,24.784,0.059395500000000004,2.18988e-06,1.19798e-07,0.00252998,-3.46121e-08,1.278e-09,28,22.698,0.748,11,0,43,1,0.9093100000000001,0,-33.6691,43.8426,60025.8,-1.36769,0.0305069,0.14,3.1,2.23125e-06,24.7636,-9,-9
659,SN:,325075,12,111,-9.0,3,0.7994399999999999,0.016,0.79803,0.016,0.79803,0.0161,0,300,0.0135942,-9,-9,-9,-9,60611.1,42.7214,37.2388,23.9561,60617.1,0.227,-0.036294,0.17714000000000002,-0.0336126,0.0265927,23.8567,0.0240103,5.14414e-06,1.1375899999999999e-07,0.00014929399999999998,-7.50704e-09,-8.006900000000001e-10,60,65.686,0.28639000000000003,11,0,83,1,0.79803,0,201.185,43.4977,60617.1,-0.178564,-0.06539009999999999,0.14,3.1,4.6991000000000005e-06,23.955,-9,-9
9728,SN:,255668,12,111,-9.0,3,1.09338,0.2368,1.09362,0.2368,1.09362,0.23681,0,300,0.00862049,-9,-9,-9,-9,59942.1,20.719,16.4573,7.34883,59947.0,1.981,0.79123,1.1825299999999999,-0.12600899999999998,0.060089699999999996,24.6703,0.0574145,2.4315099999999998e-06,1.2858e-07,0.034376199999999996,8.62516e-09,4.324489999999999e-09,17,20.162,0.26603000000000004,11,0,18,1,1.09362,0,-320.998,44.3403,59946.5,0.56162,-0.0740576,0.14,3.1,2.43864e-06,24.6671,-9,-9
106,SN:,258740,12,111,-9.0,3,0.9323299999999999,0.0475,0.93321,0.0475,0.93321,0.04754,0,300,0.015596299999999999,-9,-9,-9,-9,59988.2,15.0554,10.9226,10.5741,59988.2,0.576,-0.127344,0.41318,-0.0705853,0.036526300000000005,24.4292,0.0505974,3.0360200000000004e-06,1.41484e-07,0.00133096,-3.11478e-08,1.4165e-09,44,43.3032,0.50137,11,0,43,1,0.93321,0,406.75300000000004,43.9138,59988.0,-0.5357350000000001,-0.0450148,0.14,3.1,2.8860400000000002e-06,24.4842,-9,-9
9318,SN:,114541,12,111,-9.0,3,1.01701,0.0408,1.01597,0.0408,1.01597,0.04085,0,300,0.013787299999999999,-9,-9,-9,-9,60223.2,11.9642,11.3686,4.7302800000000005,60219.5,0.93,-1.31097,0.55143,-0.036666699999999997,0.07814580000000002,24.8208,0.0659497,2.1168000000000002e-06,1.28578e-07,0.0100056,-2.86717e-08,3.75657e-09,44,26.3756,0.98374,11,0,110,1,1.01597,0,57.9323,44.1439,60220.4,-1.1951,-0.0302339,0.14,3.1,2.05591e-06,24.8525,-9,-9
28,SN:,245762,12,111,-9.0,3,0.8939,0.0668,0.8933399999999999,0.0668,0.8933399999999999,0.06682,0,300,0.00939609,-9,-9,-9,-9,60270.1,20.5791,19.7333,13.7708,60256.6,0.3,0.6139899999999999,0.34524,-0.0956458,0.0335301,23.9012,0.0517724,4.93759e-06,2.35445e-07,0.00312848,-6.60583e-08,-1.20738e-09,36,16.5664,0.9977,11,0,121,1,0.8933399999999999,0,-42.0874,43.7984,60256.6,0.54865,-0.0968578,0.14,3.1,4.28026e-06,24.0563,-9,-9
6615,SN:,216320,12,111,-9.0,3,0.57193,0.0083,0.57455,0.0083,0.57455,0.00845,0,300,0.015198900000000001,-9,-9,-9,-9,60327.3,33.196,24.9086,18.58,60311.1,1.53,1.6535799999999998,0.47552,-0.061898800000000004,0.04569840000000001,22.9946,0.08491900000000001,1.1380499999999999e-05,8.90103e-07,0.00364573,-1.4079700000000001e-07,-3.19455e-08,32,30.3984,0.54769,11,0,98,1,0.57455,0,-235.537,42.6213,60314.0,1.2849,0.0371418,0.14,3.1,9.49256e-06,23.1915,-9,-9
735,SN:,45144,12,111,-9.0,3,0.70894,0.1722,0.70878,0.1722,0.70878,0.17221,0,300,0.00734744,-9,-9,-9,-9,60192.3,14.9563,12.2673,11.8206,60181.9,0.174,-1.2994299999999999,0.46571,-0.0251444,0.054742099999999995,24.0209,0.06071030000000001,4.42239e-06,2.4728400000000003e-07,0.00858831,-8.29016e-08,-6.15038e-09,28,24.3289,0.66406,11,0,34,1,0.70878,0,-150.468,43.1802,60181.1,-0.33558699999999997,0.0522221,0.14,3.1,4.40918e-06,24.0241,-9,-9
3998,SN:,110817,12,111,-9.0,3,1.04521,0.1321,1.04734,0.1321,1.04734,0.13212000000000002,0,300,0.0164778,-9,-9,-9,-9,60434.0,17.0161,12.6538,5.68253,60443.4,0.04,-1.6052600000000001,0.00841472,-0.229809,0.022129,24.4969,0.0461969,2.8526299999999996e-06,1.2137600000000001e-07,0.000185577,2.7470400000000003e-10,7.25067e-10,8,9.254439999999999,0.32129,11,0,5,1,1.04734,0,75.4064,44.2222,60450.9,1.13037,-0.115756,0.14,3.1,3.2958300000000003e-06,24.3401,-9,-9
4764,SN:,192633,12,111,-9.0,3,1.06174,0.0451,1.0603200000000002,0.0451,1.0603200000000002,0.04515,0,300,0.0179976,-9,-9,-9,-9,60508.3,8.64045,6.3731800000000005,3.30953,60506.6,1.11,-0.717399,0.79424,-0.18140799999999999,0.09951239999999999,24.8767,0.12767,2.01064e-06,2.36436e-07,0.0195287,-1.0514900000000001e-07,9.42189e-09,38,34.6182,0.62662,11,0,40,1,1.0603200000000002,0,157.59,44.259,60507.0,-0.731798,-0.0403224,0.14,3.1,2.02029e-06,24.8715,-9,-9
3394,SN:,211880,12,111,-9.0,3,0.75267,0.0171,0.75283,0.0171,0.75283,0.01719,0,300,0.0110556,-9,-9,-9,-9,60606.1,29.3132,24.0322,17.5023,60608.7,0.398,-1.09571,0.37141,0.0842113,0.0323617,24.2343,0.0284726,3.63309e-06,9.5275e-08,0.00079407,-1.29109e-08,-6.66575e-10,24,24.6945,0.42251000000000005,11,0,24,1,0.75283,0,-430.217,43.3403,60609.1,-0.8768100000000001,0.0534865,0.14,3.1,3.5356400000000003e-06,24.2638,-9,-9
7728,SN:,249055,12,111,-9.0,3,0.99736,0.0404,0.9958100000000001,0.0404,0.9958100000000001,0.04045,0,300,0.019426099999999998,-9,-9,-9,-9,59839.1,9.27396,8.63049,5.5461,59849.1,0.093,-1.099,0.64118,0.000619884,0.0474816,24.9178,0.0679325,1.93588e-06,1.21124e-07,0.00570494,-4.5937599999999996e-08,1.4902100000000002e-09,40,41.4447,0.40748,11,0,128,1,0.9958100000000001,0,201.785,44.0906,59849.9,-0.875489,0.022736700000000002,0.14,3.1,1.93428e-06,24.9187,-9,-9
9562,SN:,218674,12,111,-9.0,3,0.84695,0.2618,0.84506,0.2618,0.84506,0.26181,0,300,0.0089613,-9,-9,-9,-9,59770.4,27.6093,18.93,16.7677,59769.1,2.424,-0.404373,0.6952,0.0163169,0.0395444,24.2358,0.049587900000000004,3.62809e-06,1.6570299999999998e-07,-0.00669203,3.58974e-08,-1.1213499999999999e-09,44,34.2778,0.85356,11,0,3,1,0.84506,0,153.28799999999998,43.6512,59760.9,0.42801000000000006,-0.0488653,0.14,3.1,4.2078699999999996e-06,24.0749,-9,-9
2744,SN:,221761,12,111,-9.0,3,0.81453,0.001,0.81262,0.001,0.81262,0.00207,0,300,0.0184642,-9,-9,-9,-9,60621.2,20.3579,18.4948,12.1608,60621.7,0.012,-0.630213,0.24435,-0.0303599,0.0353116,24.1518,0.0391948,3.92009e-06,1.41514e-07,0.00042493800000000003,-1.5510200000000002e-08,9.009459999999999e-10,20,28.904,0.0896673,11,0,32,1,0.81262,0,335.486,43.5467,60622.1,-0.0606794,-0.0349403,0.14,3.1,4.18078e-06,24.0819,-9,-9
5686,SN:,246644,12,111,-9.0,3,1.13805,0.2097,1.14058,0.2097,1.14058,0.20970999999999998,0,300,0.016039400000000002,-9,-9,-9,-9,59679.0,9.10988,5.7778599999999996,3.5892800000000005,59682.6,1.618,-1.7084400000000002,1.23193,-0.135217,0.0960608,25.075,0.10105,1.6749e-06,1.5588100000000002e-07,0.057996400000000004,-4.7451600000000005e-08,7.01749e-09,17,21.094,0.22211999999999998,11,0,59,1,1.14058,0,-12.4735,44.451,59684.5,1.10838,-0.013270400000000002,0.14,3.1,1.98665e-06,24.8897,-9,-9
944,SN:,31637,12,111,-9.0,3,0.41168000000000005,0.001,0.41084,0.001,0.41084,0.00173,0,300,0.0187179,-9,-9,-9,-9,60165.3,9.95415,9.50735,8.59314,60121.4,2.246,-2.23602,0.65284,-0.105511,0.09281310000000001,22.4973,0.202,1.79923e-05,3.3475099999999996e-06,0.010421600000000001,-1.86223e-06,-1.3909700000000002e-07,19,33.5442,0.0207864,11,0,124,1,0.41084,0,-98.4381,41.7543,60084.1,1.1086799999999999,0.1095,0.14,3.1,1.67716e-05,22.5736,-9,-9
7626,SN:,290628,12,111,-9.0,3,0.92575,0.0444,0.9253600000000001,0.0444,0.9253600000000001,0.04444,0,300,0.0214592,-9,-9,-9,-9,59887.1,16.5483,12.4692,12.3306,59895.6,0.192,0.12203,0.35241,-0.035211,0.039572500000000004,24.2314,0.058798199999999995,3.64268e-06,1.9727e-07,0.000724802,-4.00554e-08,2.01577e-09,12,5.55011,0.93704,11,0,58,1,0.9253600000000001,0,-123.693,43.8926,59897.8,1.00746,-0.062229599999999996,0.14,3.1,3.7718699999999994e-06,24.1936,-9,-9
7657,SN:,23782,12,111,-9.0,3,0.47493,0.001,0.47552,0.001,0.47552,0.00178,0,300,0.024123,-9,-9,-9,-9,60072.0,73.0111,53.2995,36.62,60061.2,0.133,-0.25121,0.18719,-0.10706099999999999,0.0224167,22.5754,0.029926599999999998,1.67431e-05,4.61496e-07,0.0009975989999999998,-5.464169999999999e-08,-7.084199999999999e-09,16,14.0061,0.59826,11,0,29,1,0.47552,0,341.16,42.1298,60061.3,-0.22749899999999998,-0.0546374,0.14,3.1,1.59628e-05,22.6272,-9,-9
3914,SN:,301397,12,111,-9.0,3,0.9014200000000001,0.067,0.8993899999999999,0.067,0.8993899999999999,0.06702999999999999,0,300,0.018615700000000002,-9,-9,-9,-9,59842.3,17.1313,14.3139,11.5873,59843.8,0.643,0.1179,0.39604,-0.053286900000000005,0.0388279,24.5317,0.053839599999999994,2.76254e-06,1.36989e-07,0.001732,-3.11871e-08,1.03529e-09,56,42.4151,0.91,11,0,44,1,0.8993899999999999,0,128.243,43.8182,59843.1,0.30958,-0.0269527,0.14,3.1,3.3381e-06,24.3263,-9,-9
1885,SN:,102525,12,111,-9.0,3,0.69501,0.001,0.6946,0.001,0.6946,0.00197,0,300,0.022516099999999997,-9,-9,-9,-9,60577.1,30.0009,22.6238,16.9205,60559.5,0.284,0.2299,0.30151999999999995,-0.043350900000000005,0.0331578,23.6071,0.0370741,6.4738199999999995e-06,2.21058e-07,0.00202186,-4.6658e-08,-3.2430999999999997e-09,48,43.2259,0.66848,11,0,68,1,0.6946,0,-78.3448,43.1269,60559.2,-0.175955,-0.0153276,0.14,3.1,5.733330000000001e-06,23.739,-9,-9
6105,SN:,146717,12,111,-9.0,3,0.8039,0.0236,0.80362,0.0236,0.80362,0.02367,0,300,0.021228,-9,-9,-9,-9,60624.2,17.356,15.8394,11.3704,60632.0,0.014,1.867,0.51378,0.0718925,0.0443244,24.2087,0.0590115,3.71981e-06,2.02177e-07,0.00175846,-7.018910000000001e-08,1.20039e-09,12,6.61313,0.8820899999999999,11,0,80,1,0.80362,0,-138.639,43.515,60630.1,0.42628999999999995,0.0210831,0.14,3.1,3.90611e-06,24.1556,-9,-9
4573,SN:,13598,12,111,-9.0,3,0.66647,0.0217,0.66542,0.0217,0.66542,0.021759999999999998,0,300,0.020624299999999998,-9,-9,-9,-9,60580.0,40.4338,36.2863,25.3093,60586.5,0.24,1.47153,0.2239,-0.030167900000000004,0.028916000000000004,23.4245,0.0279763,7.65966e-06,1.97368e-07,0.0007737289999999999,-2.2776400000000003e-08,-3.3169099999999995e-09,40,30.8846,0.8491200000000001,11,0,39,1,0.66542,0,103.059,43.0138,60586.4,1.19698,0.0187961,0.14,3.1,6.889450000000001e-06,23.5395,-9,-9
9186,SN:,268009,12,111,-9.0,3,0.8792700000000001,0.2613,0.8816799999999999,0.2613,0.8816799999999999,0.26131,0,300,0.015625200000000002,-9,-9,-9,-9,60386.1,17.9658,14.0001,11.1362,60385.9,0.275,0.61639,0.43141,0.0395634,0.0373374,24.3556,0.046214599999999995,3.24913e-06,1.383e-07,0.00115042,-3.52681e-08,6.765850000000001e-10,40,32.5901,0.7910699999999999,11,0,26,1,0.8816799999999999,0,-68.46,43.7598,60384.9,0.64936,0.00906207,0.14,3.1,3.32061e-06,24.3319,-9,-9
6871,SN:,279729,12,111,-9.0,3,0.53676,0.001,0.53732,0.001,0.53732,0.00184,0,300,0.0192221,-9,-9,-9,-9,59947.3,42.7355,36.6945,24.4428,59938.6,1.313,0.23175,0.323,-0.036033300000000004,0.0284533,22.8735,0.0509393,1.2723e-05,5.9692e-07,-0.00150887,6.73182e-08,-1.1777799999999999e-08,36,38.2048,0.36956999999999995,11,0,127,1,0.53732,0,371.255,42.4484,59935.8,0.63058,-0.08058580000000001,0.14,3.1,1.4317899999999999e-05,22.7453,-9,-9
7205,SN:,315085,12,111,-9.0,3,0.93825,0.0382,0.9380700000000001,0.0382,0.9380700000000001,0.03825,0,300,0.0214592,-9,-9,-9,-9,59854.1,11.5011,8.67861,4.88905,59859.1,0.858,0.5145,0.5785399999999999,0.12002,0.0127864,24.8383,0.0553313,2.0830000000000002e-06,1.06154e-07,0.00421307,-3.84907e-08,4.4585400000000005e-10,40,43.3202,0.33159,11,0,58,1,0.9380700000000001,0,-186.85,43.9289,59859.1,0.36901999999999996,0.0962366,0.14,3.1,2.13681e-06,24.8106,-9,-9
1745,SN:,52104,12,111,-9.0,3,0.42312,0.001,0.4237,0.001,0.4237,0.00174,0,300,0.017937400000000003,-9,-9,-9,-9,59887.0,52.7674,39.8829,32.238,59892.5,1.246,-1.08905,0.7933100000000001,0.11627,0.028232599999999997,22.8755,0.0470425,1.27001e-05,5.502660000000001e-07,0.010590500000000001,2.6135500000000003e-07,-1.94314e-09,11,3.5270300000000003,0.98177,11,0,100,1,0.4237,0,-355.17,41.8315,59891.8,-1.3847200000000002,0.13823,0.14,3.1,1.04345e-05,23.0888,-9,-9
10069,SN:,339052,12,111,-9.0,3,0.60648,0.0503,0.60583,0.0503,0.60583,0.05032,0,300,0.01807,-9,-9,-9,-9,60490.3,17.3424,16.9426,14.443,60475.9,4.345,0.5423899999999999,0.9500200000000001,0.0852891,0.10609,23.6421,0.26915,6.26876e-06,1.554e-06,0.0641153,-9.03113e-07,-1.51517e-07,28,24.5882,0.65015,11,0,81,1,0.60583,0,-2.73252,42.7653,60478.2,-0.0103931,0.0835462,0.14,3.1,6.16143e-06,23.6608,-9,-9
