VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_SHAPE,SIM_AV,SIMNULL1,SIM_RV,SIM_x0,SIM_mB,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIMSED_Cart_INDEX,SIMSED_Mejecta,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature,SIMSED_TDE_INDEX,SIMSED_Rph0,SIMSED_Tvis,SIMSED_b,SIMSED_bhmass,SIMSED_eff,SIMSED_lphoto,SIMSED_starmass,SIMSED_stretch,SIMSED_color,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_IBC_INDEX,SIMSED_Kinetic_energy,SIMSED_F_nickel,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho,types_names
SN:,16905,12,143,-9.0,3,0.69313,0.0178,0.69234,0.0178,0.69234,0.01788,0,300,0.0236829,-9,-9,-9,-9,60535.1,15.1092,10.7864,7.406460000000001,60536.9,1.0270000000000001,0.72035,0.96383,0.040506699999999986,0.048934,24.7147,0.0500996,2.3340400000000003e-06,1.077e-07,0.00793828,-5.87746e-08,-9.6896e-10,52,51.1193,0.50851,43,154,1,1,0.69234,0,33.1151,43.1187,60538.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,154.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,318729,12,143,-9.0,3,0.8305899999999999,0.035,0.82988,0.035,0.82988,0.03505,0,300,0.00734744,-9,-9,-9,-9,59825.3,8.75496,6.52996,5.8316,59805.7,4.537,-0.8358629999999999,1.05914,-0.0457874,0.08134569999999999,24.0913,0.21269,4.14454e-06,8.11892e-07,0.0124769,-1.84218e-07,-2.90036e-08,36,28.9059,0.8265899999999999,43,321,34,1,0.82988,0,2.27687,43.6014,59825.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,321.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,228278,12,143,-9.0,3,0.5030100000000001,0.2028,0.50476,0.2028,0.50476,0.20281,0,300,0.0174666,-9,-9,-9,-9,60434.0,32.9672,21.0051,20.4514,60441.5,0.04,1.49192,0.61652,-0.0247815,0.0285629,23.9619,0.0556071,4.66914e-06,2.39135e-07,0.00149496,-1.26395e-07,-1.3825100000000002e-09,11,11.1846,0.42793,43,624,0,1,0.50476,0,-3.90218,42.2833,60450.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,624.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,199949,12,143,-9.0,3,0.95808,0.013000000000000001,0.95638,0.013000000000000001,0.95638,0.01314,0,300,0.021744,-9,-9,-9,-9,59826.3,5.83495,5.46672,4.26262,59812.1,0.125,-0.489895,1.52453,-0.00133057,0.0804151,25.1364,0.19008,1.58285e-06,2.77109e-07,0.0311938,-3.67431e-07,3.24295e-10,48,55.5156,0.21255,43,648,61,1,0.95638,0,33.6653,43.9824,59816.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,648.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,320143,12,143,-9.0,3,0.75197,0.0256,0.7499100000000001,0.0256,0.7499100000000001,0.02567,0,300,0.021935,-9,-9,-9,-9,60209.2,11.3192,10.7914,6.66459,60193.7,0.955,0.72014,0.7711399999999999,-0.00277599,0.0511712,24.7841,0.0680157,2.18956e-06,1.37164e-07,0.00469658,-6.93186e-08,6.91727e-10,38,39.5543,0.40043,43,610,99,1,0.7499100000000001,0,181.242,43.3327,60201.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,610.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,52129,12,143,-9.0,3,0.49279,0.001,0.49413,0.001,0.49413,0.0018,0,300,0.016497400000000002,-9,-9,-9,-9,59694.0,35.155,22.7137,16.7831,59698.9,1.159,0.64202,0.86155,0.0406163,0.0291337,23.616999999999997,0.0343346,6.41486e-06,2.02859e-07,0.00868249,-1.5301899999999998e-08,-1.26496e-09,16,23.31,0.10569,43,215,64,1,0.49413,0,123.062,42.2285,59698.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,215.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,280150,12,143,-9.0,3,0.52412,0.001,0.52722,0.001,0.52722,0.00182,0,300,0.0192221,-9,-9,-9,-9,59588.3,13.5421,13.1317,9.60469,59584.4,3.912,-0.808208,1.36219,0.21308,0.07206710000000001,24.5385,0.12364,2.7454e-06,3.12639e-07,-0.023797400000000003,1.60555e-07,-1.71986e-08,31,31.5896,0.43681,43,776,127,1,0.52722,0,-392.758,42.3951,59584.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,776.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,213236,12,143,-9.0,3,0.7371,0.124,0.73611,0.124,0.73611,0.12401,0,300,0.0133278,-9,-9,-9,-9,60668.1,8.9297,6.17229,4.96411,60681.1,3.237,0.21083,1.53291,-0.211475,0.07601269999999999,25.338,0.33175,1.31465e-06,4.01699e-07,-0.0043696,-1.55374e-07,3.64512e-09,12,22.7647,0.0297913,43,742,122,1,0.73611,0,79.5789,43.2819,60685.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,742.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,28647,12,143,-9.0,3,0.93589,0.0725,0.93534,0.0725,0.93534,0.07252,0,300,0.0133278,-9,-9,-9,-9,59945.1,10.6906,8.320889999999999,7.5472199999999985,59937.9,1.183,-0.213525,0.8697299999999999,0.025752800000000003,0.0458331,25.4017,0.06657510000000001,1.23977e-06,7.602e-08,0.00605096,-2.66166e-08,1.3747999999999998e-09,28,30.7002,0.33055,43,150,122,1,0.93534,0,-80.5351,43.9215,59941.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,150.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,132735,12,143,-9.0,3,0.91027,0.0215,0.91032,0.0215,0.91032,0.02159,0,300,0.00870234,-9,-9,-9,-9,60241.1,5.44591,5.4273,3.30301,60244.7,1.982,1.18337,1.25707,-0.05906910000000001,0.06991010000000003,25.9368,0.15324000000000002,7.5734e-07,1.06892e-07,0.00296464,-8.37997e-08,3.2378e-09,44,48.0307,0.31284,43,415,7,1,0.91032,0,-233.858,43.8481,60252.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,415.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,139994,12,143,-9.0,3,0.92348,0.2412,0.92215,0.2412,0.92215,0.24121,0,300,0.00611278,-9,-9,-9,-9,59842.2,6.34355,5.3434,3.61153,59836.5,1.931,-0.4520020000000001,0.98081,0.11604,0.0707845,25.2919,0.0969798,1.37164e-06,1.22518e-07,0.00922423,-6.1878e-08,1.88428e-09,56,62.4871,0.2568,43,349,115,1,0.92215,0,182.552,43.8843,59850.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,349.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
SN:,172668,12,143,-9.0,3,0.69004,0.0289,0.68866,0.0289,0.68866,0.02895,0,300,0.0191911,-9,-9,-9,-9,59884.2,17.0316,12.9262,10.5639,59877.9,0.469,-1.94776,0.43862,-0.0253668,0.04288,24.6366,0.0422464,2.5081200000000003e-06,9.75918e-08,0.00380949,-2.3693e-08,-8.71693e-10,56,52.218999999999994,0.6187600000000001,43,611,28,1,0.68866,0,-12.5978,43.1053,59880.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,611.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,Iax
