VARNAMES:,CID,IDSURVEY,TYPE,FIELD,CUTFLAG_SNANA,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_sSFR,HOST_sSFR_ERR,PKMJDINI,SNRMAX1,SNRMAX2,SNRMAX3,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITCHI2,FITPROB,SIM_TYPE_INDEX,SIM_TEMPLATE_INDEX,SIM_LIBID,SIM_NGEN_LIBID,SIM_ZCMB,SIM_ZFLAG,SIM_VPEC,SIM_DLMAG,SIM_PKMJD,SIM_SHAPE,SIM_AV,SIMNULL1,SIM_RV,SIM_x0,SIM_mB,SIMSED_pc1,SIMSED_pc2,SIMSED_pc3,SIMSED_II_INDEX,SIMSED_IIN_INDEX,SIMSED_Mejecta,SIMSED_Kinetic_energy,SIMSED_Mcsm,SIMSED_R0,SIMSED_Rho,SIMSED_Iax_INDEX,SIMSED_M_V,SIMSED_t_rise,SIMSED_dm15B,SIMSED_dm15R,SIMSED_IBC_INDEX,SIMSED_F_nickel,SIMSED_stretch,SIMSED_color,LCLIB_SEED,LCLIB_TAU,LCLIB_SFU,LCLIB_SFG,LCLIB_SFR,LCLIB_SFI,LCLIB_SFZ,LCLIB_SFY,LCLIB_REDSHIFT,LCLIB_EVENT_ID,SIM_x1,SIM_c,SIM_alpha,SIM_beta,SIMSED_SLSN_INDEX,SIMSED_bfield,SIMSED_mns,SIMSED_pspin,SIMSED_kappa,SIMSED_kappagamma,SIMSED_mej,SIMSED_temp,SIMSED_vej,SIMSED_Cart_INDEX,SIMSED_Vejecta,SIMSED_Fnick,SIMSED_Kappagamma,SIMSED_Temperature
SN:,102217,12,102,-9.0,3,0.84535,0.0332,0.8436,0.0332,0.8436,0.033260000000000005,0,300,0.0187179,-9,-9,-9,-9,59854.2,5.1858900000000006,5.14405,4.2916,59862.5,1.826,1.75452,1.38988,-0.10358900000000001,0.0730637,25.7728,0.11822,8.80765e-07,9.590060000000001e-08,0.053047300000000006,-9.24627e-08,-3.66576e-10,60,81.5771,0.0334283,2,201,124,3,0.8436,0,67.4721,43.6465,59857.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,226230,12,102,-9.0,3,0.3823,0.001,0.37981,0.001,0.37981,0.00171,0,300,0.015745099999999998,-9,-9,-9,-9,59924.1,9.01465,5.50403,5.40565,59923.9,1.572,0.99749,2.0355,-0.16391,0.0752313,25.4005,0.10380999999999999,1.24103e-06,1.18654e-07,0.10899,-1.9720300000000002e-07,-5.597919999999999e-09,16,21.2772,0.1681,2,208,67,4,0.37981,0,398.37300000000005,41.5559,59919.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,126121,12,102,-9.0,3,0.77866,0.0778,0.77852,0.0778,0.77852,0.07782,0,300,0.00916309,-9,-9,-9,-9,60635.0,9.528960000000001,6.23149,5.04561,60643.4,1.074,2.3261700000000003,0.9860200000000001,-0.248975,0.0546729,25.719,0.0918307,9.25532e-07,7.82808e-08,0.0146184,-5.1755699999999994e-08,8.616560000000001e-10,40,62.7309,0.012323,2,216,63,1,0.77852,0,-159.118,43.4301,60639.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,204663,12,102,-9.0,3,0.6682100000000001,0.2068,0.6663399999999999,0.2068,0.6663399999999999,0.20681,0,300,0.0228397,-9,-9,-9,-9,59770.2,12.8462,8.893460000000001,5.74348,59772.0,0.786,1.4258600000000001,0.8554799999999999,-0.10546300000000002,0.0597547,25.1278,0.0721183,1.5955e-06,1.0597899999999999e-07,0.00225578,-5.74952e-08,6.90895e-10,51,53.925,0.36316,2,201,51,4,0.6663399999999999,0,365.76300000000003,43.0186,59765.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,155215,12,114,-9.0,3,0.7066399999999999,0.001,0.7067899999999999,0.001,0.7067899999999999,0.00198,0,300,0.00939609,-9,-9,-9,-9,59873.2,6.83668,5.56234,4.50079,59865.1,1.274,-1.9786299999999999,1.09257,0.11125,0.0897789,25.7873,0.0914762,8.690810000000001e-07,7.32224e-08,0.0219304,-4.67668e-08,-1.25468e-09,64,69.5558,0.29595,14,667,121,2,0.7067899999999999,0,-234.165,43.1724,59861.8,-9.0,0.11538,-9.0,3.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,667.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,267732,12,112,-9.0,3,0.7318,0.1091,0.73164,0.1091,0.73164,0.10912000000000001,0,300,0.0170245,-9,-9,-9,-9,60162.1,8.53753,5.79104,2.66361,60170.8,0.103,1.0803,1.33061,-0.278742,0.0777469,25.924,0.13078,7.663169999999999e-07,9.23018e-08,-0.00256764,-7.115260000000001e-08,3.98843e-09,56,55.9163,0.47801000000000005,12,26,69,4,0.73164,0,-180.34099999999998,43.2646,60158.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0627669,0.0346008,0.028695099999999998,70.721,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,128938,12,102,-9.0,3,0.34342,0.001,0.34203,0.001,0.34203,0.00168,0,300,0.012535,-9,-9,-9,-9,60567.2,5.82244,5.565119999999999,4.88586,60517.6,5.552,0.5122899999999999,0.8936299999999999,-0.032213900000000004,0.16145,23.3147,0.22763000000000003,8.47428e-06,1.77671e-06,-0.00904537,-1.01696e-06,-1.19461e-07,24,15.7311,0.9226,2,213,123,1,0.34203,0,246.05900000000003,41.2879,60526.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,185930,12,112,-9.0,3,0.30039,0.001,0.2998,0.001,0.2998,0.00164,0,300,0.00846776,-9,-9,-9,-9,60567.2,8.51334,7.45176,7.265339999999999,60510.0,1.67,2.01118,2.42253,0.28848,0.17853,23.3241,0.27358000000000005,8.401510000000001e-06,2.1169799999999997e-06,-0.24234099999999997,-4.10081e-06,-4.318169999999999e-08,12,19.9776,0.09577089999999999,12,8,35,2,0.2998,0,18.2546,40.9548,60504.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.08170369999999999,0.018959900000000002,0.00939323,68.3976,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,314464,12,112,-9.0,3,0.58207,0.001,0.57952,0.001,0.57952,0.00187,0,300,0.00595685,-9,-9,-9,-9,59899.1,14.6265,5.87505,4.9922699999999995,59909.3,0.594,-0.481362,0.49767,-0.20594899999999997,0.059148599999999996,25.2024,0.0637783,1.48946e-06,8.749369999999999e-08,0.00824036,-2.99345e-08,-9.77068e-10,44,42.7837,0.52375,12,73,42,4,0.57952,0,581.185,42.6511,59899.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.1035,0.0197343,0.0148459,83.5122,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,227377,12,112,-9.0,3,0.63308,0.001,0.63381,0.001,0.63381,0.00192,0,300,0.0214592,-9,-9,-9,-9,60184.4,8.855739999999999,5.36275,4.12331,60191.1,0.045,1.13754,0.9357200000000001,-0.256468,0.0696843,25.3316,0.08286360000000001,1.32241e-06,1.0092599999999999e-07,0.0127176,-5.7230300000000007e-08,1.1609400000000001e-09,48,64.7001,0.05418919999999999,12,89,58,3,0.63381,0,-423.815,42.8827,60181.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.11062000000000001,0.030027099999999998,0.013468200000000001,96.1624,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,89586,12,112,-9.0,3,0.62652,0.0223,0.62489,0.0223,0.62489,0.022359999999999998,0,300,0.0228397,-9,-9,-9,-9,60577.0,9.51511,6.23859,4.41624,60586.4,0.749,-1.1387399999999999,0.6563,-0.293215,0.06903150000000001,25.2004,0.08373889999999999,1.49226e-06,1.15092e-07,0.0128291,-5.0571099999999995e-08,9.3802e-11,40,37.1916,0.59739,12,83,51,3,0.62489,0,299.5,42.8484,60578.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.10345,0.0209915,0.0300384,86.0036,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,62569,12,102,-9.0,3,0.87031,0.0348,0.8690200000000001,0.0348,0.8690200000000001,0.03485,0,300,0.00695571,-9,-9,-9,-9,60194.1,8.10325,6.7275100000000005,4.02994,60194.5,1.804,2.73349,1.60033,-0.11000599999999999,0.0194113,25.6763,0.13226,9.62658e-07,1.17263e-07,0.00329249,-1.62913e-07,6.67976e-11,48,52.1373,0.3162,2,201,96,3,0.8690200000000001,0,-14.8444,43.7253,60187.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,181417,12,112,-9.0,3,0.62966,0.0325,0.62742,0.0325,0.62742,0.03253,0,300,0.0226438,-9,-9,-9,-9,60199.2,9.48028,6.08496,4.41553,60211.7,1.062,-0.10446199999999999,0.76705,-0.281089,0.074283,25.1097,0.08816639999999999,1.62222e-06,1.31731e-07,0.019616400000000003,-6.6575e-08,9.95039e-11,32,23.8527,0.8497,12,80,97,2,0.62742,0,272.91700000000003,42.8599,60199.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.15903,0.0211689,0.00800987,119.51299999999999,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
SN:,131638,12,102,-9.0,3,0.87703,0.2197,0.87877,0.2197,0.87877,0.21971,0,300,0.01807,-9,-9,-9,-9,59873.0,8.22401,5.06428,4.2111,59880.0,1.725,-1.9735900000000002,1.56266,-0.26239,0.062289300000000006,25.9239,0.13465,7.66382e-07,9.504569999999999e-08,0.0300876,-5.85656e-08,2.6869e-09,28,28.2301,0.4523,2,227,81,3,0.87877,0,-750.232,43.7517,59876.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
