z,mu,muerr
0.42318,42.0168,0.1195
0.4237,41.7471,0.1256
0.4239600000000001,41.7514,0.1296
0.42419,41.9429,0.114
0.42683,41.9206,0.1102
0.42703,41.9092,0.1117
0.42818,41.5775,0.2777
0.42865,41.7746,0.1116
0.43114,41.7146,0.2173
0.43242,41.9453,0.1155
0.43422,41.8702,0.1111
0.43499,41.9836,0.1486
0.43507,41.9336,0.1269
0.43546,41.9958,0.1123
0.4358800000000001,41.8581,0.1114
0.43875,41.9204,0.11
0.4402100000000001,41.7614,0.117
0.44125,42.0099,0.1101
0.44153,41.7907,0.1106
0.4421600000000001,41.9988,0.2086
0.4422,42.1538,0.1411
0.44258,42.0197,0.1142
0.44338,41.8408,0.1162
0.44347,41.9606,0.1108
0.44599,41.8867,0.1104
0.44704,41.7845,0.1301
0.44814,41.9847,0.1124
0.4484800000000001,41.9425,0.1104
0.44852,42.3885,0.1679
0.449,41.948,0.1128
0.44913,42.0436,0.1113
0.45046,42.2825,0.219
0.45182,42.0367,0.1114
0.45288,42.0142,0.1243
0.45305,41.9665,0.1214
0.45356,42.19,0.1031
0.4536600000000001,42.0127,0.2014
0.45443,41.9903,0.1131
0.45489,41.8754,0.1137
0.45524,42.081,0.1125
0.45539,42.0726,0.1168
0.45548,42.7278,0.4278
0.45551,41.8964,0.1107
0.45637,42.0327,0.1094
0.45642,42.0577,0.132
0.45656,42.068,0.115
0.45697,42.1884,0.1614
0.45703,41.9687,0.1101
0.45724,42.0236,0.1115
0.46001,41.9904,0.111
0.4602600000000001,41.7359,0.1189
0.4604,42.2741,0.1227
0.46091,42.0666,0.1287
0.46099,42.0485,0.115
0.46127,42.0612,0.122
0.46178,42.0585,0.2521
0.46216,42.0352,0.1104
0.46338,41.9969,0.1159
0.46342,42.0769,0.1644
0.46428,42.036,0.1148
0.46525,42.1289,0.1103
0.46532,42.0761,0.1203
0.46648,42.0528,0.1119
0.46769,41.9864,0.1228
0.4679100000000001,42.0882,0.1204
0.46811,41.986,0.1133
0.46873,42.1851,0.1272
0.4688600000000001,42.1129,0.1124
0.4694100000000001,42.2985,0.494
0.46949,42.1037,0.109
0.4708,42.1025,0.1107
0.47139,42.2926,0.1142
0.47168,42.2245,0.1131
0.47381,41.957,0.1141
0.47393,42.1625,0.1187
0.47422,42.1333,0.1135
0.47492,42.3,0.1143
0.4753600000000001,42.0724,0.1113
0.47728,42.1363,0.1105
0.4774100000000001,42.197,0.1117
0.47766,41.9959,0.1099
0.47953,42.0444,0.1129
0.4799100000000001,42.2493,0.1133
0.48058,42.3872,0.1178
0.48102,42.1812,0.1165
0.4813,42.0429,0.1116
0.48193,42.2198,0.1173
0.4819600000000001,41.9675,0.1131
0.48197,42.1748,0.1119
0.48284,42.2702,0.1295
0.48349,42.2683,0.1141
0.4835600000000001,42.2188,0.1115
0.48389,42.021,0.1104
0.48452,42.2029,0.1112
0.48565,42.2568,0.1145
0.48589,42.0177,0.1111
0.48592,42.232,0.1366
0.48611,42.2255,0.1132
0.48643,42.1461,0.1187
0.48647,42.182,0.1114
0.48747,42.2604,0.1043
0.48779,41.9717,0.1523
0.48812,42.1567,0.1115
0.48875,42.4403,0.1256
0.48891,42.1837,0.2358
0.48909,42.2761,0.1385
0.48916,42.3339,0.1129
0.48947,42.2752,0.111
0.48981,42.2724,0.3473
0.49078,42.504,0.1152
0.49168,42.0623,0.1146
0.49169,42.2329,0.1145
0.49174,42.2938,0.1148
0.49295,42.7229,0.3122
0.49318,42.5662,0.3186
0.49395,42.2752,0.1144
0.49452,42.2489,0.1109
0.49558,42.1498,0.1172
0.49582,43.177,0.1652
0.49583,42.1393,0.1122
0.4964,42.409,0.1129
0.4965600000000001,42.4387,0.165
0.49724,42.2167,0.1147
0.49742,42.2467,0.212
0.4976600000000001,42.1597,0.1159
0.49767,42.2617,0.1235
0.49781,42.2625,0.1138
0.49817,42.2078,0.1175
0.49946,42.2606,0.1109
0.49993,42.1415,0.1114
0.50044,42.8915,0.3209
0.50143,42.2308,0.1292
0.50233,42.4618,0.1132
0.50297,42.1118,0.2076
0.50363,42.2784,0.1289
0.50412,42.3877,0.1573
0.5043300000000001,42.2346,0.115
0.50443,42.1224,0.1177
0.5045,42.2255,0.1363
0.50465,42.2925,0.1125
0.5047,42.3179,0.1186
0.5048699999999999,42.2625,0.2139
0.50507,42.0739,0.1179
0.50548,42.4139,0.158
0.50556,42.0221,0.1151
0.50572,42.245,0.1155
0.50573,42.1786,0.114
0.50613,42.261,0.1873
0.5071100000000001,42.1641,0.1118
0.50808,42.3044,0.1141
0.5081399999999999,42.3117,0.1169
0.50934,42.2756,0.12
0.51062,42.5242,0.1166
0.51131,42.3751,0.121
0.51142,42.2875,0.1157
0.51273,42.3371,0.1131
0.5129,42.4348,0.1141
0.51313,42.2828,0.1159
0.51318,42.2207,0.1148
0.51389,42.3763,0.1194
0.51413,42.2405,0.1148
0.5148699999999999,42.3618,0.1194
0.51545,42.2917,0.1114
0.51668,42.4932,0.1159
0.51671,42.2392,0.2259
0.51677,42.2674,0.1227
0.51765,42.3169,0.1111
0.5185,42.5293,0.1187
0.51928,42.5541,0.1741
0.5193,42.6914,0.8629
0.51945,42.3571,0.1177
0.51958,42.4156,0.1214
0.51966,42.4961,0.1795
0.51977,42.2421,0.121
0.5199600000000001,42.4036,0.124
0.52015,42.204,0.151
0.52022,42.3668,0.1383
0.52183,42.2778,0.1127
0.5220199999999999,42.4761,0.165
0.52222,42.3141,0.1935
0.52258,42.4668,0.1121
0.52265,42.4368,0.314
0.52425,42.3164,0.111
0.52436,42.4379,0.1155
0.52579,42.5906,0.1129
0.52633,42.2265,0.1604
0.52646,42.377,0.1148
0.52727,42.3628,0.1152
0.52768,42.4945,0.1242
0.52855,42.3109,0.1123
0.52876,42.2911,0.129
0.52893,42.3552,0.2541
0.52968,42.5824,0.1181
0.53079,42.4786,0.1143
0.5328,42.5961,0.1129
0.5329,42.2126,0.1257
0.53355,42.285,0.1184
0.53403,42.6453,0.128
0.53433,42.39,0.1374
0.53503,42.3774,0.1323
0.53559,42.279,0.1245
0.5361,42.3648,0.1164
0.53614,42.4557,0.1126
0.53855,42.375,0.1135
0.53864,42.6572,0.128
0.53976,42.4486,0.1185
0.54014,42.5794,0.113
0.54059,42.5077,0.1243
0.541,42.3021,0.1613
0.54135,42.667,0.3208
0.54166,42.6448,0.1287
0.54167,42.4855,0.153
0.54194,42.6208,0.12
0.54225,42.6286,0.1429
0.5431600000000001,42.3976,0.1141
0.54486,42.4848,0.1624
0.54492,42.4287,0.1148
0.5456,42.3141,0.1667
0.54584,42.3924,0.1131
0.54585,42.4504,0.1201
0.54586,42.6399,0.1241
0.54665,42.3713,0.1257
0.5472199999999999,42.6519,0.1058
0.5472600000000001,42.6596,0.1927
0.54801,42.2697,0.146
0.5494,42.511,0.7276
0.5505399999999999,42.4316,0.1663
0.55091,42.7593,0.1257
0.55094,42.5502,0.1227
0.55209,42.5752,0.1178
0.55213,42.3921,0.1447
0.55273,42.6386,0.14
0.55372,42.586,0.1231
0.55387,42.5821,0.1176
0.55509,42.7758,0.1833
0.55635,42.6861,0.1138
0.55692,41.9439,0.321
0.5571699999999999,42.4521,0.1324
0.55793,42.4802,0.2501
0.55858,42.7014,0.1527
0.55875,42.6546,0.2791
0.55891,42.6448,0.1778
0.55913,42.5869,0.1245
0.55958,42.5918,0.1189
0.56001,42.3125,0.2185
0.5604899999999999,42.4849,0.1183
0.5606300000000001,42.4488,0.1219
0.56171,42.6363,0.1238
0.56217,42.504,0.1175
0.56276,42.5507,0.1373
0.56291,42.775,0.3163
0.56339,42.7852,0.14
0.56397,42.5388,0.1408
0.56406,42.5045,0.1254
0.56415,42.6765,0.1201
0.5654100000000001,42.8422,0.2565
0.56565,42.3659,0.1429
0.56577,42.4899,0.1422
0.56691,42.7078,0.1399
0.56712,42.6718,0.1408
0.56802,42.3114,0.1351
0.56818,42.6102,0.1236
0.5682699999999999,42.5446,0.1237
0.56872,42.7254,0.1299
0.56922,42.3291,0.1226
0.56955,42.6073,0.1509
0.5701,42.5704,0.1252
0.5706899999999999,42.1162,0.2676
0.57153,42.8236,0.224
0.5715399999999999,42.6344,0.1499
0.5717,42.6924,0.1223
0.5717899999999999,42.7005,0.125
0.57182,42.6398,0.1999
0.57184,42.5387,0.1733
0.57224,42.6668,0.1244
0.57231,42.8064,0.1238
0.57248,42.3985,0.1221
0.57303,42.8235,0.1461
0.57305,42.6423,0.1273
0.5732,42.8834,0.1274
0.5733699999999999,42.6701,0.1269
0.57429,42.6421,0.1236
0.57455,42.8025,0.1531
0.57626,42.5902,0.1317
0.57663,42.5927,0.1449
0.57736,42.5508,0.1261
0.57795,42.6378,0.1277
0.57811,42.6288,0.1294
0.57815,42.8532,0.23
0.57844,42.771,0.1353
0.5785600000000001,42.5144,0.1348
0.57873,42.7176,0.1314
0.57899,42.4784,0.1259
0.5796,42.4006,0.3749
0.58021,42.5922,0.119
0.58045,42.6782,0.2019
0.5816600000000001,42.4681,0.1244
0.5838300000000001,42.8401,0.1216
0.58427,42.7625,0.2214
0.58494,42.8391,0.1247
0.58565,42.7779,0.1226
0.58604,42.4659,0.1248
0.58622,42.7051,0.1224
0.58673,42.6005,0.152
0.58737,42.5643,0.1426
0.58741,42.6687,0.1252
0.58801,42.5271,0.1723
0.5883,42.6105,0.1306
0.58846,42.4514,0.1342
0.58892,42.9071,0.161
0.5892,42.6997,0.1263
0.58929,42.5647,0.1286
0.5896100000000001,42.7069,0.1673
0.59031,42.8842,0.1424
0.59053,42.8332,0.1377
0.59059,42.6626,0.1289
0.59077,42.588,0.1409
0.59083,42.772,0.1367
0.59113,42.9352,0.1443
0.59133,42.682,0.1351
0.59142,42.7483,0.1257
0.59234,42.6818,0.1266
0.59277,42.6511,0.1306
0.59291,42.8617,0.1755
0.59408,42.6709,0.1248
0.59426,42.6597,0.159
0.59434,42.8129,0.1312
0.59473,42.7866,0.124
0.59534,42.4375,0.1218
0.59587,42.7097,0.125
0.59708,42.7698,0.1221
0.59732,42.8566,0.1272
0.59777,42.8763,0.1347
0.59905,42.7464,0.1612
0.5997399999999999,42.7356,0.1612
0.6006,42.7037,0.13
0.60067,42.7417,0.171
0.6019,42.8456,0.3972
0.60197,42.9151,0.123
0.60243,42.7889,0.1236
0.60247,42.712,0.1234
0.6025699999999999,42.8355,0.1357
0.60272,42.851,0.1312
0.6035699999999999,42.5902,0.1268
0.60397,42.7829,0.1708
0.60458,42.8959,0.1459
0.6053,42.8064,0.1416
0.6056699999999999,42.6053,0.1272
0.6064,42.7873,0.1412
0.6068399999999999,42.7345,0.1284
0.60724,42.9103,0.1368
0.60746,42.5207,0.1485
0.6081300000000001,42.7712,0.1279
0.60829,42.7146,0.1346
0.6086199999999999,42.8121,0.1373
0.6089,43.2215,0.1754
0.60924,42.8262,0.1198
0.6098,42.652,0.1487
0.61007,42.6167,0.1287
0.61063,42.9763,0.1876
0.61136,42.9999,0.4785
0.6119399999999999,42.8655,0.156
0.61217,42.9103,0.1524
0.61242,42.8224,0.1275
0.61252,42.8415,0.1959
0.6129899999999999,42.9357,0.2215
0.61325,42.6392,0.1271
0.61388,42.712,0.1231
0.6140100000000001,42.6602,0.1775
0.61416,42.8897,0.1249
0.61492,42.927,0.1254
0.61556,42.667,0.1635
0.61626,42.9468,0.133
0.6165,42.9207,0.1599
0.6169899999999999,42.6937,0.1582
0.6172300000000001,42.9177,0.2313
0.6178899999999999,42.789,0.121
0.61807,42.7833,0.1474
0.61819,42.734,0.1347
0.6182,42.7397,0.1306
0.61852,42.5583,0.1365
0.6187,42.8274,0.1463
0.6188899999999999,42.9133,0.1282
0.6189100000000001,42.6282,0.1456
0.61897,42.8706,0.1433
0.61905,42.8089,0.1566
0.61916,42.7362,0.1283
0.6199,42.8905,0.1484
0.62,42.6033,0.2364
0.62021,42.7853,0.1271
0.62047,42.822,0.1677
0.62048,42.9483,0.1474
0.62083,42.7682,0.1294
0.62088,42.6551,0.149
0.6209100000000001,42.447,0.1748
0.62092,42.8754,0.1345
0.62102,42.8604,0.2135
0.62135,42.8367,0.1288
0.62241,42.7092,0.1217
0.6228600000000001,42.8541,0.1352
0.6230100000000001,42.7205,0.126
0.6230899999999999,42.9659,0.1251
0.62408,42.8199,0.2229
0.62422,42.7244,0.1394
0.6248199999999999,42.8031,0.1715
0.6261899999999999,42.8258,0.1437
0.62626,42.8236,0.1575
0.62661,42.5043,0.1842
0.62702,42.9919,0.1409
0.62754,42.8846,0.1372
0.6281,42.8588,0.1333
0.62916,42.9281,0.1304
0.62954,42.5003,0.2335
0.62979,42.9716,0.1322
0.63061,42.8529,0.1329
0.63089,42.907,0.1504
0.63116,42.7508,0.1206
0.63165,42.8251,0.1336
0.63172,42.9178,0.1342
0.63255,42.6979,0.1419
0.6330399999999999,42.8091,0.1248
0.63331,43.012,0.1284
0.6338,42.6948,0.1664
0.6342899999999999,42.7795,0.1328
0.63463,42.9661,0.2902
0.63507,42.8128,0.3454
0.63562,42.9072,0.1357
0.63565,42.9963,0.1692
0.63613,42.9929,0.1281
0.63621,42.9926,0.1448
0.6364,42.8655,0.2598
0.63661,42.7367,0.1329
0.63743,42.8608,0.1273
0.63744,42.968,0.1495
0.6380600000000001,42.9697,0.129
0.63813,43.2514,0.1629
0.63848,42.603,0.2213
0.63879,42.6974,0.1245
0.6393,43.0245,0.1408
0.63932,42.8157,0.1453
0.6398199999999999,42.8346,0.1453
0.63984,43.0173,0.7359
0.64003,42.9067,0.1871
0.64015,43.0024,0.1243
0.6401899999999999,42.8943,0.1301
0.64023,42.7327,0.1468
0.64064,42.9168,0.153
0.64067,43.0333,0.2613
0.64072,42.6275,0.3202
0.64089,42.9391,0.1257
0.64117,42.901,0.1386
0.64125,43.1091,0.1388
0.64147,43.0132,0.1446
0.64178,43.0686,0.1276
0.64189,43.0326,0.2803
0.64194,42.8119,0.1363
0.6428,42.9054,0.1341
0.64284,42.9045,0.1281
0.64352,43.0719,0.1398
0.6441600000000001,42.7607,0.1383
0.64465,43.0619,0.1465
0.64478,43.1343,0.1475
0.64512,43.1002,0.2278
0.6451899999999999,42.9135,0.1311
0.6452899999999999,43.5159,0.3541
0.64531,42.9645,0.1256
0.6459999999999999,43.0913,0.1748
0.64682,43.0985,0.1792
0.64685,43.041,0.1681
0.64786,42.8049,0.1272
0.64904,42.7761,0.1661
0.6494,42.9093,0.1371
0.64941,42.9115,0.1287
0.64966,42.8028,0.2352
0.64973,42.828,0.1369
0.65063,43.0891,0.1321
0.65077,42.9016,0.1603
0.6511399999999999,42.8281,0.1473
0.65136,42.899,0.1991
0.65137,42.8865,0.1302
0.65141,43.0221,0.1345
0.65187,43.1993,0.124
0.65188,42.8095,0.1363
0.65205,43.0167,0.1354
0.6521100000000001,42.9617,0.131
0.65258,43.0408,0.1969
0.6531899999999999,43.0322,0.1466
0.65337,43.0189,0.1399
0.65349,43.1289,0.2282
0.6541100000000001,43.0935,0.1411
0.65436,43.0149,0.1554
0.65499,43.0473,0.3529
0.65541,43.2321,0.1489
0.65551,42.7533,0.4333
0.65552,43.018,0.1335
0.65558,43.0622,0.1356
0.65563,43.1599,0.1926
0.65622,42.8713,0.124
0.65628,43.0402,0.1348
0.6575300000000001,43.2664,0.1849
0.65769,42.7479,0.1809
0.65772,43.0251,0.1672
0.6579699999999999,43.0079,0.1426
0.6585,42.8409,0.1381
0.65877,42.9221,0.1324
0.66023,43.2085,0.1408
0.66086,42.8004,0.1277
0.66087,42.7497,0.1612
0.66156,42.9853,0.2012
0.6622399999999999,43.242,0.141
0.66235,43.1776,0.1321
0.66284,43.1301,0.3902
0.6631,42.9327,0.1554
0.66327,43.0996,0.1388
0.66333,42.7834,0.1355
0.66345,43.2316,0.1461
0.66383,42.9534,0.1239
0.6640699999999999,43.2791,0.1751
0.66428,43.1136,0.1496
0.6643,43.1393,0.1569
0.6647,42.9031,0.1348
0.66504,42.9286,0.1401
0.66528,42.7908,0.1498
0.66545,43.1268,0.1278
0.6658,42.8607,0.1321
0.6663,42.8679,0.1502
0.6663399999999999,43.2798,0.1506
0.66638,43.1509,0.1403
0.66703,42.9317,0.1352
0.6673399999999999,43.0387,0.1308
0.6676,43.2985,0.3323
0.66777,42.916,0.1495
0.66784,43.1351,0.1493
0.6682,43.004,0.1435
0.66875,43.086,0.1835
0.669,43.0205,0.1248
0.66909,43.2188,0.1607
0.66943,42.8714,0.1343
0.6695399999999999,42.9447,0.1401
0.66973,43.0126,0.1337
0.66977,43.0413,0.1431
0.6706,43.0212,0.1857
0.67101,42.7018,0.1597
0.67114,43.1462,0.1291
0.67118,43.3255,0.1749
0.67142,43.3203,0.2714
0.67188,43.2634,0.2254
0.67196,42.8423,0.1444
0.67202,43.2274,0.1283
0.67278,43.1171,0.1368
0.67351,42.9826,0.1375
0.67404,42.9267,0.1367
0.6742,43.0695,0.181
0.67433,43.2386,0.145
0.6743600000000001,43.2807,0.1616
0.67442,43.068,0.1498
0.67472,43.1134,0.1345
0.67516,43.0916,0.158
0.6755,42.971,0.1429
0.67578,42.9986,0.1687
0.6761199999999999,43.0244,0.2916
0.67614,43.0864,0.2233
0.6761699999999999,42.9738,0.1525
0.67698,43.1224,0.124
0.67708,42.7916,0.1299
0.67745,43.0113,0.1311
0.6775100000000001,43.3504,0.1447
0.6775399999999999,43.0503,0.1305
0.67771,42.8704,0.1354
0.6783600000000001,43.2595,0.1378
0.6784100000000001,43.3107,0.1516
0.67843,43.0667,0.1425
0.67852,43.0245,0.1397
0.67869,43.1845,0.1378
0.67903,42.9965,0.1315
0.67928,43.1215,0.1291
0.67999,43.2543,0.1371
0.68043,42.9887,0.1449
0.68082,43.4025,0.1467
0.68084,43.2215,0.2169
0.6812,42.847,0.1274
0.68134,43.1141,0.1741
0.68142,42.7754,0.1823
0.68158,43.0185,0.1863
0.68206,42.9103,0.1346
0.6823100000000001,43.118,0.1351
0.6823899999999999,43.1577,0.1303
0.68281,43.3335,0.4021
0.6829999999999999,43.1982,0.1704
0.68301,43.0651,0.1822
0.68303,42.936,0.1603
0.68329,43.0529,0.1303
0.68333,43.063,0.1319
0.68402,43.3144,0.1939
0.68408,43.0442,0.1488
0.68552,43.1538,0.1324
0.6856300000000001,43.1185,0.2114
0.68619,43.2309,0.1425
0.68626,43.4381,0.1401
0.68637,43.0366,0.1567
0.68645,42.9939,0.1271
0.68719,43.2206,0.1537
0.6873600000000001,43.0383,0.1565
0.68775,43.0935,0.1333
0.6878,42.9219,0.1364
0.68812,42.8743,0.1303
0.6890000000000001,43.0432,0.1276
0.6893100000000001,43.2644,0.1776
0.69006,42.7043,0.1392
0.69055,43.0559,0.1332
0.69058,43.3953,0.1423
0.69097,43.0034,0.134
0.69114,43.1409,0.1378
0.6916100000000001,42.789,0.134
0.69182,43.1647,0.1279
0.69243,42.9336,0.165
0.69267,43.1135,0.143
0.69284,43.2509,0.1354
0.69293,42.9659,0.1303
0.69339,42.9512,0.154
0.69345,42.7963,0.2531
0.6935600000000001,42.9982,0.1487
0.69401,43.1068,0.131
0.6946,43.1582,0.1442
0.69462,43.2566,0.2193
0.69479,43.1984,0.1516
0.69521,43.2459,0.1332
0.6957399999999999,43.0512,0.1449
0.69633,43.2915,0.2055
0.69643,43.1346,0.1721
0.6966600000000001,43.1439,0.1546
0.6967,43.0841,0.1324
0.69717,43.1781,0.1359
0.69744,43.2767,0.1665
0.69775,43.0953,0.1251
0.6978,43.2413,0.1298
0.69814,43.3441,0.2852
0.69843,43.0256,0.152
0.69862,43.1728,0.1647
0.6986600000000001,43.3416,0.1426
0.6987399999999999,43.2785,0.183
0.6988300000000001,42.7559,0.4823
0.69919,43.048,0.1456
0.6995399999999999,43.0745,0.1533
0.69957,43.053,0.126
0.6996100000000001,43.3613,0.1869
0.6999,43.0726,0.1364
0.70021,43.0912,0.2555
0.7003699999999999,43.2457,0.1346
0.7005,43.1101,0.1322
0.7005899999999999,43.1645,0.1349
0.70089,43.1933,0.1487
0.70102,43.3426,0.2228
0.7013199999999999,43.1409,0.1402
0.70138,43.0597,0.126
0.70181,43.266,0.2226
0.70196,43.2477,0.2226
0.7021,43.2598,0.1737
0.70222,42.9076,0.1858
0.70243,42.9872,0.1701
0.70276,43.4127,0.1375
0.70309,43.299,0.1367
0.70324,43.3763,0.1539
0.70339,43.3078,0.1451
0.70344,42.9128,0.1447
0.70367,43.0747,0.164
0.70433,43.1359,0.1569
0.70463,43.1177,0.1849
0.70504,43.273,0.1546
0.70548,43.2116,0.1403
0.70624,42.9391,0.1587
0.70644,43.0371,0.125
0.70652,43.2446,0.1695
0.7066100000000001,43.0344,0.1493
0.7068800000000001,43.0699,0.162
0.70739,43.4063,0.1383
0.70748,43.2032,0.1346
0.70757,43.0046,0.125
0.7076600000000001,42.9757,0.281
0.70775,43.2599,0.4967
0.70808,43.4338,0.1973
0.70838,42.9845,0.1593
0.7084699999999999,43.3572,0.1568
0.7096,43.3232,0.3564
0.7098300000000001,43.2391,0.1335
0.71022,43.3084,0.1303
0.71037,43.3262,0.1417
0.7105600000000001,43.1347,0.1606
0.7105899999999999,43.336,0.1614
0.7108399999999999,43.1346,0.1415
0.71086,43.0392,0.1481
0.71103,43.0168,0.138
0.71111,43.6512,0.2923
0.71121,43.2633,0.1346
0.71131,43.4936,0.1561
0.7114699999999999,42.9704,0.1992
0.7117,43.0277,0.1365
0.71244,43.1759,0.1305
0.71295,43.206,0.1353
