id,redshift,type,code,orig_sample,queryable,code_zenodo
4015408,0.645,Ia,11,test,True,90
62947142,1.178,Ia,11,test,True,90
123594,0.511,Ia,11,test,True,90
16174645,0.419,Ia,11,test,True,90
129414823,0.4320000000000001,Ia,11,test,True,90
108414256,0.905,Ia,11,test,True,90
118741412,0.7,Ia,11,test,True,90
119651116,0.591,Ia,11,test,True,90
108857562,0.348,Ia,11,test,True,90
116469260,0.104,Ia,11,test,True,90
19627082,0.903,Ia,11,test,True,90
70772821,0.574,Ia,11,test,True,90
104290054,0.7709999999999999,Ia,11,test,True,90
4862143,0.648,Ia,11,test,True,90
10156690,0.546,Ia,11,test,True,90
84172955,0.396,Ia,11,test,True,90
87833299,0.528,Ia,11,test,True,90
25811157,0.44,Ia,11,test,True,90
116328728,0.7040000000000001,Ia,11,test,True,90
70631786,0.931,Ia,11,test,True,90
98593765,0.6659999999999999,Ia,11,test,True,90
27997575,0.8390000000000001,Ia,11,test,True,90
101199085,0.262,Ia,11,test,True,90
68079635,0.32299999999999995,Ia,11,test,True,90
48413742,0.627,Ia,11,test,True,90
63074839,0.481,Ia,11,test,True,90
60711885,0.485,Ia,11,test,True,90
30653471,0.643,Ia,11,test,True,90
62199243,0.302,Ia,11,test,True,90
35593437,0.612,Ia,11,test,True,90
117955869,0.562,Ia,11,test,True,90
81695298,0.229,Ia,11,test,True,90
124213913,0.516,Ia,11,test,True,90
35841393,0.193,Ia,11,test,True,90
18597226,0.267,Ia,11,test,True,90
96215483,0.733,Ia,11,test,True,90
112771722,0.6759999999999999,Ia,11,test,True,90
64831111,0.382,Ia,11,test,True,90
123087842,0.579,Ia,11,test,True,90
107328497,0.172,Ia,11,test,True,90
79916298,0.56,Ia,11,test,True,90
126582801,0.5670000000000001,Ia,11,test,True,90
28437615,0.601,Ia,11,test,True,90
7528501,0.6459999999999999,Ia,11,test,True,90
89168552,0.703,Ia,11,test,True,90
3112614,0.405,Ia,11,test,True,90
88918882,0.5710000000000001,Ia,11,test,True,90
89104877,0.893,Ia,11,test,True,90
63695812,0.81,Ia,11,test,True,90
61320888,0.879,Ia,11,test,True,90
107124725,0.313,Ia,11,test,True,90
38897311,0.182,Ia,11,test,True,90
26657040,0.486,Ia,11,test,True,90
33439226,0.695,Ia,11,test,True,90
51681963,0.436,Ia,11,test,True,90
23558428,0.244,Ia,11,test,True,90
86441744,0.665,Ia,11,test,True,90
60428619,0.36,Ia,11,test,True,90
25769232,0.944,Ia,11,test,True,90
50950852,0.757,Ia,11,test,True,90
27646717,0.422,Ia,11,test,True,90
30629806,0.294,Ia,11,test,True,90
34922788,0.644,Ia,11,test,True,90
19809696,0.657,Ia,11,test,True,90
50077231,0.738,Ia,11,test,True,90
67257655,0.7120000000000001,Ia,11,test,True,90
123340701,0.527,Ia,11,test,True,90
70377044,0.605,Ia,11,test,True,90
13669990,0.5660000000000001,Ia,11,test,True,90
65044167,0.612,Ia,11,test,True,90
50125218,0.747,Ia,11,test,True,90
121390865,0.755,Ia,11,test,True,90
69569714,0.257,Ia,11,test,True,90
3678294,0.41,Ia,11,test,True,90
45795349,0.48,Ia,11,test,True,90
112145906,0.8190000000000001,Ia,11,test,True,90
15720443,0.374,Ia,11,test,True,90
126007174,1.015,Ia,11,test,True,90
67642115,0.698,Ia,11,test,True,90
4499290,0.6859999999999999,Ia,11,test,True,90
18494973,0.159,Ia,11,test,True,90
117831704,0.488,Ia,11,test,True,90
47028980,0.51,Ia,11,test,True,90
31721598,0.9,Ia,11,test,True,90
32593940,0.604,Ia,11,test,True,90
84236277,0.28600000000000003,Ia,11,test,True,90
56019701,0.419,Ia,11,test,True,90
112709712,0.655,Ia,11,test,True,90
117514637,0.55,Ia,11,test,True,90
102543216,0.34,Ia,11,test,True,90
123904835,0.691,Ia,11,test,True,90
71112474,0.946,Ia,11,test,True,90
61740031,0.5589999999999999,Ia,11,test,True,90
34016685,0.227,Ia,11,test,True,90
53307816,0.823,Ia,11,test,True,90
39505,1.232,Ia,11,test,True,90
111995568,0.965,Ia,11,test,True,90
22732340,0.552,Ia,11,test,True,90
113853050,0.647,Ia,11,test,True,90
122477885,0.349,Ia,11,test,True,90
72131850,0.217,Ia,11,test,True,90
101680904,0.7859999999999999,Ia,11,test,True,90
104158023,0.841,Ia,11,test,True,90
81572411,0.7709999999999999,Ia,11,test,True,90
129949733,0.569,Ia,11,test,True,90
5158537,0.179,Ia,11,test,True,90
4075447,0.3670000000000001,Ia,11,test,True,90
41728003,0.679,Ia,11,test,True,90
89339119,0.359,Ia,11,test,True,90
7239170,0.8109999999999999,Ia,11,test,True,90
123425248,0.6729999999999999,Ia,11,test,True,90
110917472,0.405,Ia,11,test,True,90
88315991,0.626,Ia,11,test,True,90
51434136,0.405,Ia,11,test,True,90
57223212,0.685,Ia,11,test,True,90
38064023,0.573,Ia,11,test,True,90
15415611,0.112,Ia,11,test,True,90
56032236,0.621,Ia,11,test,True,90
114890087,0.589,Ia,11,test,True,90
127629295,0.552,Ia,11,test,True,90
62964564,0.606,Ia,11,test,True,90
37869232,0.763,Ia,11,test,True,90
75032722,0.449,Ia,11,test,True,90
80261444,0.379,Ia,11,test,True,90
70737188,0.232,Ia,11,test,True,90
6003098,0.479,Ia,11,test,True,90
72502573,0.617,Ia,11,test,True,90
9472455,0.527,Ia,11,test,True,90
114301998,0.402,Ia,11,test,True,90
46694713,0.871,Ia,11,test,True,90
29224998,0.674,Ia,11,test,True,90
4716217,0.65,Ia,11,test,True,90
13614559,0.779,Ia,11,test,True,90
74970960,0.8759999999999999,Ia,11,test,True,90
90365786,0.625,Ia,11,test,True,90
27980511,0.488,Ia,11,test,True,90
110677124,0.647,Ia,11,test,True,90
76826103,0.573,Ia,11,test,True,90
105976437,0.917,Ia,11,test,True,90
71964825,0.519,Ia,11,test,True,90
115771649,0.861,Ia,11,test,True,90
47821368,0.679,Ia,11,test,True,90
97709506,0.804,Ia,11,test,True,90
65255342,0.401,Ia,11,test,True,90
23035005,0.08800000000000001,Ia,11,test,True,90
107475847,0.365,Ia,11,test,True,90
34306531,0.738,Ia,11,test,True,90
100022008,0.765,Ia,11,test,True,90
78116820,0.561,Ia,11,test,True,90
121711449,0.391,Ia,11,test,True,90
128035837,0.76,Ia,11,test,True,90
32705331,0.412,Ia,11,test,True,90
60761514,0.546,Ia,11,test,True,90
45897846,0.7929999999999999,Ia,11,test,True,90
5513940,0.647,Ia,11,test,True,90
128453676,0.643,Ia,11,test,True,90
36960992,0.234,Ia,11,test,True,90
109602107,0.741,Ia,11,test,True,90
108364718,0.411,Ia,11,test,True,90
129693729,0.448,Ia,11,test,True,90
67006379,0.8370000000000001,Ia,11,test,True,90
5368918,0.422,Ia,11,test,True,90
63811790,0.428,Ia,11,test,True,90
9918324,0.733,Ia,11,test,True,90
105730931,0.475,Ia,11,test,True,90
81561388,0.515,Ia,11,test,True,90
92506332,0.706,Ia,11,test,True,90
5154597,0.236,Ia,11,test,True,90
116657385,0.29100000000000004,Ia,11,test,True,90
12490920,0.77,Ia,11,test,True,90
27254695,0.406,Ia,11,test,True,90
7947682,0.32,Ia,11,test,True,90
21811365,0.413,Ia,11,test,True,90
60947824,0.442,Ia,11,test,True,90
66149362,0.6779999999999999,Ia,11,test,True,90
29709724,0.469,Ia,11,test,True,90
97149147,0.462,Ia,11,test,True,90
90589655,0.45,Ia,11,test,True,90
9192032,0.486,Ia,11,test,True,90
37647261,0.389,Ia,11,test,True,90
34060275,0.6990000000000001,Ia,11,test,True,90
103063506,0.905,Ia,11,test,True,90
93885821,0.75,Ia,11,test,True,90
80183510,0.389,Ia,11,test,True,90
114618565,0.556,Ia,11,test,True,90
31590043,0.517,Ia,11,test,True,90
59389360,0.466,Ia,11,test,True,90
79653402,0.889,Ia,11,test,True,90
61066298,0.578,Ia,11,test,True,90
20650190,0.278,Ia,11,test,True,90
7222212,0.438,Ia,11,test,True,90
90419881,0.383,Ia,11,test,True,90
92350320,0.6709999999999999,Ia,11,test,True,90
18266853,0.838,Ia,11,test,True,90
108216733,0.235,Ia,11,test,True,90
60591307,0.56,Ia,11,test,True,90
115448003,0.5589999999999999,Ia,11,test,True,90
14226920,0.503,Ia,11,test,True,90
67792850,0.547,Ia,11,test,True,90
110891070,0.358,Ia,11,test,True,90
110806259,0.478,Ia,11,test,True,90
44590489,0.377,Ia,11,test,True,90
118651457,0.601,Ia,11,test,True,90
29992685,0.685,Ia,11,test,True,90
67611948,0.453,Ia,11,test,True,90
59740573,0.664,Ia,11,test,True,90
69429083,0.75,Ia,11,test,True,90
18535671,0.652,Ia,11,test,True,90
32721280,0.371,Ia,11,test,True,90
25808305,0.465,Ia,11,test,True,90
75239,0.515,Ia,11,test,True,90
57027790,0.589,Ia,11,test,True,90
26127204,0.7070000000000001,Ia,11,test,True,90
123703593,0.555,Ia,11,test,True,90
28523191,0.425,Ia,11,test,True,90
100320094,0.404,Ia,11,test,True,90
95608613,0.375,Ia,11,test,True,90
81065591,0.74,Ia,11,test,True,90
79723251,0.731,Ia,11,test,True,90
65808369,0.622,Ia,11,test,True,90
30956229,0.804,Ia,11,test,True,90
8692760,0.4370000000000001,Ia,11,test,True,90
50641116,1.247,Ia,11,test,True,90
69015882,0.588,Ia,11,test,True,90
60925376,0.505,Ia,11,test,True,90
77667281,0.197,Ia,11,test,True,90
10630904,0.374,Ia,11,test,True,90
34781468,0.268,Ia,11,test,True,90
51388147,0.812,Ia,11,test,True,90
123074693,0.574,Ia,11,test,True,90
116195710,0.516,Ia,11,test,True,90
5627165,0.29100000000000004,Ia,11,test,True,90
88515796,0.249,Ia,11,test,True,90
57982290,0.802,Ia,11,test,True,90
35789172,0.476,Ia,11,test,True,90
57098007,0.61,Ia,11,test,True,90
46421306,0.373,Ia,11,test,True,90
44631594,0.752,Ia,11,test,True,90
31469096,0.545,Ia,11,test,True,90
102478028,0.728,Ia,11,test,True,90
121878074,0.8079999999999999,Ia,11,test,True,90
21745269,0.722,Ia,11,test,True,90
115701790,0.594,Ia,11,test,True,90
96760866,0.28800000000000003,Ia,11,test,True,90
89788377,0.313,Ia,11,test,True,90
16259249,0.235,Ia,11,test,True,90
30619525,0.426,Ia,11,test,True,90
63096606,0.821,Ia,11,test,True,90
4750964,0.605,Ia,11,test,True,90
89481027,0.978,Ia,11,test,True,90
40170913,0.6579999999999999,Ia,11,test,True,90
3754631,0.226,Ia,11,test,True,90
4418787,0.259,Ia,11,test,True,90
55020989,0.453,Ia,11,test,True,90
15194525,0.586,Ia,11,test,True,90
130618255,0.409,Ia,11,test,True,90
120643323,0.253,Ia,11,test,True,90
82584934,0.5429999999999999,Ia,11,test,True,90
105254559,0.505,Ia,11,test,True,90
13276942,0.7120000000000001,Ia,11,test,True,90
99634789,0.6779999999999999,Ia,11,test,True,90
19863461,0.442,Ia,11,test,True,90
75355164,0.923,Ia,11,test,True,90
80231424,0.482,Ia,11,test,True,90
7636157,0.539,Ia,11,test,True,90
105646767,0.541,Ia,11,test,True,90
71117194,0.687,Ia,11,test,True,90
59336855,0.8370000000000001,Ia,11,test,True,90
16549637,0.657,Ia,11,test,True,90
129127916,0.534,Ia,11,test,True,90
77834400,0.273,Ia,11,test,True,90
10669389,0.409,Ia,11,test,True,90
38211038,0.7,Ia,11,test,True,90
12707244,0.5920000000000001,Ia,11,test,True,90
84992779,0.396,Ia,11,test,True,90
20980041,0.529,Ia,11,test,True,90
122011636,0.6859999999999999,Ia,11,test,True,90
110000645,0.884,Ia,11,test,True,90
3423433,1.0,Ia,11,test,True,90
90870658,0.6729999999999999,Ia,11,test,True,90
89265856,0.305,Ia,11,test,True,90
3316167,0.207,Ia,11,test,True,90
125936998,0.934,Ia,11,test,True,90
50897188,0.6459999999999999,Ia,11,test,True,90
52899623,0.664,Ia,11,test,True,90
60067097,0.575,Ia,11,test,True,90
65098271,0.68,Ia,11,test,True,90
13688547,0.735,Ia,11,test,True,90
80897529,0.856,Ia,11,test,True,90
106014139,0.6759999999999999,Ia,11,test,True,90
69424184,0.244,Ia,11,test,True,90
129548027,0.604,Ia,11,test,True,90
41386565,0.555,Ia,11,test,True,90
121799136,0.526,Ia,11,test,True,90
100833600,0.525,Ia,11,test,True,90
112445215,0.753,Ia,11,test,True,90
9655373,0.6829999999999999,Ia,11,test,True,90
120648679,0.398,Ia,11,test,True,90
43408404,0.992,Ia,11,test,True,90
96930629,0.251,Ia,11,test,True,90
26635415,0.4270000000000001,Ia,11,test,True,90
106273410,0.508,Ia,11,test,True,90
40181866,0.589,Ia,11,test,True,90
27402011,0.462,Ia,11,test,True,90
85757690,0.505,Ia,11,test,True,90
15167684,0.393,Ia,11,test,True,90
70096112,0.573,Ia,11,test,True,90
24509258,0.935,Ia,11,test,True,90
74503512,0.083,Ia,11,test,True,90
106101437,0.878,Ia,11,test,True,90
2245215,0.6,Ia,11,test,True,90
3954860,0.224,Ia,11,test,True,90
70470763,0.653,Ia,11,test,True,90
62028753,0.528,Ia,11,test,True,90
8504193,0.513,Ia,11,test,True,90
113572928,0.505,Ia,11,test,True,90
36135195,0.359,Ia,11,test,True,90
33363868,0.588,Ia,11,test,True,90
39137277,0.35100000000000003,Ia,11,test,True,90
105645173,0.867,Ia,11,test,True,90
105678810,0.336,Ia,11,test,True,90
46701149,0.324,Ia,11,test,True,90
77841735,0.6629999999999999,Ia,11,test,True,90
7658341,0.654,Ia,11,test,True,90
52581712,0.561,Ia,11,test,True,90
123039856,0.265,Ia,11,test,True,90
127784415,0.573,Ia,11,test,True,90
39462515,0.7390000000000001,Ia,11,test,True,90
58097652,0.778,Ia,11,test,True,90
24284577,0.462,Ia,11,test,True,90
89048555,0.637,Ia,11,test,True,90
30626079,0.289,Ia,11,test,True,90
25183529,0.73,Ia,11,test,True,90
31258734,0.32299999999999995,Ia,11,test,True,90
19898374,0.7490000000000001,Ia,11,test,True,90
64013633,0.589,Ia,11,test,True,90
97844528,0.505,Ia,11,test,True,90
67196237,0.561,Ia,11,test,True,90
43372002,0.882,Ia,11,test,True,90
68134370,0.529,Ia,11,test,True,90
47751213,0.628,Ia,11,test,True,90
78662387,0.194,Ia,11,test,True,90
48234281,0.145,Ia,11,test,True,90
31764961,0.5329999999999999,Ia,11,test,True,90
55550620,0.142,Ia,11,test,True,90
129673786,0.083,Ia,11,test,True,90
112494047,0.395,Ia,11,test,True,90
124563605,0.29600000000000004,Ia,11,test,True,90
88268121,0.617,Ia,11,test,True,90
42527253,0.7440000000000001,Ia,11,test,True,90
57398398,0.374,Ia,11,test,True,90
104249305,0.478,Ia,11,test,True,90
81860284,0.652,Ia,11,test,True,90
41033350,0.289,Ia,11,test,True,90
99755447,0.28800000000000003,Ia,11,test,True,90
82596614,0.609,Ia,11,test,True,90
57375980,0.35700000000000004,Ia,11,test,True,90
83564237,0.628,Ia,11,test,True,90
18223849,0.7659999999999999,Ia,11,test,True,90
38324554,0.487,Ia,11,test,True,90
82390117,0.158,Ia,11,test,True,90
7886620,0.36,Ia,11,test,True,90
100809125,0.442,Ia,11,test,True,90
75393784,0.6579999999999999,Ia,11,test,True,90
70292257,0.579,Ia,11,test,True,90
34946563,0.328,Ia,11,test,True,90
98422090,0.527,Ia,11,test,True,90
25517093,0.696,Ia,11,test,True,90
105857774,0.62,Ia,11,test,True,90
15619647,0.43,Ia,11,test,True,90
58742052,0.319,Ia,11,test,True,90
6826411,0.885,Ia,11,test,True,90
75986618,0.688,Ia,11,test,True,90
8575799,0.311,Ia,11,test,True,90
57791014,0.907,Ia,11,test,True,90
82014334,0.53,Ia,11,test,True,90
70151190,0.217,Ia,11,test,True,90
110862989,0.578,Ia,11,test,True,90
45907300,0.493,Ia,11,test,True,90
36458991,0.657,Ia,11,test,True,90
46546778,0.7879999999999999,Ia,11,test,True,90
26413289,0.382,Ia,11,test,True,90
69277794,0.236,Ia,11,test,True,90
66806416,0.34700000000000003,Ia,11,test,True,90
80418153,0.84,Ia,11,test,True,90
10060864,0.194,Ia,11,test,True,90
65622459,0.778,Ia,11,test,True,90
10669861,0.561,Ia,11,test,True,90
99679687,0.565,Ia,11,test,True,90
128973809,0.5720000000000001,Ia,11,test,True,90
38014510,0.493,Ia,11,test,True,90
17211645,0.86,Ia,11,test,True,90
116692445,0.59,Ia,11,test,True,90
2590618,0.589,Ia,11,test,True,90
35556461,0.695,Ia,11,test,True,90
69867474,0.378,Ia,11,test,True,90
67963666,0.266,Ia,11,test,True,90
127353590,0.584,Ia,11,test,True,90
109405429,0.807,Ia,11,test,True,90
37287061,0.209,Ia,11,test,True,90
102538707,0.635,Ia,11,test,True,90
89438600,0.202,Ia,11,test,True,90
38051303,0.237,Ia,11,test,True,90
12584459,0.585,Ia,11,test,True,90
62807252,0.469,Ia,11,test,True,90
17650873,0.4,Ia,11,test,True,90
64592733,0.391,Ia,11,test,True,90
70783717,0.504,Ia,11,test,True,90
44322634,0.659,Ia,11,test,True,90
1261034,0.246,Ia,11,test,True,90
100499474,0.44,Ia,11,test,True,90
39527223,0.29100000000000004,Ia,11,test,True,90
26732247,0.182,Ia,11,test,True,90
109406742,0.371,Ia,11,test,True,90
11443494,0.449,Ia,11,test,True,90
2337743,0.398,Ia,11,test,True,90
28848757,0.7440000000000001,Ia,11,test,True,90
76723472,0.49,Ia,11,test,True,90
26607735,0.458,Ia,11,test,True,90
76736166,0.299,Ia,11,test,True,90
18825970,0.415,Ia,11,test,True,90
123605059,0.672,Ia,11,test,True,90
59227486,0.25,Ia,11,test,True,90
120956166,0.75,Ia,11,test,True,90
58176646,0.123,Ia,11,test,True,90
71233110,0.544,Ia,11,test,True,90
129383161,0.713,Ia,11,test,True,90
30351604,0.245,Ia,11,test,True,90
24425162,0.407,Ia,11,test,True,90
24916486,0.913,Ia,11,test,True,90
64239435,0.631,Ia,11,test,True,90
3461026,0.831,Ia,11,test,True,90
125552157,0.6990000000000001,Ia,11,test,True,90
77286731,0.643,Ia,11,test,True,90
31903548,0.464,Ia,11,test,True,90
36551073,0.7659999999999999,Ia,11,test,True,90
77692675,0.611,Ia,11,test,True,90
14459722,0.6409999999999999,Ia,11,test,True,90
62273680,0.461,Ia,11,test,True,90
94866265,0.375,Ia,11,test,True,90
5981371,0.5329999999999999,Ia,11,test,True,90
35850186,0.535,Ia,11,test,True,90
74739383,0.575,Ia,11,test,True,90
57927468,0.632,Ia,11,test,True,90
81771205,0.385,Ia,11,test,True,90
88455528,0.528,Ia,11,test,True,90
101332502,0.39,Ia,11,test,True,90
38288279,0.38,Ia,11,test,True,90
105890763,0.599,Ia,11,test,True,90
109119007,0.142,Ia,11,test,True,90
109658495,0.521,Ia,11,test,True,90
37025908,0.45,Ia,11,test,True,90
93745948,0.269,Ia,11,test,True,90
76457897,0.338,Ia,11,test,True,90
107459286,0.413,Ia,11,test,True,90
99198793,0.526,Ia,11,test,True,90
102345689,0.425,Ia,11,test,True,90
52753173,0.698,Ia,11,test,True,90
25860866,0.721,Ia,11,test,True,90
120657435,0.331,Ia,11,test,True,90
84808695,0.5489999999999999,Ia,11,test,True,90
91675233,0.267,Ia,11,test,True,90
117914587,0.397,Ia,11,test,True,90
108601297,0.551,Ia,11,test,True,90
50916165,0.48,Ia,11,test,True,90
8867641,0.8440000000000001,Ia,11,test,True,90
94301422,0.833,Ia,11,test,True,90
78541381,0.332,Ia,11,test,True,90
32317761,0.615,Ia,11,test,True,90
47869287,0.588,Ia,11,test,True,90
9760095,0.297,Ia,11,test,True,90
89997861,0.182,Ia,11,test,True,90
38985802,0.476,Ia,11,test,True,90
130662673,0.345,Ia,11,test,True,90
59661067,0.157,Ia,11,test,True,90
68423674,0.45,Ia,11,test,True,90
88692236,0.534,Ia,11,test,True,90
33644954,0.551,Ia,11,test,True,90
33760525,0.319,Ia,11,test,True,90
83213548,0.196,Ia,11,test,True,90
107728820,0.494,Ia,11,test,True,90
57006862,1.002,Ia,11,test,True,90
84135602,0.5429999999999999,Ia,11,test,True,90
71771500,1.001,Ia,11,test,True,90
90779325,0.612,Ia,11,test,True,90
108312016,1.008,Ia,11,test,True,90
45708692,0.502,Ia,11,test,True,90
37625806,0.7070000000000001,Ia,11,test,True,90
57447546,0.49,Ia,11,test,True,90
43398933,0.574,Ia,11,test,True,90
48504071,0.645,Ia,11,test,True,90
24947687,0.477,Ia,11,test,True,90
106188299,0.736,Ia,11,test,True,90
95319079,0.415,Ia,11,test,True,90
69954149,0.809,Ia,11,test,True,90
105348839,0.588,Ia,11,test,True,90
106224225,0.888,Ia,11,test,True,90
129900993,0.483,Ia,11,test,True,90
112618376,0.8,Ia,11,test,True,90
43095693,0.333,Ia,11,test,True,90
45975398,0.6809999999999999,Ia,11,test,True,90
123396723,0.659,Ia,11,test,True,90
50422506,0.938,Ia,11,test,True,90
95679906,0.536,Ia,11,test,True,90
34720349,0.614,Ia,11,test,True,90
92813976,0.78,Ia,11,test,True,90
120744695,0.412,Ia,11,test,True,90
36532800,0.546,Ia,11,test,True,90
18938892,0.511,Ia,11,test,True,90
15266314,0.51,Ia,11,test,True,90
92058968,0.447,Ia,11,test,True,90
60636400,0.325,Ia,11,test,True,90
120986862,0.617,Ia,11,test,True,90
84508185,0.665,Ia,11,test,True,90
88674370,0.71,Ia,11,test,True,90
16752368,0.284,Ia,11,test,True,90
2894732,0.6559999999999999,Ia,11,test,True,90
55775499,0.6920000000000001,Ia,11,test,True,90
71063838,0.8059999999999999,Ia,11,test,True,90
65367684,0.5660000000000001,Ia,11,test,True,90
119645123,0.459,Ia,11,test,True,90
89848398,0.732,Ia,11,test,True,90
64357143,0.458,Ia,11,test,True,90
89059712,0.391,Ia,11,test,True,90
126609970,0.534,Ia,11,test,True,90
42022593,0.777,Ia,11,test,True,90
110447393,0.316,Ia,11,test,True,90
118638294,0.433,Ia,11,test,True,90
44143198,0.574,Ia,11,test,True,90
29551773,0.701,Ia,11,test,True,90
41326318,0.564,Ia,11,test,True,90
115241258,0.265,Ia,11,test,True,90
48065036,0.672,Ia,11,test,True,90
34187262,0.359,Ia,11,test,True,90
129051657,0.535,Ia,11,test,True,90
68485034,0.6859999999999999,Ia,11,test,True,90
72773285,0.917,Ia,11,test,True,90
19727990,0.51,Ia,11,test,True,90
62149126,0.7240000000000001,Ia,11,test,True,90
122883286,0.5529999999999999,Ia,11,test,True,90
62547679,0.923,Ia,11,test,True,90
91606753,0.34700000000000003,Ia,11,test,True,90
130238556,0.5329999999999999,Ia,11,test,True,90
34591764,0.5920000000000001,Ia,11,test,True,90
28312035,0.655,Ia,11,test,True,90
7933750,0.555,Ia,11,test,True,90
61600492,0.764,Ia,11,test,True,90
24168510,0.823,Ia,11,test,True,90
84962549,0.398,Ia,11,test,True,90
73576613,0.633,Ia,11,test,True,90
43004317,0.7709999999999999,Ia,11,test,True,90
96875458,0.583,Ia,11,test,True,90
81239923,0.407,Ia,11,test,True,90
46477028,0.247,Ia,11,test,True,90
5999488,0.341,Ia,11,test,True,90
35029787,0.982,Ia,11,test,True,90
52482126,0.945,Ia,11,test,True,90
33129054,0.7929999999999999,Ia,11,test,True,90
129283668,0.5660000000000001,Ia,11,test,True,90
95555832,0.608,Ia,11,test,True,90
78372769,0.471,Ia,11,test,True,90
39916393,0.626,Ia,11,test,True,90
69153900,0.49,Ia,11,test,True,90
23757948,0.716,Ia,11,test,True,90
14445436,0.634,Ia,11,test,True,90
53141846,0.595,Ia,11,test,True,90
40063469,0.83,Ia,11,test,True,90
101127182,0.411,Ia,11,test,True,90
129624596,0.706,Ia,11,test,True,90
93424076,0.321,Ia,11,test,True,90
47401374,0.755,Ia,11,test,True,90
127882053,1.016,Ia,11,test,True,90
1080880,0.599,Ia,11,test,True,90
69132329,0.8170000000000001,Ia,11,test,True,90
85151274,0.799,Ia,11,test,True,90
81251691,0.626,Ia,11,test,True,90
27262037,0.578,Ia,11,test,True,90
11620550,0.705,Ia,11,test,True,90
10784487,0.608,Ia,11,test,True,90
36595825,0.884,Ia,11,test,True,90
27586686,0.046,Ia,11,test,True,90
88638761,0.511,Ia,11,test,True,90
12468744,0.762,Ia,11,test,True,90
52299173,0.9,Ia,11,test,True,90
40101736,0.618,Ia,11,test,True,90
66874984,0.091,Ia,11,test,True,90
35915498,0.536,Ia,11,test,True,90
2683395,0.556,Ia,11,test,True,90
78145162,0.581,Ia,11,test,True,90
82740571,0.5529999999999999,Ia,11,test,True,90
125231174,0.308,Ia,11,test,True,90
112405663,0.6679999999999999,Ia,11,test,True,90
129526310,0.908,Ia,11,test,True,90
9268042,0.665,Ia,11,test,True,90
99243181,0.863,Ia,11,test,True,90
89235787,0.722,Ia,11,test,True,90
121683401,0.48,Ia,11,test,True,90
80321521,0.617,Ia,11,test,True,90
5882134,0.28,Ia,11,test,True,90
