z,mu,muerr
0.02820289311541697,35.2488,0.105
0.02834,35.2906,0.109
0.02852,35.4761,0.1052
0.028550862188847122,35.4571,0.1091
0.028767035426787265,35.7523,0.1065
0.02902,35.4298,0.1059
0.029221579520032695,35.8709,0.1129
0.029427845935732815,35.5374,0.1104
0.029604137957799502,35.7811,0.1105
0.02992,35.775,0.1115
0.030033552417896077,35.3833,0.1051
0.030060000000000007,35.4896,0.111
0.030075391013477653,35.5205,0.1078
0.030112295989608597,35.3915,0.1066
0.030192927521013713,35.5924,0.1074
0.03036,35.7038,0.1061
0.03053410546233731,35.6338,0.1119
0.030687583967848573,35.5874,0.1061
0.03074,35.5537,0.1128
0.030744585215288882,35.7209,0.108
0.03081,35.657,0.1059
0.03098602515306915,35.6309,0.1062
0.03158118567364428,35.4266,0.1111
0.03194,35.7115,0.108
0.03199497225337875,35.6834,0.113
0.032061476328489734,35.9796,0.1083
0.032310588135169974,35.6362,0.1072
0.03303385232527636,35.7581,0.1072
0.033089999999999994,35.8262,0.1154
0.033944399098575835,35.9653,0.1065
0.0343,35.7818,0.1059
0.03431348313100247,35.6785,0.1135
0.03442,35.8624,0.1065
0.034569227994518115,35.8226,0.1068
0.03468,36.0593,0.1065
0.03486,35.8054,0.1112
0.03505,35.9975,0.1099
0.0351136859728413,35.7795,0.1055
0.0353220701122465,35.9198,0.106
0.03556,35.798,0.1114
0.035569960503192666,36.0785,0.1067
0.03562,35.9694,0.1171
0.03586522166696903,35.8217,0.1133
0.03595285964402516,36.1402,0.107
0.03612705582394045,36.0833,0.112
0.03672,35.9939,0.1048
0.036824339167934685,36.0296,0.1193
0.0371,36.0064,0.1153
0.037425750056246605,36.1112,0.1118
0.03835522015240345,36.2782,0.116
0.038360000000000005,36.058,0.1136
0.038996769275470945,35.9459,0.1105
0.0393,36.2271,0.1118
0.04191,36.4604,0.1105
0.04250655062336053,36.2477,0.1086
0.04269,36.4385,0.1076
0.04278,36.4055,0.1133
0.043440958681734414,36.468,0.1087
0.04385,36.469,0.1173
0.044381194481608544,36.3393,0.1175
0.045610000000000005,36.5303,0.1063
0.0459213066270938,36.3593,0.1166
0.046110000000000005,36.5293,0.1071
0.04878,36.7928,0.1196
0.04905941078311135,36.5212,0.1154
0.05038932990602822,36.6981,0.1184
0.0518,36.5635,0.117
0.052729999999999985,36.8441,0.1352
0.054000000000000006,36.8201,0.1084
0.0869703,37.8369,0.1119
0.0921473,38.0892,0.1122
0.0986563,38.3487,0.1114
0.1272,38.9081,0.1106
0.1298,39.1103,0.1196
0.13093,38.9774,0.1126
0.13696,39.0734,0.1108
0.14698,39.2186,0.1106
0.15633,39.5026,0.1292
0.15779,39.863,0.1559
0.15964,39.5545,0.1109
0.17456,39.6178,0.1106
0.17902,39.6564,0.1175
0.1796,39.5622,0.1103
0.18972,39.8697,0.1882
0.19097,39.6802,0.1196
0.19677,39.9831,0.1145
0.1972,39.8391,0.1266
0.20199,39.821,0.3293
0.20626,40.1372,0.115
0.21998,40.2932,0.1298
0.22486,40.1575,0.126
0.22937,40.2655,0.1399
0.23185,40.3095,0.1174
0.23343000000000005,40.2497,0.1173
0.24436,42.3976,0.3131
0.24681,40.5094,0.1107
0.25179,40.4459,0.1108
0.25573,40.5647,0.1109
0.26208000000000004,40.5715,0.1106
0.26446,43.2963,0.2888
0.26788,40.6837,0.1144
0.2737,40.6526,0.1135
0.27695,40.7637,0.1146
0.28168000000000004,40.7737,0.1354
0.28784,40.8728,0.1125
0.29705,41.0077,0.1156
0.29801,40.6898,0.1113
0.2985,40.9197,0.2284
0.29879,40.9237,0.1104
0.30044,40.9203,0.1271
0.3016,40.9122,0.1179
0.30273,41.5296,0.7138
0.30422,41.025,0.1127
0.30551999999999996,40.8675,0.1408
0.3074,41.0262,0.111
0.30979,44.3495,0.1542
0.31095,41.1272,0.1115
0.31265,41.1865,0.1114
0.31469,41.0498,0.1113
0.31845999999999997,41.2387,0.1165
0.31859,40.9796,0.1124
0.32161999999999996,41.4278,0.3034
0.32277,41.1353,0.2204
0.32932,41.1185,0.1127
0.33542,41.2859,0.1103
0.33569,41.2255,0.1167
0.33688,41.2406,0.1106
0.33710999999999997,42.6152,0.3586
0.33731,41.0786,0.1117
0.33739,41.1093,0.1241
0.34007,41.3917,0.1211
0.34223000000000003,41.2254,0.1175
0.34279,44.2454,0.3672
0.34360999999999997,41.4036,0.1122
0.3437,41.1409,0.1099
0.34604,41.794,0.4204
0.34901,41.2182,0.1115
0.34934,41.3815,0.1294
0.35003,41.2429,0.1191
0.35101,41.2811,0.1111
0.35143,41.324,0.1117
0.35263,41.3904,0.1513
0.35274,41.4418,0.1142
0.35322,41.2087,0.118
0.35457,41.4619,0.1805
0.35604,41.4323,0.1116
0.35672,41.5401,0.1134
0.35803,41.4664,0.1103
0.35944,41.3832,0.1112
0.35961,41.4957,0.1098
0.35963,41.4062,0.1171
0.36143000000000003,41.5721,0.1151
0.36246,41.4837,0.1148
0.36316,41.4067,0.1114
0.36511,41.2244,0.1148
0.36536,41.5594,0.1126
0.36593000000000003,41.3854,0.1435
0.36759000000000003,41.7287,0.1235
0.37073,41.4701,0.1325
0.37144,41.4547,0.1112
0.37342,41.4068,0.1134
0.37499,41.4819,0.1104
0.37562,41.3206,0.1112
0.37699,41.6568,0.1141
0.37753000000000003,41.522,0.1132
0.37836,41.5921,0.1163
0.38159,41.7575,0.1133
0.38258000000000003,41.6891,0.1124
0.38356999999999997,41.6809,0.1152
0.38372,41.5139,0.1075
0.38381,41.4951,0.1123
0.38543,41.353,0.1139
0.38554,41.7199,0.1331
0.38568,41.6633,0.1193
0.38589,41.5901,0.1188
0.38606999999999997,41.5022,0.1146
0.38616999999999996,41.3106,0.13
0.38692,41.6279,0.1157
0.38924000000000003,41.5331,0.1139
0.38973,41.7124,0.1118
0.39024000000000003,41.6645,0.1146
0.39033,41.5971,0.1098
0.3921,41.672,0.1138
0.39221999999999996,41.6051,0.1107
0.39226,41.8059,0.1088
0.39331,42.1343,0.3616
0.3938,41.9201,0.3187
0.39397,41.7325,0.1099
0.39563000000000004,41.6599,0.1211
0.39598,41.4647,0.1089
0.39654,41.5842,0.1105
0.39721999999999996,41.506,0.1102
0.39848,42.2885,0.3942
0.39855,41.8305,0.1316
0.39865,41.6355,0.1101
0.39979000000000003,41.6967,0.1121
0.40034000000000003,41.6092,0.1288
0.40066,41.6688,0.109
0.40297,41.81,0.1099
0.40437,41.7387,0.112
0.40710999999999997,41.7792,0.1113
0.4078,41.6821,0.1121
0.40936,41.7866,0.1098
0.41122,42.7991,0.4254
0.41143,41.6318,0.112
0.41197,41.5824,0.2363
0.41418,41.7889,0.1187
0.41572,41.8479,0.1127
0.4158,41.8746,0.1114
0.41657,41.788,0.1129
0.4175100000000001,41.893,0.1128
0.41805,41.8932,0.1257
0.41818999999999995,41.7839,0.1195
0.41871,41.8331,0.1137
0.42116000000000003,41.7682,0.1326
0.42225,41.9457,0.1603
0.4237,41.7418,0.1256
0.426,41.6725,0.1107
0.42611000000000004,41.9188,0.1095
0.42818,41.8545,0.1324
0.42837,41.8974,0.1106
0.42865,41.7692,0.1116
0.42923999999999995,41.9487,0.1302
0.42965,41.6799,0.2193
0.43213,41.7814,0.1102
0.43367,41.939,0.1131
0.43422,41.8648,0.1111
0.4355600000000001,42.1078,0.1123
0.4358800000000001,41.8528,0.1114
0.43705,41.9169,0.1111
0.43888999999999995,41.9293,0.116
0.43988,42.1152,0.1152
0.44093000000000004,41.7775,0.1097
0.44285,41.6884,0.111
0.44453000000000004,42.0095,0.1124
0.44454,41.9108,0.1104
0.44459,41.8948,0.1121
0.44505,41.8532,0.1169
0.4455,43.69,0.3914
0.44568,42.0282,0.1152
0.44622,41.8627,0.1172
0.44664,41.9565,0.1127
0.44678,41.8781,0.181
0.44814,41.9793,0.1124
0.44837,41.8932,0.1105
0.4484800000000001,41.9371,0.1104
0.45022,41.8692,0.1349
0.45038,41.9428,0.1115
0.45053999999999994,42.0739,0.1173
0.45166999999999996,42.0742,0.1101
0.45305,41.9611,0.1214
0.45483,42.0636,0.1127
0.4552,41.9994,0.1129
0.45524,42.0756,0.1125
0.45637,42.0273,0.1094
0.45697,42.1831,0.1614
0.45724,42.0182,0.1115
0.4573,42.0652,0.1131
0.45798,41.6691,0.3127
0.45838,42.0861,0.1113
0.45905,42.0192,0.1188
0.4593,42.1606,0.1495
0.4604,42.2688,0.1227
0.46057,42.0952,0.1114
0.4608100000000001,42.0384,0.1317
0.46091000000000004,42.0613,0.1287
0.46187,41.8661,0.1195
0.46233,42.0355,0.1129
0.46278,41.9932,0.1101
0.46342,42.0715,0.1644
0.46393999999999996,41.9006,0.119
0.46525,42.1236,0.1103
0.4652600000000001,42.0984,0.1202
0.46531999999999996,42.0707,0.1203
0.46631999999999996,42.1366,0.11
0.46653999999999995,41.9717,0.1113
0.46683,42.0646,0.1105
0.46748,42.2617,0.1134
0.46768999999999994,41.9755,0.1103
0.46811,41.9806,0.1133
0.46847,42.162,0.1142
0.46862,42.0092,0.111
0.46873000000000004,42.1797,0.1272
0.46874,42.0661,0.1182
0.4694100000000001,42.2931,0.494
0.46997,41.9838,0.1236
0.47024,42.0294,0.1134
0.47043999999999997,42.0311,0.1105
0.4708,42.0971,0.1107
0.47156000000000003,41.9742,0.1134
0.47167,42.1528,0.1248
0.47168999999999994,41.9085,0.1112
0.47229,42.2315,0.1124
0.47326,42.1567,0.1172
0.47381,41.9516,0.1141
0.47473000000000004,42.0927,0.1112
0.4774100000000001,42.1917,0.1117
0.4776,42.1994,0.113
0.47768999999999995,42.2871,0.1167
0.47808999999999996,42.2303,0.1208
0.4794100000000001,42.0877,0.1113
0.47993,42.2185,0.1168
0.48098,42.0833,0.1112
0.48108,42.2199,0.1394
0.48128000000000004,42.3554,0.1276
0.48262,42.1286,0.1184
0.4835600000000001,42.2134,0.1115
0.48508999999999997,42.2165,0.1429
0.48591999999999996,42.2267,0.1366
0.48596999999999996,42.3204,0.1185
0.48611000000000004,42.2202,0.1132
0.48643000000000003,42.1407,0.1187
0.48728999999999995,43.3642,0.4268
0.4879600000000001,42.1532,0.1178
0.48875,42.435,0.1256
0.48986,42.2675,0.117
0.49025,42.2301,0.1365
0.49123,42.0365,0.1281
0.49168,42.057,0.1146
0.49178999999999995,42.2397,0.1127
0.49246,42.3559,0.1116
0.49295,42.7175,0.3122
0.49558,42.1444,0.1172
0.49628,42.221,0.1337
0.49632,42.4892,0.1144
0.4965600000000001,42.4333,0.165
0.49662,44.8881,0.2983
0.49717,42.3181,0.1249
0.49718999999999997,42.1687,0.1034
0.49893000000000004,42.2062,0.1101
0.49938,42.0966,0.1121
0.49942,42.2819,0.1201
0.50166,42.2015,0.1135
0.50188,42.2703,0.1454
0.5024,42.3223,0.117
0.50273,42.1605,0.1642
0.50363,42.2731,0.1289
0.5043300000000001,42.2292,0.115
0.5047,42.3125,0.1186
0.50488,42.184,0.1167
0.50507,42.0685,0.1179
0.50556,42.0167,0.1151
0.50572,42.2397,0.1155
0.50613,42.2556,0.1873
0.50783,44.0618,0.1853
0.50808,42.2991,0.1141
0.50845,42.3216,0.1171
0.5088699999999999,42.2925,0.1718
0.50969,42.3117,0.1268
0.51036,42.4037,0.1134
0.51061,42.2523,0.1182
0.51131,42.3698,0.121
0.51142,42.2821,0.1157
0.51318,42.2153,0.1148
0.5132,42.3292,0.1143
0.51389,42.3709,0.1194
0.51413,42.2352,0.1148
0.51452,42.5025,0.2033
0.5153,42.3511,0.1164
0.51636,42.3017,0.1138
0.51671,42.2338,0.2259
0.51725,42.3581,0.1197
0.51799,42.2313,0.117
0.5185,42.5239,0.1187
0.51902,42.3831,0.1122
0.51958,42.4103,0.1214
0.5199600000000001,42.3982,0.124
0.52103,42.4848,0.1151
0.52128,42.4687,0.1128
0.5213300000000001,44.2598,0.1782
0.52172,42.3943,0.1153
0.52371,42.4624,0.1602
0.5241899999999999,42.0665,0.1355
0.52463,42.3779,0.113
0.52593,42.3479,0.1237
0.52646,42.3716,0.1148
0.5266,42.4257,0.1119
0.52699,42.5203,0.123
0.52732,42.4907,0.1289
0.52733,42.4154,0.1154
0.5274300000000001,42.473,0.1466
0.52758,42.3788,0.1852
0.52778,42.254,0.1152
0.5283,42.4846,0.1243
0.52881,42.1535,0.4105
0.5289,42.3547,0.1152
0.52961,42.475,0.1246
0.52968,42.5771,0.1181
0.53113,42.2983,0.1114
0.53136,42.4473,0.112
0.53171,42.414,0.1172
0.53256,42.4454,0.1126
0.53354,42.5207,0.1037
0.53355,42.2797,0.1184
0.53433,42.3846,0.1374
0.53455,42.3999,0.1227
0.5361,42.3595,0.1164
0.53638,42.4806,0.2198
0.53701,42.3289,0.1218
0.53732,42.3969,0.1261
0.53742,41.7922,0.228
0.53855,42.3696,0.1135
0.53985,42.4707,0.1381
0.54059,42.5023,0.1243
0.54061,42.3469,0.2745
0.5411,42.3285,0.114
0.54159,42.4597,0.1289
0.54225,42.6232,0.1429
0.54302,42.4216,0.1168
0.5445,42.5693,0.1181
0.54492,42.4234,0.1148
0.5456,42.3087,0.1667
0.54657,42.4121,0.1231
0.54714,42.4269,0.1207
0.54762,42.3903,0.1241
0.54801,42.2644,0.146
0.5484899999999999,42.5619,0.1238
0.5492100000000001,42.3004,0.2625
0.5495,42.4755,0.1164
0.54973,42.2267,0.1858
0.5504399999999999,42.6105,0.1168
0.5505399999999999,42.4262,0.1663
0.55077,42.4545,0.2213
0.55094,42.5448,0.1227
0.5511,42.3334,0.2344
0.5514839077452234,42.3867,0.1447
0.55174,42.4399,0.1136
0.55213,42.383,0.1237
0.5524399999999999,42.6865,0.1184
0.55273,42.6332,0.14
0.5532600000000001,42.3568,0.1946
0.55548,42.7163,0.1186
0.557,44.9207,0.2234
0.55735,42.5965,0.1172
0.5575399999999999,42.5534,0.123
0.55767,42.5013,0.1239
0.55793,42.4748,0.2501
0.55799,42.6774,0.1403
0.55913,42.5816,0.1245
0.55958,42.5864,0.1189
0.56015,42.7618,0.1295
0.5605399999999999,42.449,0.1241
0.56058,42.6682,0.1369
0.5609807903158137,42.497,0.2577
0.56099,42.5553,0.1203
0.56125,42.6044,0.123
0.5616300000000001,42.5515,0.1304
0.56171,42.631,0.1238
0.56174,42.5681,0.1234
0.56329,42.5676,0.1267
0.56406,42.4991,0.1254
0.56453,42.5308,0.1297
0.5646,42.5539,0.1216
0.5654100000000001,42.8369,0.2565
0.56565,42.3606,0.1429
0.56577,42.4845,0.1422
0.5663600000000001,42.4761,0.1266
0.5670000000000001,42.3799,0.1368
0.56708,42.635,0.1244
0.56724,42.6541,0.1231
0.56807,42.5028,0.1222
0.56955,42.602,0.1509
0.56968,42.505,0.1184
0.57028,45.1252,0.3544
0.5705100000000001,42.5415,0.142
0.57096,42.6065,0.1288
0.57109,42.4771,0.1251
0.5715399999999999,42.629,0.1499
0.5717899999999999,42.6951,0.125
0.57182,42.6344,0.1999
0.57198,42.6435,0.1284
0.57224,42.6614,0.1244
0.57247,42.8051,0.1458
0.57303,42.8181,0.1461
0.5735600000000001,42.3913,0.123
0.57429,42.6367,0.1236
0.57448,44.2418,0.1158
0.57453,44.9889,0.3159
0.57455,42.7972,0.1531
0.5746,42.6552,0.1295
0.5747,42.8906,0.1896
0.57552,42.676,0.1306
0.57596,42.5503,0.2058
0.57618,42.744,0.1509
0.57626,42.5848,0.1317
0.57648,42.6649,0.1225
0.5767,42.7547,0.1253
0.5785600000000001,42.509,0.1348
0.57873,42.7122,0.1314
0.57886,42.858,0.1271
0.57899,42.473,0.1259
0.5799,42.6055,0.1304
0.58004,42.6295,0.1254
0.58049,42.6763,0.1295
0.58107,44.6632,0.3076
0.58133,43.0957,0.2302
0.58138,42.6727,0.1267
0.5816600000000001,42.4627,0.1244
0.58285,42.5203,0.2198
0.58367,42.4963,0.1199
0.5838300000000001,42.8347,0.1216
0.58565,42.7725,0.1226
0.58604,42.4605,0.1248
0.58619,42.8892,0.1637
0.58624,42.7212,0.1254
0.5868,42.8987,0.128
0.58701,42.6245,0.1285
0.58737,42.559,0.1426
0.58741,42.6633,0.1252
0.58762,42.8588,0.1201
0.58801,42.5217,0.1723
0.5881,42.9295,0.119
0.58892,42.9018,0.161
0.58967,42.8563,0.1405
0.59031,42.8788,0.1424
0.59106,42.5977,0.1428
0.59113,42.9299,0.1443
0.59118,42.469,0.3121
0.59142,42.743,0.1257
0.59232,42.7452,0.1348
0.59241,42.7423,0.1517
0.59367,42.628,0.1619
0.5939399999999999,42.7564,0.1478
0.59434,42.8075,0.1312
0.59473,42.7812,0.124
0.5948,42.9146,0.1355
0.59534,42.4322,0.1218
0.59549,42.4137,0.3328
0.5965199999999999,42.5189,0.1302
0.59682,45.1131,0.2903
0.5969300000000001,42.1374,0.5809
0.59715,42.7797,0.1461
0.59732,42.8512,0.1272
0.59772,42.8361,0.17
0.5989899999999999,42.7604,0.1336
0.59905,42.7411,0.1612
0.59931,42.803,0.1218
0.59946,42.6489,0.1456
0.5997399999999999,42.7303,0.1612
0.60014,42.6952,0.1271
0.60029,42.6798,0.1537
0.60034,42.8164,0.1232
0.60083,42.6943,0.136
0.60155,42.9744,0.1388
0.60197,42.9097,0.123
0.60247,42.7066,0.1234
0.6025699999999999,42.8301,0.1357
0.60277,42.8744,0.1247
0.60295,42.8597,0.1812
0.60437,42.6995,0.1424
0.60442,42.7404,0.1797
0.60458,42.8905,0.1459
0.60516,42.9139,0.1482
0.60523,42.5032,0.1268
0.6057100000000001,42.615,0.1484
0.60593,43.0039,0.1254
0.60611,42.7659,0.1548
0.6067,42.4131,0.1329
0.6068600000000001,42.7769,0.2385
0.60742,42.7769,0.1267
0.60746,42.5153,0.1485
0.6079600000000001,42.8323,0.1427
0.6086199999999999,42.8067,0.1373
0.6089,43.2161,0.1754
0.60946,42.9052,0.1295
0.60947,42.9509,0.1304
0.6096699999999999,42.7543,0.1462
0.6098,42.6466,0.1487
0.6106699999999999,44.9689,0.2833
0.6107899999999999,42.7976,0.1697
0.61124,43.0211,0.1243
0.6119399999999999,42.8602,0.156
0.6120399999999999,42.8327,0.1394
0.6120899999999999,43.1515,0.2676
0.61242,42.8171,0.1275
0.61283,42.846,0.1237
0.6129899999999999,42.9303,0.2215
0.613,42.6429,0.1406
0.61307,42.9993,0.236
0.61325,42.6338,0.1271
0.61336,42.8155,0.1784
0.61348,43.1637,0.1585
0.61368,43.255,0.1954
0.6140100000000001,42.6548,0.1775
0.61492,42.9216,0.1254
0.61556,42.6617,0.1635
0.6158399999999999,45.2472,0.3152
0.61752,42.9464,0.1838
0.61766,42.9104,0.1272
0.61778,42.7777,0.1385
0.61795,42.7891,0.1238
0.6180100000000001,42.7517,0.1287
0.61852,42.553,0.1365
0.61868,42.8222,0.1234
0.61883,42.9293,0.1266
0.6188899999999999,42.908,0.1282
0.61897,42.8652,0.1433
0.61916,42.7309,0.1283
0.6200100000000001,43.0158,0.172
0.62035,42.7075,0.1545
0.62048,42.9429,0.1474
0.62071,42.9108,0.129
0.62083,42.7628,0.1294
0.6209100000000001,42.4416,0.1748
0.6209775574530083,42.8258,0.1788
0.62098,42.9025,0.1325
0.62148,42.9714,0.1319
0.62152,42.8551,0.1274
0.62273,42.8212,0.1422
0.6230899999999999,42.9606,0.1251
0.6231,42.8843,0.1479
0.62367,42.9403,0.2144
0.62385,42.6891,0.1906
0.6248199999999999,42.7977,0.1715
0.6249399999999999,42.7598,0.1345
0.62552,42.916,0.1298
0.62575,42.6122,0.1382
0.6258199999999999,42.9324,0.1539
0.62661,42.4989,0.1842
0.62702,42.9865,0.1409
0.62752,43.016,0.2156
0.62754,42.8793,0.1372
0.62812,42.9287,0.1596
0.62835,43.5643,0.1557
0.6284,42.9131,0.1281
0.62842,42.7404,0.1411
0.62849,42.9215,0.1297
0.6289100000000001,42.7907,0.1939
0.62949,42.939,0.1548
0.62954,42.4949,0.2335
0.62978,42.678,0.8684
0.62997,42.7189,0.1277
0.63005,42.7415,0.1244
0.63017,43.0294,0.3864
0.63021,42.7385,0.2064
0.63089,42.9017,0.1504
0.63146,42.9502,0.135
0.63194,43.1638,0.1667
0.6320399999999999,42.9431,0.1447
0.63255,42.6926,0.1419
0.6330399999999999,42.8037,0.1248
0.63331,43.0067,0.1284
0.63354,42.8556,0.1253
0.63369,42.8675,0.1476
0.63373,42.8035,0.1329
0.63376,42.8927,0.2083
0.63395,44.8184,0.3007
0.63463,42.9607,0.2902
0.63472,42.9421,0.1364
0.63479,42.9337,0.1341
0.6348,42.6451,0.1477
0.63507,42.8074,0.3454
0.63556,42.8112,0.148
0.63562,42.9018,0.1357
0.63621,42.9872,0.1448
0.63622,43.0057,0.1279
0.6364,42.8601,0.2598
0.63661,42.7314,0.1329
0.6367,42.8351,0.1569
0.63699,42.6788,0.1323
0.63813,43.2461,0.1629
0.63844,43.0051,0.1881
0.63873,42.9839,0.1857
0.63932,42.8103,0.1453
0.63936,42.9219,0.1466
0.63941,45.235,0.3385
0.63984,43.0119,0.7359
0.64064,42.9114,0.153
0.64089,42.9337,0.1257
0.64125,43.1038,0.1388
0.6412800000000001,43.0377,0.2033
0.6412899999999999,42.9921,0.1266
0.6416,43.0477,0.1374
0.6421399999999999,43.1405,0.1477
0.64246,42.9312,0.1595
0.6428,42.9001,0.1341
0.64335,42.8234,0.1337
0.64363,43.3241,0.4217
0.64395,42.9297,0.3328
0.64426,43.1388,0.1339
0.64439,42.9178,0.166
0.64446,42.772,0.1569
0.64484,42.8867,0.1275
0.64531,42.9591,0.1256
0.64555,42.9285,0.135
0.64612,42.9646,0.1248
0.64673,43.0855,0.1634
0.64685,43.0356,0.1681
0.64772,42.8211,0.1399
0.64786,42.7996,0.1272
0.64827,42.8336,0.2011
0.6486,43.1308,0.151
0.64875,42.9582,0.1271
0.64936,42.8823,0.1343
0.64941,42.9062,0.1287
0.64956,42.8024,0.1307
0.64966,42.7975,0.2352
0.64995,43.0589,0.1256
0.6499699999999999,45.1093,0.304
0.65137,42.8811,0.1302
0.6517,42.8758,0.1393
0.65173,42.8382,0.1298
0.65246,42.669,0.2167
0.65258,43.0354,0.1969
0.65272,42.9988,0.4318
0.6541100000000001,43.0881,0.1411
0.6554,42.9883,0.1346
0.65541,43.2268,0.1489
0.65622,42.866,0.124
0.65636,43.1642,0.1364
0.65647,42.7368,0.1277
0.65689,43.0829,0.1446
0.65691,42.835,0.1372
0.65715,42.894,0.1271
0.6572899999999999,43.1194,0.1992
0.65769,43.0695,0.1588
0.65842,43.0695,0.1279
0.6584300000000001,43.063,0.1804
